header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Never fly with Delta again""",2,2022-11-21,"My family, 13 of us, flew round trip from Seattle to Kauai. Five flew Hawaiian Air, six flew Alaskan air, my wife and I flew Delta Air. Between military service, FAA carriers, professional and pleasure travel, we have all logged thousands of air travel miles. All of our tickets were with in $25 in cost of each other, our Delta tickets were the highest. On Alaskan and Hawaiian Air my family members were all fed a meal, the service flowed nicely, the onboard entertainment and Wi-Fi all went well. The seats were comfortable and not too cramped. I can say none of that about our Delta flight experience. The plane was in shabby shape, my wife’s seat cousin was broken, the screams did not work, we were packed in like sardines. No food offered without charges. Service was grumpy. Never fly with Delta again.",True,,Family Leisure,Economy Class,Lihue to Seattle,November 2022,1,2,"<span class=""star fill"">1</span>",1,1,,1,False
"""Beware of Delta’s cancellation policies""",1,2022-11-20,"Beware of Delta’s cancellation policies. They are predatory and the customer service are appalling. Even if you cancel over a month before your flight, you will not get a refund and you will be charged a cancelation fee. They will offer you “credits” instead of a refund, so it is completely possible for you to spend hundreds if not thousands of dollars through Delta and not even get to fly anywhere. Steer to United or American as they are much more customer service focused and their cancelation/changes policies are far more lenient.",True,,Business,Economy Class,Charlotte to Chicago,November 2022,2,2,,2,1,,,False
"""will try to fly Delta every time""",10,2022-11-19,Not Verified | We flew with Delta to New Orleans and the crews were great. We flew home on 11/18/22 on flight 2969 on our connecting flight to San Diego from Minneapolis. The head stewardess was out of Atlanta. She was so wonderful! It made it one of the best flights we ever had. Because of your flight attendants we will try to fly Delta every time.,False,,Couple Leisure,First Class,Minneapolis to San Diego,November 2022,3,5,"<span class=""star fill"">5</span>",3,4,,5,True
"""really comfortable international flying experience""",8,2022-11-16,"The staff was very professional and kind. They distributed chocolate at the end of the flight and made sure to say “thank you for your business.” The side to side seat space was better than I expected. The leg space was adequate, would have been nice to have a little more (but I mean, there’s always room for more space lol). The airplane was clean and comfortable. The food was “airplane food” but it was fine. Overall, a really comfortable international flying experience.",True,,Solo Leisure,Economy Class,Haneda to Seattle,November 2022,4,5,"<span class=""star fill"">5</span>",5,5,,,True
"""I wouldn't fly Delta""",1,2022-11-14,"Went to baggage check to declare legal firearm, properly stowed with carry license. Concierge called cops on me and told all her co-workers without allowing me to declare the firearm. It was legally stowed, which is what the police found out after detaining me and questioning me and my parents for an hour. If you're a person of color trying to follow protocol, I wouldn't fly Delta unless you want to get detained and miss all your flights for absolutely no breach of regulation.",True,,Solo Leisure,Economy Class,New Orleans to Atlanta,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Never again for us!""",1,2022-11-14,Not Verified |  Beware of Delta! Never again for us! We had book a flight and DELTA changed the connection to Seattle with only a 35 minute layover for a flight in another terminal. (We did not choose this). It is physically impossible to make the connection in Seattle. Our plane landed on time and we ran to the gate with 10 minutes to spare - but they already left. Now we are leaving tomorrow and will miss the tour we had up. We were told they always leave 19 minutes early!  The hotel says that Delta pays for 30 rooms every night regardless because of this. Something is seriously wrong with management here. To begin with this route needs to be cancelled. And the inflight screen says free WiFi and messaging but after you go down that rabbit hole it’s only for T-Mobile customers. Typical Delta.,False,,Couple Leisure,Economy Class,Orange County to Seoul via Seattle,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""Thank you so much Delta""",9,2022-11-14,"Not Verified |  I flew with Delta Airlines from Huntsville, AL to Chicago, IL with a layover in Atlanta, GA on November 09, 2022 on business. On November 12th, my return flight was scheduled for 22:46 departure and were informed around 21:00 that the flight was delayed for one hour due to a pilot arriving late. Then around 22:00 we were informed that the flight was delayed for about 9 hours and we would depart at 08:00 on November 13th. Employees sent us to desk agents in the airport who providing us with assistance. The desk I went to was the International assistance desk I believe. I happened to get in line first so that was a plus. Agents Kimberly and Dexter were assisting us and they were phenomenal. They helped with all information and kept me calm at a time where I was worried. I was provided with a hotel voucher and chose to lodge at the AC Marriott Gateway. I shuttled to the domestic terminal, got on the sky train and shuttled to the hotel. I didn’t like having to put down an incidental card at the hotel which authorized $20 as this expense was not in my budget but I understood it. Overall I was pleased with the accommodations made for me and really appreciate how helpful every employee was as I was asking directional questions to various workers along the way. Some employees appeared off the clock and still helped me with a smile. I have only flown five times and this is the first time I have ever had a delay. Thank you so much Delta and Chicago O’Hara Airport.",False,,Business,Economy Class,Huntsville to Chicago,November 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""employees are extremely impolite and extremely rude""",1,2022-11-12,Not Verified |  Flight was canceled 2 hours before the departure. The employees are extremely impolite and extremely rude. I have never had an such bad experience with any other airline.,False,,Solo Leisure,Economy Class,Frankfurt to Detroit,November 2022,1,3,"<span class=""star fill"">3</span>",1,1,,,False
"""they changed our seat without notifying us""",3,2022-11-11,"Booked flight months ago and secured Exit row for my 6’8” boyfriend and myself. Didn’t think to check seats again before the flight as I would never book us a normal seat. I’d pay extra and needed to make sure he was comfortable. When we boarded, I realized they changed our seat without notifying us. I let the stewardess know and showed her my email confirmation when I booked. She just said ‘sorry take a seat’. There is a first class seat available which he was not offered. Horrible customer service.",True,Boeing 747,Couple Leisure,Economy Class,Los Angeles to Nashville,November 2022,1,3,"<span class=""star fill"">3</span>",3,1,,3,False
"""I am switching back to Delta""",10,2022-11-10,"I haven't flown Delta for many years and have been flying Alaska and American Airlines during that time. I booked a flight with my company and they grabbed a non-stop Delta flight to Dulles for me from Seattle. I had no grand expectations. In fact, I totally anticipated a flop. How wrong I was to assume. Both my flight to and back from, were roughly two of the best domestic flights I've ever had. Entertainment was great, snacks and beverages were nice; but the team of customer service flight attendants were over the top great. I am switching back to Delta.",True,Boeing 737-800,Business,Business Class,Seattle to Washington,November 2022,4,5,"<span class=""star fill"">5</span>",5,4,,5,True
"""two holes torn on my bag""",5,2022-11-09,I’m from Virginia and this was my first time flying so I was pretty nervous but it needed up not being too bad. When it was time for me to go back home on Delta they had said the cabin was too full and so we were forced to check our bags under the plane. I had a duffel bag and when I boarded I could see out my window how rough they were handling it throwing it under the plane to store and when we went to baggage claim at the end of our trip at 11pm I noticed there were two holes torn on my bag and I went to go to customer service to file a claim and there wasn’t anyone around so I ended up driving two hours back home and open my duffel and saw that not only were there holes torn but there were also things broken in my bag.,True,,Couple Leisure,Economy Class,Atlanta to Greensboro,November 2022,2,3,"<span class=""star fill"">3</span>",3,3,,1,False
"""does not care about their customer experience""",3,2022-11-08,"Not Verified |  Deltas service is horrible. I've always preferred Delta, and opened an Amex card to receive more benefits. However, making any modifications is a joke. They don't care at all about the experience. We had issues with our Hawaii trip, but really this review is about a trip we booked for next year. I realized that I needed one more day to do everything we want to on our vacation. So, my husband and I, sitting together, each on our delta apps went to change our flight. We didn't book on one booking because I used a voucher, and we used miles for KY husband. When you use a voucher it has to be on its own booking...which is annoying. Anyway, sitting together, at the exact same time, side by side, we go and change our flights. I was pleasantly surprised as I received a $50 credit by making the change. However, my husband's change errored out. Apparently he had to pay MORE miles to move the day, for the exact same change I received credit for. The explanation was that prices are subject to change at any time, but since it was the same time it made no sense. So anyway, I can't help but believe they gouge prices when redeeming miles. There is no other reason mine would have resulted in a credit. And his required an additonal 6000 miles. We had issues with our Hawaii trip as well. I like their flights, planes are more comfortable than others but Delta does not care at all about their customer experience, especially when making changes.",False,,Family Leisure,Economy Class,Minneapolis to Lihue via Los Angeles,August 2022,4,4,"<span class=""star fill"">5</span>",3,4,,,False
