header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""stated that I don't want their miles""",1,2022-11-18,"I flew together with my girlfriend, our flight was delayed for more than 4 hours. Passenger rights regulation EC261/2004 states a compensation of 600 euros per ticket.  Turkish airlines, starting offering 25.000 miles. They don't need to offer anything as the regulation states clearly the compensation. I complained and they offer more miles, then I complained again and they offer more miles again when I clearly stated that I don't want their miles.  Be careful with this airline, they don't respect the passenger right, rights which can be download also from their website. Further more, according to their own rules, for a delay of more than 3 hours, you have the right to have a cold/hot drink, a snack and a meal. When I asked for it at their desk at the airport, they said that as the flight was delayed for less than 5 hours, I have to ask for these at the boarding gate, gate that would be shown 4 hours later. Finally at the gate they offer a bottle of water at room temperature, nor cold nor hot and a disgusting looking sandwich that of course we didn't take.",True,A330,Couple Leisure,Economy Class,Zurich to Mahe via Istanbul,September 2022,2,2,"<span class=""star fill"">2</span>",1,1,,False,
"""It is not worth the stress""",1,2022-11-16,"Not Verified | Preserve your sanity and AVOID this airline. I purchased my tickets 3 months in advance, and they have cancelled several legs of my itinerary four times so far. I believe they overbooked and kicked me off the flight because they were able to sell my tickets at a higher price to someone else. They provided no explanation but simply that the flight has been cancelled. It is a nightmare to rebook. Their system is set up to make you frustrated so that you cancel the flight, and rebook at a higher price. They have other flights available that they will not give to you saying your class (Economy/Business A B C Z I) do not match. Shouldn't they accommodate the customers to their best since it is Turkish Airline's fault? Right before our vacation, it turned into a nightmare. So much stress because of their unprofessionalism. Do yourself a favor and avoid Turkish Airlines. It is not worth the stress.",False,,Couple Leisure,Business Class,San Francisco to Dhaka via Istanbul,March 2022,3,3,"<span class=""star fill"">1</span>",1,1,,False,1
"""I would not recommend this airline""",4,2022-11-16,"Online check-in and baggage drop have been relatively smooth, boarding too. Flight staff had been seen arguing before take-off which gave passengers an uncomfortable feeling. Comparing to the hospitality we were experiencing in Japan, the flight staff has been rude, tired and forgetful. With the seat belt sign turned on, seating in a window seat, I kindly asked for a tissue I did not receive, despite reminding the stewardess once more. We had a slight delay in departure but we arrived on time, which I really appreciated. The aircraft was old, with narrow seats and not a lot of legroom. My friend who is 186 cm tall had a hard time seating in the middle seat. Despite expensive price for the tickets, Turkish does not allow to choose your own seat - not when you buy nor when you check-in. Seat prices were ridiculously priced, where the extra legroom cost almost 90 EUR per person, per flight. My food was served lukewarm and the fresh bread was served to our hands before we could use their wipes to clean them. Taste was acceptable, portions are somewhat generous but the ingredients were repeating themselves. That includes our return flight. Onboard wifi was for free for Miles&Smiles members, but only 10 Mb which is laughable. The internet speed was poor and after trying 15 minutes to connect to the WiFi service, I shut down my phone after 5 minutes of trying to read some news. Unacceptable for this day and age. Overall, I would not recommend this airline.",True,Boeing 777-300ER,Solo Leisure,Economy Class,Tokyo to Istanbul,November 2022,2,2,"<span class=""star fill"">2</span>",3,2,,False,1
"""I would avoid this company""",2,2022-11-13,"It’s not our first flight with Turkish Airlines, but this is the first that disappointed us before even getting to aircraft. We arrived to the airport 6 hours prior to check in. The staff saw us there. When they started to prepare for check in we moved to the line for infants as we travel with three kids and one of them is just 2 years old. The woman at the desk started arguing with us that he looks older. Quite an argument! Then she asked if he has a seat - and if he has he’s not consider as an infant! Do you believe it? We buy a seat for our kids long before they are 2 because it’s the matter of convenience, not the age! Then, we moved to common line, but of course our place was already took by other passengers and the staff told we have to get to the end of the line. Seeing us with three young kids 7 and under, with two carts full of suitcases and knowing we arrived much earlier than other passengers they moved us to the end of the line! Should it be Lufthansa or even Turkish Airlines in Turkey they would let us pass through the infant line without any questions. It’s sad that the Turkish values of caring about children and families and Turkish Airlines high standards of service are not relevant for some representatives of the staff. Should I have a long flight next time I would avoid this company!",True,,Family Leisure,Economy Class,Washington to Istanbul,November 2022,4,4,"<span class=""star fill"">4</span>",1,3,,False,3
"""Disappointing service""",2,2022-11-12,Disappointing service and I haven’t even flown yet! Rescheduled my flight + 1 day - no compensation or even consideration for the inconvenience it has caused me. It’s cost me a day of work and also an additional hotel! Never using again!,True,,Couple Leisure,Economy Class,Jeddah to London Stansted via Istanbul,November 2022,1,1,"<span class=""star fill"">1</span>",1,4,,False,1
"overall not impressed""",4,2022-11-12,"Cabin crew on all flights were unsmiling and not friendly. On flight from Istanbul to Vancouver there were no snacks and service was almost 10hours apart. Probably the worst service considering galley was so noisy even when they were not offering any service. Cabin crew only smiled when talking to each other and not to customers.  I have flown cross Atlantic business class on Lufthansa and Air Canada and both are miles above Turkish airlines Had a short connection in Istanbul from Dubai to Vancouver, bags were tagged priority and yet it took over 1 hour to get my bags on arrival in Vancouver. Not sure I will fly with Turkish again, overall not impressed with Turkish airlines",True,,Couple Leisure,Business Class,Vancouver to Dubia via Istanbul,November 2022,4,1,"<span class=""star fill"">4</span>",2,2,,False,5
"""not use Turkish Airlines again""",1,2022-11-09,"They disregard responsibility for their mishandling of bookings. Their grievance process, which they call “Feedback”, is disconnected and frustrating. I will not use Turkish Airlines again. Turkish Airlines cancelled my return flight, yet never notified me. They say, by their “Feedback” email response, that they sent me a SMS about the flight cancellation on February 18, 2022. My text message log shows no such message. That would be a message that would have grabbed my attention and led me to make alternative arrangements. No contact from them was made by phone, email or text about this. They did have all of my correct contact information, demonstrated by several texts and emails received about small changes in my outbound flight time. I also was not notified at my outbound flight check in that the return flight was cancelled. No alternative flight was booked by Turkish Airlines. This led to my being stuck at the Tel Aviv airport, having to return to the city overnight, and flying out the next day: a 19 hour delay and extra $489 of expenses. Turkish Airlines denied all responsibility and did not provide any compensation. There was a United Airlines (a Star Alliance partner) flight 4 hours later than my cancelled flight, which I requested on the phone with a customer service representative and from the ticketing agent at the airport, but this was not granted. Customer Service by Feedback is a brick wall. It is all done by email, and their email response closes the case.  The phone customer service agents tell you that everything is handled by Feedback email. The Turkish Airlines website says that they aim to respond to Feedback within 1 week. This does not provide any assistance when you need it at the time of your travel. All of my responses to Feedback came more than 1 week after submission, and only after I called and was told that the response will be expedited. Feedback 1: after 3 weeks and no response, I called, and was told I need to send a new Feedback email. Feedback 2: Claim denied. They allegedly sent me a SMS on Feb 18, which was more than 14 days before my flight, and that absolves them of responsibility. Their email also says that they offered an alternative flight 2 hours later. Feedback 3: I submitted my text log from Feb 17 and 18 showing no message was delivered to me. I pointed out that I was at the airport at 6 am for my 8:30 am flight, I was not offered a 10:30 am flight that they say they offered me in February, and a 10:30 am flight did not connect with any flights from Istanbul to San Francisco. Their Feedback response: Denied – SMS sent February 18. Lessons I learned:  Avoid Turkish Airlines. Check and reconfirm all flights ahead of time.  Fly nonstop whenever possible. Purchase travel insurance.",True,,Couple Leisure,Economy Class,Tel Aviv to San Francisco via Istanbul,September 2022,3,4,"<span class=""star fill"">4</span>",1,1,,False,4
"""seat pitch is probably the worst""",3,2022-11-08,Turkish is known for its good service. The aircraft is new and service is fine but the seat pitch is probably the worst I've seen. Very disappointing.,True,Boeing 737 Max 8,Business,Economy Class,Vilnius to Istanbul,November 2022,1,4,"<span class=""star fill"">4</span>",2,3,,False,
"""find that we have no seats""",1,2022-10-22,"Seats were either broken or not functioning well. The flight attendants should come to push or pull the seat back and the leg rest. The nightmare was on the return flight. I arrived with my family about two and a half hours before the flight just to find that we have no seats. No explanation was provided by the staff. The first one lied saying it was a system issue. She then left and asked us to wait. I waited for about 1 hour with nothing done and not a single word of sorry. I found later they booked for some VIPs at our expense. When I objected, they tried to find a solution.",True,,Family Leisure,Business Class,Jeddah to Istanbul ,October 2022,1,1,,1,1,,False,
"""definitely looking forward to my next flight""",7,2022-10-21,"I am not sure why this airline gets such poor reviews, ok out flight was delayed by on hour and we boarded by remote stand which was a bit annoying. Service on the flight was first rate staff were friendly the food has to be one of the best meals I have eaten on a flight. The selection of shows and movies was wide and easy to find something to watch. If you compare this with most European carriers you get none of that, last flight on LH was a bottle of water and a small chocolate bar. What I did find odd was how rude the passengers were to the cabin crew and how well the crew handled it. I am definitely looking forward to my next flight",True,A321N,Family Leisure,Economy Class,Munich to Istanbul,October 2022,4,4,"<span class=""star fill"">4</span>",3,5,,True,
