header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""not honoured the refund""",1,2022-10-19,"Terrible airline, they cancelled my flight 2 or so weeks before it was even supposed to take off due to not enough people booking tickets. They did offer me a different flight however this was days before I was even in the departing country. They then agreed to a refund at which point they have kept dragging out with whatever excuse suits them on the given day as to why it can't be refunded yet and then stopped replying altogether and have not honoured the refund. Paid for a flight that never existed in the first place.",True,,Business,Economy Class,,September 2022,,,,,1,,False,
"""We had a terrible experience""",1,2022-08-24,"We had a terrible experience with this company. Traveling with 2 small kids we were assigned different seats, and also had to pay 40 euros check in tax, beacuse it was impossible to make the check in online. I understand that check in should happen at the airport when traveling with small kids, but why the extra tax? The staff at the check in counter and also inside the plane are very unprofessional. I would not recommend traveling with this air company unless no other alternative.",True,Boeing 737-800,Family Leisure,Economy Class,Bucharest to Athens,August 2022,2,2,"<span class=""star fill"">1</span>",1,2,,False,1
"""Avoid it by all means""",1,2022-08-23,"Completely unprofessional.  They refuse to give the money back and offer no choice but accepting their lousy vouchers only to keep cancelling the flights. Briefly, they receive money from the customers and ""transform"" it into virtual money that you never get the chance to use because they keep cancelling.  Avoid it by all means.",True,,Family Leisure,Economy Class,Oslo to Bucharest ,August 2022,,,,,1,,False,
"""one week later cancel flights""",1,2022-07-05,"You will reach your destination faster by walking. They charge for tickets, one week later cancel flights, then you wait months to get your money back, if you will ever receive your money back.",True,,Business,Economy Class,Bucharest to Oslo,October 2021,,,,2,1,,False,
"""They practically sold more tickets than seats""",1,2022-07-03,"I flew two weeks ago from Stuttgart airport to Bucharest Otopeni. All good, I made my check in there and my luggage was good I didn't pay anything extra. Then I flew back from Bucharest and was charged with 30€ for my check in and 35€ for the same luggage. The staff being misinformed they could not explain to me the reason. But the best part is just coming, 120 seats and 120 passengers so the plane was full, but there was more 6 people who had tickets for the same flight but no seats. Two of those six people stayed on in Bucharest. They practically sold more tickets (126) than seats (120). Good Luck with that guys I Look that everybody knows that they should not fly anymore with this company.",True,,Solo Leisure,Economy Class,Bucharest to Stuttgart,July 2022,1,4,"<span class=""star fill"">1</span>",1,1,,False,1
"""Avoid like the plague""",1,2022-06-03,"First off it's not that cheap really, our flight departure and return destination was changed to a different, inconvenient airport at a different inconvenient time. EU regulations imply that a refund or a free change should be offered, but that won't appear anywhere in the email they send you (which essentially reads ""it is what it is, suck it up""). Thirdly, and the true cherry on top, some of the reserved seats we bought in order to travel together had to be bought again, as the child in our party was moved far from her parents for no good reason at all once the departure airport was changed. There is no customer support. Two requests to at least reimburse the same seats we had to needlessly buy for a second time and not cheaply, were systematically ignored. Ludicrous, they shouldn't be allowed to operate. Basically TAROM flies to all BlueAir destinations and these days their fares are comparable - and when you add up all the inconveniences, not only will you be happier with TAROM but also quite likely with more cash in your wallet. Avoid like the plague.",True,,Family Leisure,Economy Class,Heathrow to Bucharest,April 2022,2,2,,1,1,,False,
"""charged 350 lei for check-in""",1,2022-05-17,"Not Verified |  Although I paid for check-in online, the data was not transmitted to the flight operator until this time. We were also charged 350 lei for check-in by Blue Air. Also, their operator at Cluj Napoca Airport said about the eSky company that you are that collects money from customers for services you do not do. Unprofessional conduct. Charges extra money for tickets bought from other operator. I used eSky many times before with no problem till blueair.",False,,Couple Leisure,Economy Class,Cluj Napoca to Barcelona,May 2022,3,3,"<span class=""star fill"">1</span>",1,1,,False,
"""My flight with Blue Air got cancelled twice in 2 weeks""",1,2022-05-10,"My flight with Blue Air got cancelled twice in 2 weeks. I got a cancellation notification, I had to change my travel plans, lost a lot of money on accommodation, to find out 1 weeks later that my modified flight is cancelled again. They sell tickets, cancelled the flights and operate with our money as it's also impossible to get a refund or reach out to customer support. Extremely unreliable, I can't believe something like this even exists. This really has to stop.",True,,Family Leisure,Economy Class,Cluj-Napoca to Barcelona,May 2022,1,1,,1,1,,False,
"""Website a waste of time""",1,2022-04-10,"Not Verified | Dublin to Bucharest. Website a waste of time - full of lies; type words like name, address and other information with problems, double up the letters; constantly showing is loading - I've tried from different devices, different hours, the same problem -  similar with the app! The call centre just doesn't exist! (another website lie) - 5 stars for advertising fake promos! A shame!",False,,Family Leisure,Economy Class,Dublin to Bucharest,December 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""give us seats far away from each other""",1,2022-03-28,"Not Verified |  It's the 3rd or 4th time they give us seats far away from each other with no option to select/check in before flight. The flight attendant told me it's because it has to be paid before boarding. First of all, no other company does this. If money is a problem for this poor company then simply raise the ticket price and don't separate families. It is the last time I fly with this joke of a company.",False,,Couple Leisure,Economy Class,Dubai to Bucharest,March 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""I am still waiting for a refund""",1,2022-03-17,"Not Verified |  This is the worst airline on this planet. Booked a flight for 5/05/2020 which was cancelled due to Covid - money was refunded to an online wallet that I am not interested in as the airline doesn't even operate this route anymore. I am still waiting for a refund to the original method of payment. Called customer service numerous times in the past 2 years and all the time I got ""we will process your refund"" - this never happened. I have also filled out the online form numerous times and got nothing as well. It's been 2 years almost since the flight. The company has changed their customer service numbers and they now have only chargeable numbers available. I have still tried to call these numbers - both the UK and the Romanian number - call gets cut off before anyone picks up.",False,,Solo Leisure,Economy Class,Bucharest to Glasgow,April 2021,,,,,1,,False,
"""check in in the airport cost extra money""",1,2022-01-21,"I understand most of the people do the check in online in order not to stay in lines in the airport, however now there is another reason. The check in in the airport cost extra money. In my case it cost the same amount as the flight ticket. It's not the fact that I paid the money which annoys me the most, it's the fact I was not informed, let me decide if I want to pay that or not.  When I asked at their office why there is no notice, they replied that we should be the ones who research online about this, I feel like I was scammed.",True,,Couple Leisure,Economy Class,Cluj Napoca to Bucharest,January 2022,,,,1,1,,False,
"""Never again with that airline""",1,2022-01-03,"Not Verified | Flight got cancelled in August 2021 (due to ""operational reasons""). I immediately requested a refund. Now it is January 2022 and nothing has happened. Sent several requests via e-form, always received standardized nonsense feedback (""too many claims"", ""unprecendented situation""). For the last inquiries I didn't even get an answer anymore. Called the service hotline several times. Nobody can help (""We dont know, nobody knows""). There is no possibility to speak to the right department, to a supervisor, to escalate, to get an estimated time of refund. Last call dd 03 January: the robot voice repeatedly confirmed the average waiting time was 3mins ... finally got through to an operator after 31mins, who hung up on me after 2mins.e. Never again with that airline.",False,,Solo Leisure,Economy Class,Brussels to Buchqrest,August 2021,,,,,1,,False,
"""strongly recommend this airline""",10,2021-12-31,"Not Verified | I had an issue when I booked my tickets, payment error and I managed to double book. After calling the support on phone, they were very helpful and solved my issue right away. They refunded my second booking (from the double booking) without my request and the amount was on my account in 2 or 3 days. They were fast and kind and helpful. The agent which sadly I forgot the name as I was in a hurry was amazing. The flights were on time, (I had a transfer), clean aircraft and the flight attendants were attentive and helpful. I can strongly recommend this airline even though it's a low cost one.",False,,Solo Leisure,Economy Class,Cluj to Athens,December 2021,5,5,,5,5,,True,
"""they didn't seem interested to help at all""",1,2021-12-29,"Not Verified |  I was due to travel with Blue Air to France on the 23rd December but because I got Covid, I was not able to travel anymore. I called the call centre many times to ask for a refund or credit but the only thing they would offer is for me to change my ticket to another date. When I checked which dates I could change my ticket to, the only month, out of the entire year in 2022 I could possibly change my ticket to was in March. I told them that by that time, I will be around 32 weeks pregnant and so might be difficult for me to fly, the only response I got was ""I can't help you, nobody can help you"". No choice but to change my ticket to March and now, if I want to change my tickets again (if by some miracle more dates pop up), I will be charged to change our flights. For something that is completely out of my control, I am getting penalised for it and I can't even get a refund. Customer service? Ha! I don't think those words are in their vocabulary, they didn't seem interested to help at all and repeatedly told me that they are just the call centre and can't help.",False,,Couple Leisure,Economy Class,London to Nice,December 2021,1,1,,1,1,,False,
"""Worst company when it comes to refunds""",1,2021-12-21,Not Verified | Worst company ever when it comes to refunds. I am waiting for my money back since end of September and all I get from their call center is „we don’t know we have a lot of refunds“. What do I care about how many refunds you have? When you are canceling peoples flights you don’t care.,False,,Family Leisure,Economy Class,Stuttgart to Bucharest,April 2021,,,,,1,,False,
