header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""overall were OK, nothing special""",4,2022-11-18,"Pricewise this is the cheapest airline on this route. But a 6 hour longer detour. Flights overall were OK, nothing special. Food and service on both flights so so. Very limited choice and not very tasty. Staff not very attentive, however on this point I must say that wearing these facemasks does not contribute. All by all nothing special and in our view an airline at the lower end of the spectrum. Pretty good seat and plenty of leg room on the A321. In the A330 the inflatable cushion of the seat was not working and one of us had to sit on the metal frame. Maintenance staff could not solve the issue, cabin staff finally offered a pillow. Not very comfortable on a night flight. Lying flat (lie flat seat) it was pretty OK. The transfer on NAIA was an absolute disaster. It had a major impact on the overall experience hence our overall view on PAL. We had 3 hours to transfer, and it took us 2 ¾ hour. Ground staff is keeping themselves busy with inexplicable activities, leaving a queue of hundreds of passengers who had to crawl through a very small space, in the dark. First, one had to obtain a small stamp on the boarding pass (for what reason unclear, nothing was additionally checked) after that the cabin luggage had to be scanned again (was already scanned in SIN), suitcases had to be picked out and opened for another check (drugs?) with a cotton wool pad but without putting it in an analyser. Afterwards the suitcases were loaded. Finally at the gate the cabin luggage was scanned again. The experience on NAIA was absolutely stressful, to put it mild. The final question is: would we fly PAL again? First reaction: no, not likely.",True,A321 / A330,Couple Leisure,Business Class,Singapore to Melbourne via Manila,October 2022,2,3,"<span class=""star fill"">2</span>",1,3,,False,
"""booking a flight is painful""",1,2022-11-15,"Over the last 10 years my husband and/or me have flown PAL roundtrip from LAX to Manila about 20 times. Flights are generally good, mostly on time, great crew, lousy food. However, their website and booking/refund policies are the worst. Almost every time we fly, their website has a problem with my credit card, then we have to spend at least an hour to call them, find the reservation, verify everything, then pay over the phone. This week I tried to book a flight, credit card rejected 4 times (Southwest Airlines VISA card with $35K credit limit that I charge everything to without issues), called, and by time we got through all the preliminary stuff the low rate I had online was gone. So we had to choose between changing my wife's family time by a day, or pay a higher fare. I have fought with customer service repeatedly over these issues to no avail. The last time this happened the customer service agent said this is a known problem and they are working on it. Really? For 9 years? I had to cancel a flight during COVID, waited 5 months for refund. Then they never fully refunded the extra charge for a good seat. BTW, now all of their aisle seats are a $20 surcharge. I have had cases where I tried to book the flight online, credit card rejected, I call, the first person finds the reservation and confirms everything, then I get transferred to another person who has to confirm everything again, then takes my credit card info and processes it, then transferred to a 3rd person who has to confirm everything again and does the seat assignments. On any other airline you can do this online in 10 minutes or less, no problem. Maybe the extra customer service expense is part of why they're in bankruptcy. Bottom line, flights are OK, booking a flight is painful, and the only reason we fly PAL is they are the only airline with direct flights from LA to Manila. If you plan to fly PAL, plan on the time the time you save by flying direct to be wasted on the phone. Watch your blood pressure!",True,,Couple Leisure,Economy Class,Los Angeles to Manila,April 2022,,,,,3,,False,
"""Avoid this airline""",1,2022-11-14,"The only airline that provides a direct flight to and from the Philippines with a caveat, Avoid this airline as much as possible. They will cancel and reschedule your flight with the reason of “changes in operational system” 2 days before your flight just through email notification, will not compensate you for such inconvenience but they are easy to charge you for changes on seat and request to reschedule your flight. They do not trust the security that you go through prior to reaching the main boarding gate they will make you go through another pat down security while waiting for your boarding. Two hrs before the flight this security check will happen and you are not allowed to bring drinks in flight at all and even after going through security, If you decided to go to the bathroom after the boarding gate security check you are you will have to get scan again and patted down again. I ask the reason for another security the only answer they give is you are in the Philippines and because its a direct flight which is not a logical reason. In short be ready to get dehydrated and develop some bladder issue when your flying Philippine airlines. if you want to avoid the hassle of their illogical security system and untrustworthy flight schedule i say do not book Philippines airlines for your trip to and from the Philippines.",True,,Solo Leisure,Economy Class,Manila to San Francisco,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""not book with this airline again""",1,2022-11-14,"Not Verified |  Very bad service. Flight was booked for 10:30pm so I tried to check in online 24hrs before my flight. I called the airline as I was having trouble online and spent 3 hours on the phone with the service agent who was not helpful at all. Finally was able to book my seat as well as my elderly parents at 1am and when I woke up the next morning, not only was the flight cancelled but the seats that been booked were taken. Upon calling another service agent, I was told that my seats as well as my parents' seats were given away. It took another 3 hours to solve this issue. My flight was rebooked for the next day at the same time so again I attempted to check in online only to find out after several attempts that I cannot check in online because my parents' require special services. No where on their website did it state this, the only message that kept popping up when trying to check in said ""Error. Unable to check in"" without stating what the error was. A quick google search is how I found out that i would need to check in at the airport. 0/10 would not book with this airline again. Their online booking system is not user friendly and so difficult to navigate, and their service agents on the phone have no idea what their talking about when assisting their customers. My 24 year old daughter seems to know more about how to check in and book seats than Philippine Airlines' own employees.",False,,Family Leisure,Economy Class,Canada to Philippines,November 2022,3,3,"<span class=""star fill"">3</span>",1,1,,False,3
"""flights were changed twice""",4,2022-11-13,"The original flights I paid for for our return trip from Cebu to Manila and onto Hanoi were changed twice by Philippine Airlines. They gave us much later flights than we had originally booked. They sent the new flight times by email without any consultation or my permission. Subsequently we had much longer connecting times and one flight ended up at 2.40 am. One other flight change would have got us into Manila after our connection had already taken off. Had to go into ticket office twice to understand what was going on. In short, I would not have bought the tickets if I had known we had to fly at those times.",True,,Couple Leisure,Economy Class,Hanoi to Manila,November 2022,4,4,,4,2,,False,
"""I recommend avoiding them""",3,2022-11-07,"They delayed my flight a total of 3 times, 2 of wich were without notice, and caused me to miss a connecting flight, I had to wait for 5 extra hours on the airport and they were extremely slow in the handling of the baggage too, making me fear they had lost my bags because they weren't even sure where they had put them. the cheap price is not worth the hassle and I recommend avoiding them if you have any connecting flights",True,,Solo Leisure,Economy Class,Manila via Los Angeles,November 2022,3,3,"<span class=""star fill"">3</span>",1,3,,False,
"""they do not clean or maintain the toilets""",4,2022-11-06,"I regularly go to PI on business trips 2x a year. Due to my bad experience in the past with PAL I have been taking KAL, JAL etc. This time being post Covid I decided to go with PAL being familiar with Covid rules in PI. I also wanted to find out if the airline has changed thru the years in customer service. To my surprise it did not, the flight attendants were not polite bordering to being rude. I have to go to the galley to get a glass of water or drink. The attendants almost throw the food tray at your table with out any concern (repeatedly}. I have this weird feeling as if they don't like their job or you are just a nobody because you are in economy class. They seem to answer your questions in disgust that I refrain from asking them any question (I am a polite person especially to service personnel). They (attendants) congregate at the galleys talking about personal life half the time which reminds me of the SM sales people in Manila. They do not pick up things people drop at the aisle which makes the plane look trashy. Lastly, they do not clean or maintain the toilets - very disgusting. Out of the whole crew I only find 1 or 2 that is amiable or polite. This review is for people thinking of flying PAL in the future only because PAL management do not read reviews or customer complaints as they do in the West.",True,,Business,Economy Class,Manila to Los Angeles,October 2022,2,1,"<span class=""star fill"">1</span>",4,1,,False,1
"""be prepared to go to baggage claim""",1,2022-11-04,"Davao to Manila. If you have a connecting flight through Manila, be prepared to go to the baggage claim to fetch your luggage. They may open it and swab the inside before it is transfered to your connecting flight. You will then walk a very long walk looking for your gate that may be changed - not to mention going through three more x-rays, security checks. And standing in line for a very long time until the checkers decide to start allowing everyone to go through.",True,,Solo Leisure,Economy Class,Davao to San Francisco via Manila,November 2022,3,3,,1,3,,False,
"""refused to give bassinet""",1,2022-11-04,"I travelled from Philippines to Melbourne with two kids ( son 2 yrs old and daughter 6 months old) on Sept 22, 2022.  Philippine Airlines ground staff refused to give bassinet for my daughter even when bassinet request was mentioned on my ticket. How come they could not understand the risk as I was having my toddler son and 6 months old daughter who just started crawling? I was travelling alone with kids. It was such an impossible situation for me and when I told them I was given bassinet when I was travelling from Melbourne to Philippines with Philippines airlines on 27th July then ground staff said I dont have it on this craft (which is strange) but she can arrange If I am willing to upgrade my seat. I said its not fair but for the safety of my kids I will pay them. I think she got offended and said she cant upgrade my seat and after all this I was feeling so helpless. And then I realised they were already having bassinet on the aircraft and also there were few vacant seats as well. But they just did not want to help as I refused to upgrade my seat initially. I felt so humiliated. This was the worst feeling and I will never be able to forget this nightmare. When I asked one of the staff to help me with keeping my hand carry to top shelf as my height is short and I could not reach it. Staff is like okay show me try with me. When she saw me struggling with her own eyes then she pushes my bag.",True,,Family Leisure,Economy Class,Manila to Melbourne,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""Highly recommend this airline""",1,2022-11-03,"Not Verified | Pleasantly surprised. Staff were fantastic. Very accommodating. Food was ok. Comfortable seat, entertainment much better than Qantas. This was such a better experience than flying with Qantas. Highly recommend this airline",False,A330,Business,Economy Class,Sydney to Hong Kong via Manila,November 2022,4,5,"<span class=""star fill"">5</span>",5,5,,True,2
