header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""No customer support""",2,2022-10-08,"Not Verified |  We have taken two legged flight with this airline and first one departed with 1h delay and second leg is first postponed by one hour and then by two hour delay. Second leg was delayed by 3h in total so we missed the connection boat. No customer support, no explanation.",False,Boeing 737-800,Couple Leisure,Economy Class,Ujung Pandang to Sorong,October 2022,2,2,,1,1,,False,
"""bad experience with this company""",1,2022-09-03,"I wanted to alert other users of our bad experience with this company. In the absence of 15 days to fly, they have canceled the flight that we had reserved due to operational changes and we found all kinds of problems for the refund of the money that the tickets cost us. We have offered to be put on another airline but they tell us that they cannot do that. The response by mail is always through pre-written without giving a solution or refund. As we have been informed, this airline is canceling multiple flights, generating this problem for customers.",True,,Family Leisure,Economy Class,Jakarta to TMC - Tambolaka,September 2022,,,,,1,,False,
"""this company is total joke""",1,2020-03-22,"Absolute disaster. First after buying e-ticket I didnt received any confirmation or e-ticket. After few emails they send me my ticket. On the airport when my luggage was on the way to airplane some woman behind counter told her colleague that we can not fly to Sorong. No closer explanation and send us away. We came to Sriwinaya office on the airport. Again no closer explanation. She just showed me picture in her phone in Indonesian language. When I translated it by my self I found out Sorong airport is closed. They asked me if I want refund but when I told them: Ok make a refund she told me oh sorry I dont know how. You have to send email. So I send email but answer was ""You have to call us if you want cancel flight. So I called them 5 times. In last call they told me there will be 30 USD fee for transaction and also 15% fee for cancellation. Transaction time is 2-3 months. So I asked for some credit or maybe change date of flights but there is no other option. 15% fee and 30 USD fee is only option. For me this company is total joke.",True,,Couple Leisure,Economy Class,Bali to Sorong,March 2020,,,,1,1,,False,
"""Sriwijaya just don't care""",1,2020-02-01,"Sorong to Ambon. I bought a flight 2 months before the departure date, and they cancelled it just one week before, with just a simple email : your flight is cancelled. 2 weeks after, no news, no refund, nothing. In conclusion Sriwijaya just don't care, they take your money and keep it.",True,,Couple Leisure,Economy Class,Sorong to Ambon,January 2020,,,,,1,,False,
"""Stay away from this airline""",1,2019-11-14,Not Verified |  Siborong-Borong to Jakarta. Hotline of this one is almost impossible to reach. for 25 kg extra luggage from DTB airport to Jakarta they want 3.1 million IDR extra - more than for the original flight. if I prepay. I don't want to know how much it is when I am paying at the airport .. already cancelled the second flight with them and booked a flight with AirAsia. This was cheaper than to pay extra luggage. Stay away from this airline or just travel with max 15 kg checked-in luggage. We are doing 12 months world trip so not possible for us.,False,,Couple Leisure,Economy Class,Siborong-Borong to Jakarta,November 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""haven’t answered our request""",1,2019-10-10,We can’t believe that they have canceled the 2 trips we had with them. First to go to Borneo to Sorong and then to go from Sorong a Denpasar. They owe us more than 800€. They say they can pay up to 3 months later. But as today (2 weeks after the cancelation) they haven’t answered our request for a refund. They only want to refund one flight without the connecting ones.,True,,Couple Leisure,Economy Class,Sorong to Denpasar,October 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""clean and comfortable""",7,2019-08-23,"✅ Trip Verified |   
 
Sorong to Jayapura. Flight left almost on time. Aircraft clean and comfortable with friendly crew and many empty seats at the back. Inflight meal only a cup of water and a little breadroll.",True,,Solo Leisure,Economy Class,Sorong to Jayapura,August 2019,5,4,,4,4,,True,
"""Seats were comfortable""",7,2019-08-16,"Manado to Sorong. Flight left about 20 mins late. Seats were comfortable, with entire empty rows at the back. A very basic breakfast of water and a spongy bread roll served.",True,,Solo Leisure,Economy Class,Manado to Sorong,August 2019,5,5,,4,4,,True,
"""journey went smoothly""",9,2019-08-14,"Yogyakarta to Ternate via Makassar with Sriwijaya Air. Both legs of the journey went smoothly. No significant delays, comfortable seats and decent hot meals provided, with a 15 kg free checked-in luggage allowance.",True,,Solo Leisure,Economy Class,Yogyakarta to Ternate via Makassar,August 2019,4,5,,5,4,,True,
"""never fly with them again""",1,2019-07-10,"Sorong to Makassar. This company is an absolute joke and I will never fly with them again. They keep modifying the schedule without letting the travellers know. Ridiculously overpriced for a domestic flight in Indonesia. Same your time, money and sanity and fly with another company!",True,Boeing 737-800,Couple Leisure,Economy Class,Sorong to Makassar,July 2019,3,5,"<span class=""star fill"">1</span>",3,1,,False,1
"""recommend it""",10,2019-04-05,Jayapura to Jakarta. I've flown with Sriwijaya Air several times even before they're under Garuda Indonesia's maintenance. And I could feel the differences before and after the merging. I love their time management and of course their meals. I would fly again with Sriwijaya Air and recommend it to my family and friends,True,,Family Leisure,Economy Class,Jayapura to Jakarta,March 2019,5,5,"<span class=""star fill"">4</span>",4,5,,True,3
"""hows very poor management""",1,2019-02-01,"With less than 24 hours received a notification of change time of flight from 13.35 to 8.40 I tried to contact numoreous of time from noon till 8pm and still cant find answer to resolve my situation instead is either you take the condition or just refund attitude from the CS I think as customer if given reasonable reason e.g. whether condition, etc I can still accept it. But this is outregous the reason is 'rescheduled from HQ', that's it! Me as customer has to be the one cancelled my schedule work without clear reason. I feel this one of the most unfulfilling service experience a customer can get with the unprofesionalism (no call backs, I am the one who needs to call so many times to find out my status, but they did call once to 'inform'. And by the sound of it he is just a pity junior staff who cant answer anything - this shows very poor management, the call ended by promisiing I will be called back which 5 hours pass and no call backs). I wont recommend this airline at all!!",True,,Business,Economy Class,Bali to Jakarta,January 2019,3,4,,1,4,,False,
