header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""I highly recommend ZipAir""",9,2022-11-11,"It was my first time with ZipAir and I was a bit leery of flying so far with a budget airline, but it was an enjoyable experience. Off to a good start, the check-in was fast and efficient. I flew in Standard (economy) class with 3-3-3 seating, which was comfortable with adequate legroom. The basic fare is only for the seat, but I opted for the ""value"" package to get 23 kg checked baggage, seat selection plus a meal (pre-selected from a picture menu) and still saved about $500 over the fares of established airlines. Passengers are required to show their boarding pass during flight to verify the optional upgrade. The tasty meal came in a box on a tray, with just beef and rice next to bottled water. There was no salad, dessert nor other drink, But the free Wi-Fi connected to my smart phone allowed ordering drinks and snacks later, as well as compensating for having no seatback screen. The charming cabin attendants were very safety conscious, double-checking to make sure overhead bins were closed securely. ZipAir should be commended for creating a unique budget flying experience on lengthy international flights. Some earlier negative Skytrax reviews were based on unmet pandemic regulations and refund policies, not the flights themselves, Overall, I highly recommend ZipAir as an alternative to traditional carriers whose fares have skyrocketed on the HNL-NRT route since the pandemic, Just follow the their common sense rules and enjoy the money saved.",True,Boeing 787,Solo Leisure,Economy Class,Honolulu to Tokyo Narita,November 2022,4,5,"<span class=""star fill"">3</span>",5,5,,4,True
"""insist I paid for another 23kg of luggage""",5,2022-11-10,"Twenty years in the film distribution business and never once has an airline refused to allow me to hand carry movie posters in a tube until my first flight with Zipair from NRT-SIN on Nov 4th 2022. They said my poster tube exceeded the dimensions of their overhead compartment. They insist that I paid for another 23kg of check-in luggage when my check-in luggage was 19.5kg of 23kg and my hand carry was only 4.5kg of 7kg. It was very clear that they did not want to listen to my explanation that my luggage was under weight and the poster tube weighed under 2kg. They kept saying that it is company policy. The flight was less than 20% occupied. A Very empty flight. The overhead compartment would have easily contained my poster tube with plenty of space to spare. Poster paper measures 27inch width and 39inch height rolled into a poster tube (cardboard) 2 inches longer than the poster's width.  The cabin crew were unsmiling patrolling the aisles like the police. I found them annoying as they made their presence felt, too much and gave out that I am watching you feeling. And it's not like they were giving out water. You have to pay for it. My pre-paid inflight meal was not bad. The expensive wagyu beef bowl is available and they seemed to have stopped selling their normal beef bowl.(minus points here) Purchased a can of Suntory Premium Beer and Pringles. Paid with a credit card but had to type in my details on their tablet. Prices were reasonable but I had to self-type all the cc details, etc for it to happen. Cash is not accepted for inflight sales. Otherwise, the flight was smooth., cabin was clean (hardly any pax) Less rigidity and friendly cabin crew may improve business. Keep your current attitude and Scoot will benefit most with their flexibility and surprisingly professional and charming cabin crew on my SIN-NRT flight on the same trip. Both flight tix were bought using the airline official website.",True,Boeing 787,Solo Leisure,Economy Class,Tokyo Narita to Singapore,November 2022,5,3,,1,4,,2,False
"""had me pay a fee to take the luggage""",1,2022-10-30,"Horrible experience. They say that my luggage is too big for cabin, because it doesn’t fit a small box they had. But inside the airplane there was not only plenty of space but I’ve flown with the same suitcase carry-on for years. So they had me pay a fee to take the luggage to checked baggage. I asked them if they can make it cheaper if I take stuff out. I had 15kg. They said no, 6500 yen is the cheapest. Then I looked on the website and the cheapest was under 14kg with 5500 yen. I came to the airport 3h before departure and waited and waited at the gate. I saw then boarding two other destinations (Singapore and Bangkok) before they started with Los Angeles (my destination). I went there one hour before departure because I was worried. They said that the gates are closed and we can’t het checked in, I said I was there for 3h and not once did I hear them call the LAX flight.  They eventually let all of us in and we managed to get on the plane.  I just wanted the minimum amount of respect and professionalism when dealing with customers. If one of them complains, it’s maybe the customer who’s crazy. But when you have 3 passengers not checked in because they didn’t know where/when to do it, then there must be a problem with your system.  Thirdly, they didn’t offer us water as a free service on a 10h flight. You had to buy it.",True,,Solo Leisure,Economy Class,Tokyo Narita to Los Angeles,October 2022,3,4,,1,1,,,False
"""Very frustrating experience""",1,2022-10-15,Very frustrating experience. Does not allow connecting flights at Tokyo during the time of COVID restrictions and does not inform this when making the reservation online. This is not clearly stated and feels very deceptive. Do not fly this airline and pay for something reputable.,True,,Business,Economy Class,Bangkok to Tokyo,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""go with a reputable airline""",1,2022-09-23,"Los Angeles to Tokyo. DO NOT BOOK. There is a reason the flight costs are so low. They do not guarantee or stand by their brand. The airline would not allow us to fly due Japan restrictions and would not allow any re booking, credit or refund. Every single airline in COVID times, allowed options. They were difficult to speak with and only available via chat. Spend the extra money and go with a reputable airline.",True,,Family Leisure,Business Class,Los Angeles to Tokyo,June 2022,1,1,,1,1,,,False
"""hoping that he is able to get a refund""",1,2022-09-09,"My son, active duty military, had a connection in LAX to go back to Japan where he is stationed. His connection landed 2 hours prior to his flight on ZIPAIR, he was informed his bag had to be re-checked at their counter prior to going through customs to board his flight. There was no agent at the counter to check his bag or father his required documents, check him in and provide a boarding pass. After multiple conversations with airport help desks and ZIPAIR customer service we ultimately had to book a flight on a different airline in order to get him back to Japan timely. Now we are just hoping that he is able to get a refund from ZIPAIR. I would not recommend using them for any flight but if you do be prepared for pricy inconveniences and no customer service. If I could rate them a 0 I would",True,,Solo Leisure,Economy Class,Los Angeles to Tokyo,September 2022,,,,1,1,,,False
"""Be prepared for any inconvenience""",1,2022-08-26,"I bought a flight from Zipair in July. I will flight 24 of August from Singapore to japan, and take my new flight from Japan to Brazil in 28 of August. In 22 of August I went to a clinic in Singapore and I and my grandchild did the PCR test. In 23 of August in the evening I received a e-mail from Zipair saying that my flight was cancelled. One day before the flight departure. And the next flight available will be only 28 of August (same day that my flight from Emirates will leave Japan). So I had to buy a new ticket that cost four time more from another company and I had to do a new PCR express test that cost me 280SGD per person. Total 560SGD + 2.300SGD for a new ticket. When I asked for refund the first assistant told me that the Zipair will refund the PCR test too. But when I asked for a refund, the company refunded only the ticket value. Be prepared for any inconvenience as it is not a reliable company.",True,Dream Liner,Family Leisure,Economy Class,Singapore to Tokyo Narita,August 2022,,,,,1,,,False
"""had to buy another flight""",1,2022-08-17,"Was not informed of needing a PCR test so attempted to change flight but was not allowed nor was refund even considered and had to buy another flight. Was only refunded ""airport services fees"" but not the preflight charges paid for and never used which include seat charges, meal charges, and baggage charges. If non Japan resident, you are unable to purchase travel insurance nor is there a toll free number to speak to anyone from the airline; just an outsourced ISA in a non English/Japanese speaking country who does not care about customer retention. Have a magnifying glass handy when purchasing your ticket so you can read the fine print that is meant to benefit the airline and cheat the customer.",True,,Business,Economy Class,Honolulu to Tokyo Narita,August 2022,2,3,,1,1,,,False
"""I thought meals were included""",1,2022-08-03,"Asked to change to aisle seat denied at ticket counter and on plane even though they had several open available. When I booked ticket I didn’t know or see wHere I wanted to purchase meals, I thought meals were included. I said I would pay and I had to wait over an hour till they accommodated other passengers. Then I could buy only certain and few items.",True,,Solo Leisure,Economy Class,Bangkok to Los Angeles via Tokyo,August 2022,2,2,,1,1,,,False
"""they would refund me the tax”""",1,2022-07-29,"I got covid while visiting my brother for a wedding in Arizona. When I tried to reschedule my flight they refused, stating they would refund me the “tax” in 2 months time. I now have to spend another $500 for a new ticket on top of the $320 total for PCR tests.",True,,Couple Leisure,Economy Class,Los Angeles to Tokyo,July 2022,2,2,,2,1,,,False
