header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""food is relatively monotonous""",8,2022-10-12,"I lost my wallet before boarding, but thanks to the staff there I got it back - many Thanks! The plane is new, and the seats in economy class are well spaced, though I'm taller. The crew is very considerate to help with the luggage. The food is relatively monotonous but the portion is sufficient. I hope that it can be improved after the epidemic is over. The on-board WI-FI has no option for paid use, which is not very friendly to non-members.",True,Boeing 787,Solo Leisure,Economy Class,Guangzhou to London,October 2022,5,5,"<span class=""star fill"">4</span>",5,5,,3,True
"""airline service is good""",10,2022-10-08,"The ground service is awesome. A kind lady took me to choose my seat, helped me address my oversized luggage, and led me to the security check. the airline service is good too, almost everyone could get a blanket if they wanted. The next flight from Sydney to Perth, I even couldn’t get a blanket in the plane from Qantas.",True,,Solo Leisure,Economy Class,Guangzhou to Sydney,October 2022,4,5,"<span class=""star fill"">4</span>",5,4,,,True
"""cabin service should be enhanced""",8,2022-10-04,"I was almost late for checking in, like 7 mins left. The staff of China Southern were very friendly and enthusiastic and assisted me to handle the luggage check-in matters and helped me to get through all the procedure that needed for Covid-19 application. However, the cabin service should be enhanced, especially there are no socket and USB-plot on the aircraft A380, and no pillows and earphones are provided, which are necessities for international flight. Meanwhile, the crew members should smile more when they work. Hopefully they can attach more importance on these aspects.",True,A380-800,Solo Leisure,Economy Class,Guangzhou to Los Angeles,September 2022,3,2,"<span class=""star fill"">2</span>",5,3,,,True
"""a great flying experience""",9,2022-09-30,"China Southern Airlines gave me a great flying experience. The staff was serious and responsible throughout the whole journey. Since I had a lot of luggage, the staff helped me carry my luggage and assisted me with the security check. I will continue to support China Southern Airlines.",True,,Solo Leisure,Economy Class,Guangzhou to Toronto,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,,True
"""The trip was very pleasant""",10,2022-09-29,"The trip was very pleasant with China Southern Airlines, staff was very warm, friendly and patient.  The staff assisted me with the security check All in all, it was a very good and memorable trip and I will choose China Southern Airlines again in the future.",True,,Family Leisure,Economy Class,Guangzhou to Toronto,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,3,True
"""seats on the plane are very comfortable""",9,2022-09-28,"Although their flights decreased a lot due to the epidemic, it had no impact on their quality service. Maybe there are fewer flights and fewer people at the airport, but the staff at the check-in counter are more careful than before. Boarding is also very smooth. The seats on the plane are very comfortable. The greetings from the flight attendants make me feel great!",True,A330,Business,Economy Class,GuangZhou to Tokyo,September 2022,4,5,"<span class=""star fill"">5</span>",5,5,,,True
"""service was very comprehensive""",9,2022-09-21,"Guangzhou to Tokyo. Guangzhou is the headquarters of their company, so there are many self-service check-in equipment at the airport. Although they are unavailable due to the epidemic, their staff are very professional. The check-in counter does not have a long queuing time. The meals on the plane are simple, even it is only a four hour flight time, But the flight attendants provided me with blankets and slippers, the service was very comprehensive.",True,A330,Business,Economy Class,GuangZhou to Tokyo,September 2022,4,5,"<span class=""star fill"">4</span>",5,4,,4,True
"""professional ground staff""",9,2022-09-18,"I booked flight tickets from Guangzhou to London 4 times with different airlines and all of them were canceled for different reasons. It's not easy to travel everywhere you want from China in the current situation. This was the fifth time I had bought a ticket to London and I was looking forward to my trip. But on the morning of the day of the flight, I received a call that I would not be able to board the flight due to capacity restrictions at London airport. During the following ten hours, I was told to wait for the phone call and someone would help me with this problem. I was really desperate until my friend suggested I go to the airport directly and ask the ground staff to see if there is a better solution. So I arrived at the airport 6 hours before my flight left. I talked to the check-in desk manager who talked to me so warm and very kind and my hope was relighted by him. After he knew my situation, he did not make me wait and just try to help me to find a way to get on the flight. He told me that if any other passenger cancel the trip, I could take place the seat of the flight as a standby passenger. And he kept my phone number and told me he would contact me as long as he get any news. Half an hour later, I went back to his counter and he told me that I was very lucky that a passenger canceled the ticket and I was able to get on the plane. Then he have done my boarding pass very soon and showed me where to go for security just within 5 minutes. I was so appreciative that everything this manager did. Now I have arrived in London and I am very grateful met such a professional ground staff. With his help, I saved time and plenty of money to rebook flight tickets.",True,Boeing 787,Solo Leisure,Economy Class,Guangzhou to London,September 2022,4,5,"<span class=""star fill"">4</span>",5,5,,,True
"""I appreciate the staff help""",10,2022-09-16,"I booked a flight from Guangzhou to London on 14 September 2022. On the morning of 14 September, I received a call that my seat had been canceled. I was so angry and confused, so I went to the airport after I got the call. I arrived at the airport and spoke to the duty manager at the check-in desk. I was told that there were 4 passengers who have the same problem as me and he could help me to see if anyone cancel his seat before the departure so that I could get on the flight. I was so lucky that someone canceled the tickets and I successfully boarded the flight. I appreciate the staff help.",True,Boeing 787,Solo Leisure,Economy Class,Guangzhou to London,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,4,True
"""handled the upgrade at the counter""",9,2022-09-15,"This is my first trip since covid-19. In order to make the trip more comfortable, I handled the upgrade at the counter. The price is very favorable. The staff are also very professional and they also provide a lounge. There are hot food and drinks in the lounge. The service, food and drink on board were also excellent. After arriving at Incheon Airport, the helpful staff came to talk with us and told me the entry precautions. There was no problem with customs and immigration.",True,,Solo Leisure,Business Class,Guangzhou to Seoul,September 2022,4,4,"<span class=""star fill"">4</span>",5,4,,,True
"""comfortable with no surprise""",9,2022-09-12,The ground staff of China Southern Airlines was very friendly and helpful. They made the process nice and smooth for us from arriving at the airport to terminal. The check-in staff patiently clear instructions on where to go after passing security and all our check-in luggages were properly handled. We were on the second level on the aircraft and the journey in air was comfortable with no surprise.,True,A380,Couple Leisure,Business Class,Guangzhou to Los Angeles,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,,True
"""staff helped me with hospitality""",10,2022-09-10,"Had some sampling time limit issues with my nucleic report, staff helped me with hospitality and contacted the Myanmar staff several times to make sure I will have a smooth inbound experience in Myanmar. thanks a lot.",True,A330,Business,Economy Class,Guangzhou to Yangon ,September 2022,5,5,,5,5,,,True
China Southern Airlines customer review,10,2022-09-06,"The travel information during the epidemic is quite complicated. I would like to thank the staff for helping me double-check the information to ensure this trip. In addition, taking this flight, you can clearly feel the seriousness of China Southern Airlines in epidemic prevention and control. It is commendable that the passengers can strictly enforce the safety distance of one meter during the queue and be very responsible to the passengers.",True,,Family Leisure,Economy Class,Guangzhou to Phnom Penh,September 2022,5,5,"<span class=""star fill"">5</span>",5,5,,,True
"""appreciated your sincere service""",9,2022-08-31,"This is the first business trip after Covid to the USA, I have 2 luggage, and one is overweight and only charged to LA. But my next stop after LA is Chicago, and I asked the counter of China Southern Airlines. The staff advise me to leverage the luggage in case the trouble might raised in Chicago airport and helped me to issue the LA to Chicago ticket.  Very appreciated your sincere service and wish you all the best.",True,,Business,Economy Class,Guangzhou to Los Angeles,August 2022,4,4,"<span class=""star fill"">4</span>",5,4,,,True
"""has been a wonderful experience""",9,2022-08-28,"Not Verified |  Flying with China Southern Airlines has been a wonderful experience, I had a last minute upgrade from economy class to business class at Baiyun airport and the staff are very helpful in the upgrading process. The VIP lounge for China Southern Airlines in Baiyun airport is one of the best lounges in China as they provide private washrooms so I can take a shower and refresh myself before the flight. The attendants on board are very welcoming and the facilities on plane is quite new. We landed on time without delays.",False,Boeing 787-9,Solo Leisure,Business Class,Guangzhou to London,August 2022,5,5,"<span class=""star fill"">4</span>",5,4,,,True
"""crew provided good service""",8,2022-08-15,"My first experience of business class with China Southern Airlines. Overall is pretty good, the A380 is a little bit outdated, but the crew provided good service. Looking forward to see 777 or 787 fly this route.",True,A380,Solo Leisure,Business Class,Guangzhou to Los Angeles,July 2022,5,4,"<span class=""star fill"">3</span>",5,4,,,True
"""upgraded my cabin at a low price""",9,2022-08-03,"The cabin crew is great. I am a student from China to study abroad, and the crew at the airport upgraded my cabin at a low price, which is pretty good. The services are wonderful not only at the airport but also on the plane. I’ll choose China Southern Airline the next time.",True,,Solo Leisure,Business Class,Guangzhou to Singapore,August 2022,5,5,"<span class=""star fill"">4</span>",5,5,,,True
"""an incredible journey""",10,2022-07-27,"It's an incredible journey. Whether it's from getting a boarding pass to checking in your luggage or talking about the excellent service of the flight attendants on the plane, it makes you feel good. If there is a trip next time, I will continue to choose China Southern Airlines.",True,,Solo Leisure,Business Class,Guangzhou to Toronto,July 2022,5,5,"<span class=""star fill"">5</span>",5,5,,,True
"""I am very grateful for this""",9,2022-07-14,"Not Verified |  I forgot my passport in my seat after the first leg from Chengdu to Guangzhou Airport due to my own negligence and only realised I had lost it when I arrived at the international counter to check in abroad. The staff were very attentive and patient in calming me down, and they were able to locate my passport and confirm that it was mine in just 20 minutes. As the cabin was about to close, the staff reduced the process to ensure that everything was normal, allowing me to successfully take my flight. I am very grateful for this.",False,Boeing 787,Solo Leisure,Economy Class,Chengdu to Auckland via Guangzhou,July 2022,5,4,"<span class=""star fill"">4</span>",5,5,,3,True
"""patiently helped us for nearly two hours""",10,2022-05-31,"Our family took flight cz305 from Guangzhou to Auckland of New Zealand on the evening of April 30. Due to my personal negligence, I forgot to apply for an international travel health code. However, the ground staff who checked in our luggage that day patiently helped us for nearly two hours, and finally successfully boarded the plane. Here, I would like to thank the ground staff who helped us. Thank them so much!",True,Boeing 787,Family Leisure,Economy Class,GuangZhou to Auckland,May 2022,5,5,"<span class=""star fill"">5</span>",5,4,,,True
"""comfortable and happy on this flight""",10,2022-04-11,"I would like to thank the crew and staff for their warm service, I felt very comfortable and happy on this flight. I arrived safely in Sydney on the 30th of March 2022. Everything went smoothly during the departure preparation process at Baiyun Airport such as check-in and baggage check-in.  I was impressed by the seriousness and enthusiasm of the crew on this flight and would consider choosing China Southern Airlines again if I had the chance.",True,,Solo Leisure,Economy Class,Guangzhou to Sydney,March 2022,5,5,"<span class=""star fill"">5</span>",5,5,,2,True
"""Very attentive staff at airport""",10,2022-03-24,"Very attentive staff at airport check in and the cabin staff. Exceptionally clean surroundings and up to date equipment for entertainment etc. Meal service was polite and quick with plenty of good, tasty food. I would happily fly this airline again and recommend it. I would like to thank the airport information worker who gave me vital information and advice about necessary travel preparations, and PRC test requirements before my journey, without her support, it would have been very stressful days.",True,,Solo Leisure,Economy Class,Guangzhou to Auckland,March 2022,2,5,"<span class=""star fill"">5</span>",5,5,,,True
