header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""lack of customer service""",1,2022-11-21,"This is the worst airline company ever. Unprofessional all the way.  They closed our flight check in 1:45mins ahead of departure, and about 10 customers missed their flight although they technically had lots of time to check in. Worse than a lack of customer service.",True,,Family Leisure,Economy Class,New York to Paris,November 2022,,,,1,1,,False,
"""close check in 1h 30m before departure""",1,2022-11-16,"I arrived at the airport 1h 30m before my flight to check in. It will not allow you to check in online. So I went towards the security representative who tells me to head to the kiosk to check in and to see him after and that too does not work, I turn around he is gone. I think nothing of it and start heading to the counter & they quickly tell me I cannot check in because I need a stamp on my passport from security? The security guy who instead of stamping me just leaves because apparently they close check in 1h 30m before departure. That makes no sense. They will take your money, close the desk and leave the customer service around to charge you to rebook. Sometimes the allure of a cheap ticket isn’t all that it’s pent up to be.",True,,Solo Leisure,Economy Class,New York to Paris,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""never recommend anyone fly French Bee""",1,2022-10-08,"This airline is a scam. While the initial ticket price may lure you in, what you will pay in arbitrary fees, or even if you want a beverage other than water on board, just spend the money and fly an actual airline. The ""customer service"" agents at Orly are by far the rudest, most unhelpful airline employees I have ever encountered. While trying to speak or ask a question, they rudely turned away while repeating ""no"" over you while you tried to speak. As part of a group of 10+ passengers which all ""missed our flight"" due to arriving 90 minutes before the flight (never specified on any French Bee booking information) we were provided with snarky responses from the French Bee customer service team such as ""just leave your luggage at the airport .. but that's illegal"" or ""you all did this to yourselves"". They refused to provide written documentation of the rebooking of the flight, or itemized list of fees for rebooking. On board, I have never been more cramped on a flight, the food was awful with only the option of water with meal (even if you paid for a meal). The bathroom sink was clogged about 5 hours into the flight. I would never recommend anyone fly French Bee for any reason. Spend the extra money and fly a reputable airline.",True,,Solo Leisure,Economy Class,Paris to Newark,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""recommend and fly with them again""",8,2022-09-28,"I feel bad that French Bee has so many negative reviews, so I figured I would leave one to balance out the negative reviews and give a more accurate representation of this airline. I overall thought the airline was great and I would definitely fly again, considering the price. My only two complaints are the seats are so tight, that if my hips were any wider, I wouldn't fit. The seat type I was in wouldn't allow you to lift the arm rest for more room. If you weigh more than like 220 pounds, ouch. The boarding process is also a bit chaotic. I appreciate that they board the plane back to front, but everyone gathers and crowds to get there to hear them call out the rows to board. Then its a mad rush of everyone rushing to get on board. Other than that, I found the flight attendants friendly, the plane is very clean and has a small but decent amount of entertainment options, bathrooms are clean, and for that price I would absolutely fly them again. I feel that the people complaining about not being able to check in an hour and a half early, are most likely those who are arriving last minute, so that's their own fault. International flights tell you three hours early, so to me that doesn't sound like a french bee problem, but a personal problem. So can't ding them there. As my flight wasn't cancelled I can't comment on the refund process. But I wouldn't shy away from booking with them. I was freaking myself out reading the reviews prior to my flight, but my actual experience was much better than I would expect. I would recommend and fly with them again.",True,,Couple Leisure,Premium Economy,Newark to Paris,September 2022,2,5,"<span class=""star fill"">4</span>",5,5,,True,4
"""urging me to book 2 flights""",1,2022-09-25,"On September 5th at check-in in Papeete the following situation occurred. An employee for Frenchbee, ended up urging me to book 2 flights out of the US. He insisted we defiance! B1/B2 visa for the USA does not have a connecting flight, he does not check in for the flight PPT-SFO We are not picked up by the airline without a booked onward flight as we only have one flight from PPT to SFO. As the immigration officer in the US later told me. Because the necessary booking could not be processed quickly enough, I had to try to show a second ticket for a connecting flight with an e-ticket number in good time.",True,A350,Couple Leisure,Economy Class,Papeete to San Francisco,September 2022,3,3,"<span class=""star fill"">2</span>",1,1,,False,
"""worst airline I’ve ever flown""",1,2022-09-23,"French bee is the worst airline I’ve ever flown with.  I was flying on my own, got stuck in traffic and arrived a hour and 25 minuets before. I was checked in online and exhausted. They refused to let me check in my bag claiming their policy to check in bags is a hour and half before. 5 minutes Late I said can you make a exception they said no and even 1 minuet late they don’t allow. No matter what your situation is. They get the worse customer service only 2 staff on site and I figured I can book my flight for that night I have a holiday the next day which I can’t fly on .. i waited for a good while they did not apologize and just said you can fly with no bags - I said so your proposing to leave it at airport ?I got no refund , and had to fly the next day for 1500 -  they don’t care at all about their customers and are really rude.",True,,Solo Leisure,Economy Class,Paris to Newark,September 2022,1,1,,1,1,,False,
"""personnel needs training big time""",3,2022-09-18,"Low-coster with very poor customer service. Tried to charge us for a stroller, when we boarded and the plane was delayed for an hour, would not let us use the restroom until the aircraft was in the air. The planes are somewhat new but personnel needs training big time",True,,Family Leisure,Economy Class,Newark to Paris,September 2022,3,3,"<span class=""star fill"">4</span>",1,3,,False,
"""Worst airline ever""",1,2022-09-17,"Worst airline ever! They had the best time and airport for a direct flight from San Francisco to Paris so I bought a direct flight end of June 2021 for a 9/18/21 departure. On 8/4/21 they canceled the flight. I was still emailing them in September to get my money back! I had to be proactive to do all the research on how to get reimbursed, had to call them then fill a form and email it to them and despite all that it took about 2 months for them to actually refund the cost of the tickets. I always get tempted to buy an SFO to orly French Bee flight since landing in Orly is convenient for where I'm going next, but it's just not worth the risk.",True,,Family Leisure,Economy Class,San Francisco to Paris Orly,October 2021,,,,,1,,False,
"""never recommend it to anyone""",1,2022-09-16,"I've had negative experiences before of course, but never one so appallingly awful that I felt the need to warn others. Their cheap prices lure you in, but it is not worth it. I was flying from Dublin to Los Angeles with a layover in Paris. Upon landing in Paris, I decided to check in online while waiting to pick up my luggage, before making my way over to the other terminal. Their system would not let me check in, as I needed to show proof of my US visa. Not thinking a whole lot of it, I made my way over to the other terminal in what I imagined to be great time. Arriving at the check-in kiosks more than 90 minutes before departure, it would not let me check in there either. Confused, I walked towards the check in counters with clerks, and met two groups of people who where having a back and forth with the clerks about not being able to get on the LA flight, as they were abruptly rolling down the shutters and closing the baggage belts.  I was confused. I knew I was there in great time. There was no way I could have missed this flight? Knowing what I was going to hear, I waited my turn and said I was there to check in for the LA flight. I was rudely pointed towards the customer service desk and told that I needed to book another flight. I looked towards the other groups of people and one guy said they were all equally confused. We walked over to the customer service desk together and met around 5/6 other people who had encountered the same situation. As we waited in line for help, more and more people who were supposed to be on the LA flight started to show up. Frustrated but unsurprised, the customer service representatives were incredibly rude, unhelpful and entitled. My options were, pay $400 + for a flight to San Francisco later that day and make my own way to LA from there, or pay $400 for a flight to LA the next day, and book a hotel in Paris for the night. Apparently check in closes exactly 90 minutes before departure. This wasn't made clear to me when booking, and clearly to the 20+ other people who were in the same boat as me. There was no one around and they easily could have checked us in. Aside from this, I was at the check-in desks more than 90 minutes before departure and I had previously tried to check in online! They wouldn't hear any of it. They wouldn't let me talk or explain the situation. The agents were the opposite of calm, and turned to shouting at and fighting with customers instead. I was absolutely flabbergasted. So I ended up sitting outside the airport like a bloody fool while my flight hadn't departed. There is no doubt that we all could have very easily got on that flight. I guess they make their money through having people pay for multiple flights though. There is always a catch with these low cost airlines. One guy had the exact same thing happen to him two days in a row, so he had to book three flights through them just to get back to LA. The lady ""helping him"" simply mocked him and went off when he mentioned her customer service skills. So all in all, I ended up paying more than double the price of what I originally paid. For this, I could have flown with a reputable airline where I wouldn't have been squashed in a seat like a sardine where you have to pay to get a cup of water. I will never fly French Bee again and I will never recommend it to anyone.",True,,Solo Leisure,Economy Class,Paris to Los Angeles,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""fly a different airline""",1,2022-09-15,It’s absolutely worth any difference in fare price to fly a different airline. Today I got an email that my flight was canceled and that the only option was a flight a week later. I’ve tried to call over a dozen times today and been disconnected each time. I gave my direct telephone number to call me back with the agent after being cut off the first two times and never got a call back. They won’t confirm a new flight even on their website unless I buy a new ticket. Just needed up buying a return ticket on another airline. The worst air travel experience ever. Still have not received any response from them.,True,,Couple Leisure,Economy Class,Paris to Los Angeles ,August 2022,,,,1,1,,False,
