header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""deception, lies and lack of communication""",1,2022-10-30,"I will forever regret not treating the bad reviews seriously before traveling with Air Cairo. Their flight from Hurghada to Prague turned out to be by far the worst traveling experience of my life. First problems arose when we were notified in Hurghada that our flight was delayed by five hours. I discovered on flightradar24.com that the reason for the delay was the plane having been diverted to Skopje on a flight from Hurghada to Belgrade earlier that day. This was our first warning sign, foreshadowing what was to come next. When we finally took off and headed to Prague, the captain announced that our flight was diverted to Leipzig, Germany due to ""bad weather"" in Prague. The crew also told us that no planes were allowed to land in Prague for this reason whatsoever. When we confronted them with the fact that we were the only plane being diverted, they suddenly changed their story and claimed that our aircraft was not suitable for landing in low visibility. When we proved this to be a lie as well, they changed their story once more and told us that the pilots were inexperienced and therefore not trained for landing in foggy weather. What the real reason for the diversion was and how their side of the story would have developed had we pushed on them further, I have no idea. When we were finally allowed to leave the aircraft in Leipzig, we received no information about future plans whatsoever and the crew simply went to bed. The staff at Leipzig Airport were unable to help us either since the only people who knew at least something about our situation were asleep. At least that is what they said. Furthermore, they denied us access to our check-in luggage in spite of some passengers being in urgent need of their medication. On the plus side, Leipzig Airport provided us with beds and blankets to survive the night, for which we were thankful. Air Cairo, on the other hand, did nothing. The following morning was a disaster as well. A substitute flight from Leipzig to Prague was scheduled first for 5:30am, then for 11:00am. However, we still had no specific information as the airport staff was unable to reach the crew and the management of Air Cairo refused to communicate with us. The airport staff claimed that the only thing for which we were waiting was the crew, who were asleep at the hotel. Yet when the management of Air Cairo finally started answering our questions, they told us that the crew were already waiting at the hotel in their uniforms, not knowing themselves why they were not able to fly. What was the reason for the waiting, then? Were we waiting for the fog in Prague to disappear? We had no idea because no one bothered to tell us. After many hours of stressful waiting, during which we were again given misinformation multiple times and several passengers burst into tears, the crew finally arrived with no further explanation at 12:45pm and we took off at 1:30pm. To sum up, our landing in Prague was delayed by 20 hours. There are, however, two aspects of our situation that are most annoying. Firstly, it was argued that our issues were caused by fog. Yet we were the only plane on that day which had this problem and dozens of other aircraft were perfectly capable of taking off and landing in Prague. The problem was therefore clearly on the side of the airline and their pilots. And secondly, what I consider even more disgraceful was the arrogance with which the airline treated us and all their deception, lies and lack of communication.",True,A320-214,Solo Leisure,Economy Class,Hurghada to Prague,October 2022,5,1,,5,1,,False,
"""The worst service ever""",1,2021-11-17,The worst service ever. After I paid for my tickets on their official website I got shocked in the airport that they didn't list my name in the list of passengers nor 10 other passengers. While the economy seats were all booked by other passengers already. Moreover they refused to upgrade our seats to business class although it was available and we didn't catch the flight. After many calls the company finally told me to go to another terminal to catch another flight after 4 hours of my original booking. Very unprofessional.,True,,Family Leisure,Economy Class,Cairo to Aswan,November 2021,1,1,,1,2,,False,
"""Delay of more than 4 hours""",4,2019-10-22,Aswan to Cairo. Delay of more than 4 hours without any representative available to apologise or communicate any details. When buses were taking passengers to the flight they started asking if anyone like to have a snack in order to reduce cost clients around losing sightseeing tours and connections without anyone to care even apologize through airport public announcement.,True,,Business,Economy Class,Aswan to Cairo,October 2019,2,3,,1,3,,False,
"""seats extremely uncomfortable""",4,2019-08-11,"Not Verified |  Warsaw to Marsa Alam. Although the flights weren’t delayed, I had a bad experience. The staff wasn’t friendly. The planes are old and worn, which makes the seats extremely uncomfortable. Legroom doesn’t exist. Food was terrible. It’s not a good airline",False,A320,Family Leisure,Economy Class,Warsaw to Marsa Alam,August 2019,1,1,,2,3,,False,
"""was delayed 5.5 hours""",1,2018-04-19,"The flights of Air Cairo starting from Hurghada were all delayed apart from one national flight. Our flight was marked ""delayed"" without any further information. Boarding started 5 min before the estimated departure. Passengers were driven to the Aircraft by bus and had to wait in the bus for 15 min. Then the bus drove back to the gate without any information and there was no staff at the gate. Passengers had to wait for almost 4 hours until boarding started again. Again no official information. The flight was redirected to Cologne instead of Dusseldorf. Therefore there a bus transfer to Dusseldorf was offered, which took a lot of time again. In total the arrival in Dusseldorf was delayed 5.5 hours and the only information we got was unofficial: A passenger said the pilot told him, the airline has failed to get a landing permission for the aircraft in Dusseldorf.",True,Boeing 737-800,Couple Leisure,Economy Class,Hurghada to Dusseldorf,April 2018,1,2,,1,1,,False,
"""both flights were comfortable""",10,2017-07-02,"✅ Verified Review |  
I had a fantastic week of holidays in Hurghada and to review a hotel is a must but I also think it is very important to acknowledge the airline which makes it all happen by bringing you over and back in safety. I flew with Air Cairo for the first time there and back after a week and both flights were comfortable and I felt very welcomed. The staff both on the flight on 24 June (Prague to Hurghada) as well as on 1 July (Hurghada to Prague) were friendly, smiley and professional. At one point there was strong turbulence and the staff were supportive. Next time I fly to Egypt I will go for Air Cairo.",False,A320,Solo Leisure,Economy Class,Hurghada to Prague,July 2017,4,5,,3,5,,True,
"""cheap low profile airline""",1,2017-05-23,✅ Verified Review |  Doha to Alexandria. Flight cancellation without notification and a very rude attitude On the 13th May I had a flight from Doha to Alexandria Borg El Arab airport at 11:30 pm (Doha time). I was travelling with my 1 year old baby. I was in the airport at 9 pm and check for our counter station but couldn’t find the flight and it was scheduled. I started visiting travel and info offices at the airport to check the flight but they told me it is not registered on the airport screens as it is not scheduled in the first place and they guided me to visit the airlines offices next day at Ras Abou Abboud Street at 8am. I was shocked as I had to return back to my office next day. I spent the night in Doha and next morning and they refused to book me daytime and insisted to travel on the same time 11:30 pm on another airline after a two hours debate The country manager of the airline was very rude and had a terrible attitude and didn’t even bother to be a good marketer for his company and was upset to book another flight. This is a cheap low profile airline.,False,,Family Leisure,Economy Class,Doha to Alexandria,May 2017,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""crew friendly and professional""",10,2016-07-15,"✅ Verified Review | Dusseldorf to Hurghada with Air Cairo. The crew were friendly and professional, they even offered me 2 meals as I was so hungry. The flight had no turbulence and we reached Hurghada safely and on time. Great experience. Compared to the german company I flew back with the staff with Air Cairo was way more friendly and offered more food and drinks free of charge.",False,,Solo Leisure,Economy Class,DUS to HRG,June 2016,4,5,"<span class=""star fill"">3</span>",5,5,,True,
Air Cairo customer review,7,2009-12-07,Istanbul to Sharm El Sheikh and Cairo to Istanbul: The planes were new clean Airbus 320. They didn't serve us a hot meal only refreshments (butter cookies and a drink). Even the flights have been delayed for 2 hours on both ways I recommend Air Cairo.,False,,,,,,,,,,,,False,
Air Cairo customer review,8,2009-03-17,This airline made a lot of improvements : new aircraft good crew hot meals - no problem at all during flight.,False,,,,,,,,,,,,False,
