header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""a very pleasant experience""",10,2019-05-13,"Singapore to Thandwe via Yangon with Myanmar National Airlines. This was a very pleasant experience. All flights ahead of time, great service and food, super friendly flight attendants. Both, the domestic and international terminals in Yangon are modern and well organized. Overall, highly recommended!",True,Boeing 738 / ATR72,Solo Leisure,Economy Class,Singapore to Thandwe via Yangon,May 2019,4,5,,4,4,,True,
"""I had an excellent flight""",8,2019-03-21,"Yangon to Heho with Myanmar National Airlines. Booked a flight with them for an hour flight for approx. 62 usd. Check-in had to be done via check-in counter for domestic flights, which was chaotic and slow as people did not really stay in line. Boarding was done by bus and should have happened at the exact same time as another flight to Loikaw, but our flight was already delayed by about 40 minutes. Boarding went quickly however and noticed that ground staff placed us at an emergency exit, lots of legroom. Flight itself was 40 minutes or so with a complimentary drink and snack service. Ordered coffee, received tea. My girlfriend ordered water, received sprite. Upon landing, walking to terminal where we received a passport control (domestic flight) and luggage was dropped in a room via windows. No belt available. Despite the delay, I had an excellent flight.",True,E190,Couple Leisure,Economy Class,Yangon to Heho,December 2018,5,3,,2,4,,True,
"""Quick, efficient, professional""",10,2018-12-28,"Loikaw to Yangon. Quick, efficient, professional, and smiling! It is enough to arrive at Loikaw airport 45 mins before departure, as the ground crew does a thorough check-in and control manually yet quickly. Plane slightly late landing, passengers and bags deplaned quickly, plane loaded and off we went in no time. During a flight of less than an hour we even got a small breakfast (2 sweet pastry) a hot and cold beverage, landed, deplaned and our bags arrived within minutes at the carousel. We even got a spectacular view of the mountains and winding rivers below in the morning sun. I do not remember when was the last time a flying experience was unhurried, non-stressful and enjoyable.",True,ATR-72,Couple Leisure,Economy Class,Loikaw to Yangon,December 2018,5,5,,5,5,,True,
"""schedule changed without notice""",1,2018-10-04,"Yangon to Mandalay. Aircraft type changed from Boeing 737 to E jet Flight time changed. (My last flight) In September, flight schedule changed without notice and so I have to buy new ticket with new airline. It seems they don’t have enough aircraft but sell the ticket. So they arrange the schedule accordingly. So not convenient, not recommended for the passengers with important or fixed schedule or travel.",True,E190,Business,Economy Class,Yangon to Mandalay,August 2018,3,3,,1,1,,False,
"""What a great airline""",9,2018-06-11,"The flight was about one hour and yet the flight attendants managed to hand out refresher towels, then they gave each passenger a snack box and on the the third service round, each passenger was given a drink. All this was done unhurried, with poise and a smile. Such an unexpected level of 5-star service. In addition, boarding was on-time, flight departed and arrived on time. What a great airline.",True,,Family Leisure,Economy Class,Yangon to Mandalay ,June 2018,4,5,,5,4,,True,
"""comfortable and enjoyable""",8,2017-12-26,"Heho to Yangon. The aircraft was pretty new and very clean. We have been greeted with a smile and the personnel was kind and professional. We have been served some basic breakfast, that for such a short flight was appreciated. Flight on time and overall very comfortable and enjoyable experience.",True,ATR72,Solo Leisure,Economy Class,Heho to Yangon,November 2017,4,5,,3,4,,True,
"""meal is great but simple""",10,2017-12-08,"Yangon to Mandalay. Lounge photo and In flight meal photo are added. We can access Lounge at Yangon International Airport for all Business Class traveler, variety of Breakfast. Lounge is located at the 3rd floor of Yangon International Airport Terminal 3 for domestic. In flight meal is great but simple because it is just a 1 hour short flight.",True,Boeing 737-800,Solo Leisure,Business Class,Yangon to Mandalay,November 2017,5,5,"<span class=""star fill"">5</span>",5,5,,True,5
"""staff was friendly""",10,2017-06-06,"✅ Verified Review |  Singapore to Yangon. I didn't know what to expect when I booked this flight, but I don't regret. The airplane was clean, staff was friendly and food was good. Also a lot of space for the legs, good entertainment and opportunity to charge phone/tablet. In the Emirates/Garuda league in my opinion.",False,,Solo Leisure,Economy Class,Singapore to Yangon,March 2017,5,5,"<span class=""star fill"">5</span>",5,5,,True,
"""much better than I was expecting""",10,2017-05-05,"✅ Verified Review |  Very happy with my trip, I flew from Bangkok to Mandalay on Christmas day. Flight was on time. Staff were polite and the aircraft was clean. The service is much better than I was expecting (snacks, free luggage) given the price and how bad and expensive low cost European flights have become. I would definitely recommend flying Myanmar National Airlines.",False,,Solo Leisure,Economy Class,Bankgok to Mandalay,December 2016,4,5,,4,3,,True,
"""a pleasant experience""",8,2017-02-05,"✅ Verified Review | Flew the quick 45 minute flight from Thandwe (Ngapali Beach) to Yangon with Myanmar National Airlines. New ATR 72-600, and it was a pleasant experience. As soon as cruising altitude was reached the flight attendants moved quickly down the 2-2 cabin with pastries, then returned to serve tea/coffee, with lollies during descent. Expensive for a short flight, but an enjoyable experience. After two domestic flights in Myanmar with two carriers, would have no problems recommending.",False,ATR 72-600,Couple Leisure,Economy Class,SNW to RNG,February 2017,4,5,"<span class=""star fill"">1</span>",2,2,,True,1
