header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""charge us for everything""",4,2022-11-20,"The staff was pleasant and the plane was clean. The price it was advertised as cheap but then you charge us for everything. Bags, carry on, food, drink. Then you don’t provide any entertainment. So you charge about $800 for a flight that you can’t even get a glass of water or a snack included. Then because of a layover you charge double for bags. The only nice thing was leaving from Stewart airport.",True,,Couple Leisure,Economy Class,Stansted to New York via Keflavik,November 2022,3,3,"<span class=""star fill"">1</span>",4,2,,1,False
"""ultimately, it’s not worth it""",1,2022-11-19,"Not Verified | I am not satisfied with Play. There are no self-service kiosks. I could not add my known traveler number. Play does not have an app for customers to receive real-time updates. Certainly, the inexpensive flights are attractive, but the airline is too inconvenient. So, ultimately, it’s not worth it.",False,,Couple Leisure,Economy Class,Baltimore to Keflavik,November 2022,2,4,,1,1,,,False
"""Not enough time between transfers""",2,2022-11-19,"Not enough time between transfers. They failed to take ""Boarding"" off the roster and I did not make it in time. This was because I was directed by an airport worker to go all the way to ""Arrivals"" between flights which was incorrect. By the time I got back the gate had closed 5 min before and they turned me and others away, telling us to go elsewhere and buy another ticket out. Ours were worthless and they were not willing to allow us on the plane, which was still being boarded on the tarmac. 40 min between two long international flights isn't practical. When I went to the help desk for Play, I was told I should have been able to make the flight and that all others had made it. When I told her that wasn't true, she stated again that I was. I reminded her I'm not deaf or blind, and that the very last person she had at her counter was there because she too missed this flight for the same reason. She told me she wasn't able to credit my ticket, so I moved ten feet down the line and bought one from Icelandic Air (way better than the other three flights I had on Play). I did the wrong thing by trying to go with an economical, new airline. It ended up costing me over $1,000 to correct this. Other things to mention is that they don't offer long layovers or open jaw flights. Too new for me, and I suggest you let them work out all their growing pains prior to flying with them. Pack some beverages because they don't even offer water. No gluten free food options, just candy so pack hard if you have dietary needs because there is NO TIME to eat between flights. No in-flight entertainment .",True,,Solo Leisure,Economy Class,Keflavik to Baltimore,November 2022,3,5,"<span class=""star fill"">1</span>",1,1,,,False
"""didn't smile nor wished us a nice flight""",8,2022-11-19,"Not Verified |  Plane and crew on board were really good, seats are comfortable. But I wonder if the crew at the airport knows about smiling, the 3 ladies we had to talk to (check in, and at the boarding door) didn't smile nor wished us a nice flight.",False,,Couple Leisure,Economy Class,Reykjvik to Paris,November 2022,5,5,"<span class=""star fill"">5</span>",2,5,,,True
"""This has been very discouraging to me """,4,2022-11-18,Not Verified |  I packed one personal belonging that was a backpack with wheels and a handle. The airline marked it as carry on charging me an extra fee. The same size bag from another person was marked as personal with no fee. I am very disappointed and disheartened by the discrimination. If you pack one bag for personal item then it should remain that way. I had no other items with me. This has been very discouraging to me and I will not use them again. I suggest you choose another airline!,False,,Couple Leisure,Economy Class,Boston to Keflavik ,November 2022,2,4,,4,2,,,False
"""I will use them again""",9,2022-11-15,"It's a low cost company really efficient. Airplane clean, cabin crew agreeable. Check in process clear and easy, self drop bags options practical. To sum up, I will use them again.",True,A320,Family Leisure,Economy Class,Barcelona to Keflavík,November 2022,3,4,,4,4,,,True
"""all the extra fees added""",2,2022-11-15,"The website was difficult to use for checking in. After I previously set up my account and input all of the required information for me and my family, I got a green checkmark for all 3 of us indicating our profile and information was complete. When I accessed my account later to check in, it said the information was incomplete! It took a long time to figure out that our country of residence (USA) that was previously entered was now missing and we had to enter it again after we thought we were cleared earlier when the reservation was made. The staff at the check in counter in Stuart Airport was unacceptably rude. Every single member of your flight attendant staff on your airplanes in both directions was outstanding.  Both aircraft were spotlessly clean. The seats on both flights lacked enough cushioning for a 5 to 6 hour flight. They were very uncomfortable compared to your competition. The low cost of your ticket prices initially caused us to select PLAY Airlines for our travel to Iceland. In the end when I checked out and paid for the tickets, I was surprised to see all the extra fees added to the ticket price. I suggest you include all of these extra fees in the ticket price so your customers know exactly what they are paying and don't feel swindled. I have flown over 1 million miles on United Airlines and I always receive a complimentary upgrade to Economy Plus, I can select my seat assignment free of charge, I am entitled to 1 free carry on in addition to my Personal item and I can check 2 bags that weigh up to 70lbs. each free of charge. These benefits are extended to anyone traveling with me on the same reservation. After paying for these things on PLAY including all the taxes, departure fees, etc, the price I ended up paying for each ticket was slightly less than I would have paid on United. Since I would have a movie screen with free movies, music at my seat and I would have received valuable mileage on my frequent flyer account on United, the slight savings for the PLAY tickets definitely was not the bargain I was expecting and not worthwhile. I realize that due to my extensive travel giving me my special privileges with United and Star Alliance partners, I am not a typical passenger. Having said that, unfortunately it is unlikely I will consider PLAY Airlines for any future travel to Iceland or Europe in the future for the above reasons.",True,,Family Leisure,Economy Class,Keflavik to New York Stewart,November 2022,1,5,,3,1,,,False
"""flight was very comfortable""",9,2022-11-14,"The flight was very comfortable. Seats were separated properly, and it had enough space to stretch my legs. Cabin crew was nice and helpful. Food and beverages prices onboard were more or less similar to other airlines. A compelling balance between quality and price.",True,,Solo Leisure,Economy Class,Keflavik to Madrid,November 2022,5,5,"<span class=""star fill"">3</span>",5,5,,,True
"""great flight and friendly staff""",8,2022-11-14,"No issues with delays, cancellations, got to Iceland quicker than expected. Reasonably priced and reasonably priced snacks/drinks for purchase. Overall great flight and friendly staff.",True,,Couple Leisure,Economy Class,Baltimore to Keflavik,November 2022,4,5,,5,5,,,True
"""crew attended to everyone's needs and were extremely pleasant""",10,2022-11-11,Not Verified |  This was my wife and I's first time flying abroad. The cabin was roomy. I am 6'3 and had enough leg room to remain seated for the entire 6 hour flight. The pilot was very informative and advised us to bad weather and turbulence. The crew attended to everyone's needs and were extremely pleasant. They made my wife and I feel comfortable and relaxed throughout the flight. I recommend PLAY Airlines if you're traveling abroad.,False,,Couple Leisure,Economy Class,Baltimore to Paris,November 2022,5,5,,5,5,,,True
