header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""little to complain about"" ",8,2022-10-04,"Pleasantly surprised with my 1 1/2 hour trip from New Dehli to Katmandu. No issues, Left just a few mins late. Would have arrived on time, but thunderstorms in Kathmandu forced us to hold for 20 mins in the air. Staff were pleasant and a full meal was served. Decent value, with little to complain about. Would use again.",True,,Solo Leisure,Economy Class,Delhi to Kathmandu,October 2022,3,4,"<span class=""star fill"">2</span>",4,4,,True,
"""Hospitality was great from your staff""",7,2021-04-12,"I had heard lots about this airline. Somehow they were able to justify their services. Sanitation and cleanliness were lacking, they need to bring this matter to their attention. Hospitality was great from your staff.",True,,Solo Leisure,Economy Class,Kathmandu to Dubai,March 2021,3,4,"<span class=""star fill"">3</span>",4,3,,True,2
"""overall it was great""",6,2020-02-01,"Not Verified |  Hong Kong to Kathmandu. The food of Nepal Airlines was the best. The entertainment was average and even the seat, but overall it was great! There was no delays which was great.",False,A320,Family Leisure,Economy Class,Hong Kong to Kathmandu,August 2019,4,5,"<span class=""star fill"">2</span>",5,4,,True,1
"""regret to opt for this airline""",1,2019-12-30,"Kathmandu to Delhi. I regret to opt for this airline as the cost was cheap but they have a pathetic customer service. My flight got delayed and nobody from Nepal airlines told me about my delay.  I called the Cs team and she told me she did not call me as there was no local number? Why would a person who doesn't live in Nepal carry a local number while booking the flight? She later had a defence that she did not even have my email! I wonder how did she email me the tickets without having an email. All in all, i am wasting 6 hours at the airport because the airlines could not afford a international call. Your choice now.",True,,Business,Economy Class,Kathmandu to Delhi,December 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""delayed by over 5 hours""",1,2019-10-18,"✅ Trip Verified |  Kathmandu to Hong Kong. The flight is constantly delayed and is over price. The flight is 3-5 hours late. The previous time I took the flight which was delayed by over 5 hours and did not provide any good reason for it. The same this time, but the situation is  worse because we had to get to airport before 8 and the flight was supposedly should fly at 11:30, which did not happen. I wouldn’t mind if they gave a valid reason for why they are late, but yet again they give no reason to why they were delayed or even if they were aware of it.",True,RA409,Family Leisure,Economy Class,Kathmandu to Hong Kong,October 2019,1,1,"<span class=""star fill"">1</span>",1,1,,False,
"""usually never on time""",4,2019-10-16,Bangalore to Kathmandu. One of the worst airlines if you consider on time performance. They are usually never on time. On time is word which is not in their dictionary. They do not provide information about the delay on their website and surprisingly other flight tracking websites also do not reflect the actual time of this airline. Prepare to get delayed by 2-3 hours under normal circumstances. I have traveled Nepal Airlines more than 30 times and maybe once it was on time (yes I was surprised).,True,,Business,Economy Class,Banglore to Kathmandu,October 2019,2,2,"<span class=""star fill"">2</span>",2,3,,False,
""" treatment absolutely shameless""",2,2019-06-03,Kathmandu to Mumbai. Terrible management. We were travelling with two senior citizens (80 and 77 years old) and they refused refused to provide us with two wheelchairs. They insisted that it was only a “2 minute” walk from the checkin counter till the boarding gate and that the 77 year old should attempt to walk it herself. This treatment was absolutely shameless. We would not recommend this flight to anyone. We are just completely appalled.,True,,Family Leisure,Economy Class,Kathmandu to Mumbai ,June 2019,4,4,,1,2,,False,
"""I am waiting past 5 hours""",2,2019-03-25,"Worst management by  Nepal Airline. I am very upset. I am waiting past 5 hours at the Airport. Scheduled flight was of 8 am. Jet airways and other flight scheduled after it already departed. They themselves are not aware of flight. They told us flight will get delayed by 3 hours, but its still 5 hours and I am still waiting. Plus the canteen at the international is overly priced. Airport is overly crowded. Moreover, I have to take off from my office today. I can understand how others might have wasted their important time too. Worst management ever!",True,A330,Solo Leisure,Economy Class,Kathmandu to New Delhi,March 2019,3,3,,1,1,,False,
"""Pleasantly surprised.""",8,2019-03-18,"Bengaluru to Kathmandu. The plane was a new A320 in mint condition. No entertainment system but it was a short flight around 2 hours and 45 minutes. We did take off about an hour late, and arrived 45 minutes late. The crew apologized for the delay. They served drinks during the flight, and later a dinner of a vegetarian curry, which was decently tasty for an airline meal. The toddler sitting near me received a special order child meal. Flight attendants were friendly and courteous. The seats were pretty basic, but had a small net storage pouch for items like the safety magazine or glasses case/headphones. Pleasantly surprised.",True,A320,Couple Leisure,Economy Class,Bengaluru to Kathmandu,March 2019,4,5,,5,4,,True,
"""delayed the flight 4 times""",1,2018-11-20,Delhi to Kathmandu. Never ever opt for this airline. Such a pathetic service. They delayed the flight 4 times by a total to almost 7-8 hours. Harrassing behaviour of the airline and no compensation. No sorry.,True,,Family Leisure,Economy Class,Delhi to Kathmandu,November 2018,3,3,"<span class=""star fill"">1</span>",1,3,,False,1
"""my worst experience""",1,2018-11-17,"Kathmandu to Bangkok. I don’t recommend to fly with Nepal airlines. After my worst experience with traveling aboard, I advise you against Nepal airlines. I bought my first flight of return in Nepal airlines. It was a flight from Kathmandu to Bangkok, where I was going to take my second flight. First, I received that the flight had been delayed from 11 am to 4 pm by e-mail with only 12 hours I’m advance. As soon I received the e-mail, I call Nepal airlines office in airport because with the new schedule I would miss my second flight. In every call a different phone-extension was given. After my seventh call, I was advised to go to the airport because they could resolve my problem personally. In the airport, I was told to wait for someone, that had never appeared. I went to the police, that put me in (in Nepal airport, you have to have a ticket to get in). There, I was received with rudeness and unprofessionally by every Nepal airlines employees. For instance, I was told that I wasn’t allowed to be there and I was going to be kick out of the airport. Once again, I was told to be in the airport in the next morning because it was their responsibility to resolve my problem. Next morning, I was once again received with rudeness and unprofessionally. No one ever apologized for the inconvenience neither assumed the responsibility. Instead they only gave us one option going to the hotel. After getting upset, they started giving me other options, such us other companies flights and get into city center office. However, everything was fake. Never had been a option of flying with other company when I questioned them. Never had been a option to go to Kathmandu when I confronted them. At the end, I fly with Nepal airlines not even in 4 pm, but 7pm and I missed my connection flight. It was outrageous how an international airlines have dealt with their customers. Their were rude, impolite, unserious, liars and made fun of us. Therefore, I advise every traveler against flying with Nepal airlines.",True,,Couple Leisure,Economy Class,Kathmandu to Bangkok,November 2018,3,3,"<span class=""star fill"">1</span>",1,1,,False,1
"""Overall the flight was good""",7,2018-08-12,I had a Nepal Airlines flight from Kathmandu to Delhi. The flight was 8 am but suddenly changed its time to 11 am and no one informed about that. Was surprised that on that day they were using A330. It was a new bird. So after sitting in the flight we waited there 1 hr due to traffic - so more delay. But the cabin was really good. They had entertainment System that was really good. Good selection of movies. They had veg and non veg food option - I choose the veg option and the food needs to get improvement.They also served soft drink. Overall the flight was good except the food needs improvement.,True,A330,Family Leisure,Economy Class,Kathmandu to Delhi,August 2018,4,4,"<span class=""star fill"">4</span>",3,3,,True,
"""no entertainment system""",7,2018-01-19,Kathmandu to Mumbai. Flight time was 13.55 in ticket. To confirm I called in office and the informed that time has been changed and been 4.30 but it got half an hour delay. Thats fine. Flights boarding finished just in 15 minutes. And We were in air in 5.30 pm. While talking about the legroom It was very good. A320 was new and cabin looked good. They served beer or cold drinks with the dinner. Food was good. Never expected that from Nepal airlines. It needs more improvement. There was no entertainment system just screen above our head that showed flight status. I took my own entertainment system. Otherwise flight was smooth.,True,A320,Family Leisure,Economy Class,Kathmandu to Mumbai,January 2018,4,4,"<span class=""star fill"">1</span>",4,3,,True,1
"""do not travel with Nepal Airlines""",1,2017-07-05,"✅ Verified Review |  Doha to Kathmandu, the flight departure timing was scheduled for 0305 and on the same day when we reached at airport, we came to know that flight timing has been postponed to 1655 it means almost 14 hours delayed. We meet the staff of Nepal airlines and asked him for the solution. He suggests us to go back to the room or wait in airport waiting lounge. He also said that, ""I will give you 35 riyal food voucher"". How cheap is that? After a long time discussion (around 1-2 hours) they are agreed to pay the taxi fare and advised us to return back to our own accommodation. As we don't have any option so we agreed and returned back to our own accommodation. On the same day at afternoon: we came again in airport, and everything was going smoothly. But again we faced the issue over luggage. As per the ticket, it was mentioned 40kg luggage allowance. And again they were saying that, they reduced the luggage allowance and now it is only 35kg allowable.  Afterwards, we paid 110QAR and proceed for immigration. On Board cabin crew behavior makes us totally disappointed. T I asked for water and they gave in small cup, when I again asked for another glass of water then she says, ""Please wait until I finish to serve others."" Return From Kathmandu to Doha we faced the same issue while returning, Our actual flight timing was for 11:20PM but when I called to their representative 01 day before, they informed us that, flight is scheduled for 08:00AM it means around 15 hours early. We went to their office and informed them that, we cannot travel 15 hours early and requested them to provide the ticket after that timing. Again they started arguing with us. After 1 hour discussion, they provided us connection flight (Jet Airways) via Mumbai. There was no any information regarding reschedule of flight and luggage allowance.  I suggest that you do not travel with Nepal Airlines.",False,Boeing 757,Business,Economy Class,Doha to Kathmandu,June 2017,2,1,,1,1,,False,
"""what a fantastic airline it turned out to be""",9,2017-07-04,"✅ Verified Review |  Kathmandu to Delhi. I flew Nepal Airlines as the national flag carrier of Nepal. Was a bit apprehensive choosing this airline but what a fantastic airline it turned out to be, flights were punctual, priority boarding at all sectors, attentive and smiling and also the in-flight food was very tasty. Apart from the security checks at TIA and Immigration, everything else was as good if not better comparing to some other 5* airlines I have flown. Give this airline a try and you will be pleasantly surprised.",False,A320-233SL,Solo Leisure,Economy Class,Kathmandu to Delhi,July 2017,5,5,"<span class=""star fill"">2</span>",4,5,,True,2
"""friendly welcome from flight attendants""",7,2017-06-22,"✅ Verified Review |  Flew Nepal Airlines from Delhi to Kathmandu on 16 May - 10.30am departure to allow for a full afternoon in Kathmandu. Friendly check-in agent gave my friend and I a full row to ourselves. Typical long lines at Delhi immigration but was able to use the lounge as my friend is an Amex Centurion member. Food and drink were available but nothing special. Flight boarded on-time to one of their newer A320's, friendly welcome from flight attendants and I liked the aircraft interior - the bulkhead had pictures of Mt Everest on it. Business class seats looked nice but that section was empty. Coach was pretty full but a few open rows in the front. Coach flight attendants were friendly and served drinks and a good meal once in flight for the 1 hour 15 minutes in the air. The toilets were busy so some people went to business class toilet and were literally chased out by the business class flight attendant. She was horrible - she was just sitting up there doing nothing - not even helping the coach attendants do their drink runs. It was nothing to let people use that front toilet. Landed on time with some nice views of the area as the cloud layer broke as we decended. Bags came off quickly and thru immigration. Overall a good flight.",False,A320,Solo Leisure,Economy Class,Delhi to Kathmandu,May 2017,3,3,"<span class=""star fill"">1</span>",3,4,,True,1
"""a good flying experience""",8,2017-02-13,"✅ Verified Review |  Kathmandu to Delhi. I traveled in Nepal Airlines, in Boeing plane named Gandaki. Flight was good, as compared to many international flights, specially flying in and out of India and China. The ground staff were friendly, onboard staff were good too. The plane was old, and seats were less comfortable, and no entertainment on board. But the meals and drink were good, and fresh. The take off and landing were very smooth. Flight information were less than I expected. Overall, it was a good flying experience.",False,Boeing 757-200,Family Leisure,Economy Class,Kathmandu to Delhi,September 2016,3,3,"<span class=""star fill"">2</span>",4,4,,True,
"""would highly recommend """,8,2017-01-30,"✅ Verified Review |  Myself and my fiancee flew business class from Dubai to Kathmandu return for a last minute trip to Kathmandu. At the time of booking i knew very little about the airline, but from the minute we got to the check in desk, if you are business you are ushered to the front of the queue and well looked after. The business class was comfortable for the price we paid, no in flight entertainment but the meals are served with china plates and  really tasty, breakfast served was an omlette. On the return, Kathmandu business lounge was the best thing about this airport, it is luxury compared to the rest of the airport. The country is beautiful and I would highly recommend anyone to go and fly with Nepal Airlines, they were great!",False,A320,Couple Leisure,Business Class,Dubai to Kathmandu,January 2017,4,5,"<span class=""star fill"">2</span>",5,5,,True,1
