header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""lousy scam or incompetent staff""",1,2022-10-06,"Airline offers cheap flights, but then gets additional income at the airport. We had to prove our departure at the check-in counter and showed the reservation confirmation for the sailing tour to Colombia. The provider was rejected by them and we were immediately recommended to simply buy a bus ticket for a bus that we will not take. I strongly assume that not only Tica Bus will benefit from the income. Otherwise, I wouldn't know why an airport employee who is supposed to document entry and exit recommends a fake bus ticket. Isn't it the employee's job to document the length of stay and the exact date of departure? So lousy scam or incompetent staff?",True,,Couple Leisure,Economy Class,San Jose to Panama,October 2022,1,1,,1,1,,False,
"""Worst airline you can pick""",1,2022-03-27,"Worst airline you can pick, they will overcharge everything, bad service, very slow. Just one of those airlines to always avoid. Choose anything but this, do yourself this favor.",True,,Solo Leisure,Economy Class,Bogota to Cartagena,March 2022,2,1,"<span class=""star fill"">1</span>",1,1,,False,
"""cancel my flight with no reason""",1,2022-03-05,"Not Verified |  The worst experience you can have if you are traveling, please don´t do it. Its not worth it. They cancel my flight with no reason and they even charge you for printing your boarding pass at the airport.",False,,Business,Economy Class,Quito to Bogota,February 2022,1,1,,1,1,,False,
"""crew to give me troubles""",1,2021-10-12,"When i did the check in, the girl told me i cant do the boarding if I dont have a return ticket for Bogota (where i went). I said, i went a lot of times in Bogota and they never asked me for that. She didn't care and told me if i don't buy a return ticket, she wont let me do the check in. I had no choice to buy a ticket and set up my bank account in negative. Of course in Bogota they didn't ask me to show any return ticket (the date of my departure of Bogota i mean). Thanks a lot at this amazing crew to give me troubles.",True,,Solo Leisure,Economy Class,Panama to Bogota,October 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""would not refund or reschedule me""",1,2021-09-16,Terrible. First and last flight with them. They had airplane maintenance issues which caused my first leg to be 3.5 hours late. Which cause me to miss my 2nd flight with them! And they would not schedule me on the next flight which was 2 days later. They said I had to buy a new ticket. So they caused me to miss the 2nd flight and would not refund or reschedule me.,True,,Couple Leisure,Economy Class,Cartagena to Bogota,September 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,
"""Their customer service is terrible""",2,2021-06-17,Not Verified |  Their customer service is terrible and website barely functions. They have a chat bot that does literally nothing (attached screenshot) and was not able to make any changes to my flight because the website is broken (screenshot also attached). When calling the support number it rings for 5 minutes then just hangs up on me. How am I supposed to administer or make changes to my flight? Absolutely useless.,False,,Solo Leisure,Economy Class,Cancun to Bogota,June 2021,3,3,,2,1,,False,
"""customer service is completely non existent""",2,2021-05-30,"Not Verified |  Do not fly this airline unless you absolutely have to. On a positive note, the plane was fairly comfortable. If you have a problem with your flight, you will not be able to resolve it and you will just lose money and be angry like I am. There are a million problems with the website and customer service is completely non existent at this company. Try calling their US number before you decide if fly if you're an American citizen, it just hangs up on me right away. The Wingo desk at Bogota airport is also very poorly trained and unfamiliar with many rules. As you know, there are always small issue that arise when flying, and it's too risky to fly Wingo.",False,Boeing 737,Solo Leisure,Economy Class,Bogota to Cancun,April 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""stay away from this airline""",1,2021-05-12,"Venezuelans, stay away from this airline. We bought tickets from Wingo to travel from Cancun to Caracas. For this destination the airline scheduled a long layover in Bogota. A few days before our flight, Wingo cancelled the Bogota-Caracas portion saying the airline was prevented from flying from Bogota into Venezuela. According to Wingo, this was a force majeure case. This is in no way a force majeure case. When the airline sold me the tickets they knew they were not allowed to flight from Bogota to Caracas while other direct flights from Mexico to Caracas were allowed. The airline tried everything to keep our money and escape liability. It wanted us to take the Cancun-Bogota fligh (because that one was not cancelled), leave us there and reimburse only the Bogota-Caracas portion. When we asked for a full refund to buy the tickets from another airline and be able to go to our destination, they refused saying that they were not responsible for us not being able to enter the country. We are Venezuelan citizens and at that time we were not prevented from entering into Venezuela neither due to the Covid-19 pandemic nor by any other reason. If you know that you cannot flight to a destination, you shouldn't be selling tickets to that destination with the plan to leave the passangers stranded in the layover location. The airline knew it was not going to be able to fulfill the contract as it was entered into and the customer should not be penalized for the airline's short sigh, bad planning or plain shady procedures. The airline cannot profit from its own mistakes and lack of planning. We insisted many times to get a full refund and the airline decided to close our case alleging lack of response from us. Two months later we haven't received the full reimburse nor any explanation from the airline.",True,,Family Leisure,Economy Class,Cancun to Caracas via Bogota,March 2021,,,,,1,,False,
"""we were not allowed to board""",1,2021-02-11,"My husband had a problem with his passport, and so we were not allowed to board. (He is a Venezuelan with an expired passport, and we spoke to the airline MULTIPLE times about this and we were always told it is not a problem as many Latin American countries are letting Venezuelans travel on expired passports for 2 years). Since we were not allowed to board, we wanted to cancel and get a voucher. We were told we had to call the airline to do that. So, after holding for 30 min, we were told we couldnt cancel because it was within the 3 hour window and no cancellations are permitted . (we were at 2 hr and 45 min before takeoff to be exact). I asked to speak to a supervisor and waited another 40 min and guess what! I was told the same thing. Then I wrote them, and guess what! I was told the same thing. I have reached out to them anyway possible and I either dont get a reply or they just tell me its my fault. I understand rules, but we did everything in good faith, and they wont even give us a voucher for further travel.",True,,Family Leisure,Economy Class,Bogota to Cancun,February 2021,,,,1,1,,False,
"""offered excellent service""",9,2020-02-16,"Bogota to Havana. Since the beginning of my trip planning, Wingo offered excellent service. First of all, it was very easy to book, and as a low-cost airline where you know they will search many ways to make some extra money, they were very clear all the time with what you were able to do if you didn't want to pay more than the plane ticket. Ground service offered the Cuban visa before taking off. I found this a very good quota of service. The flight day I was surprised for them to be so punctual. We started the itinerary on time, arriving at Havana's airport earlier than expected. The seats were really comfortable considering that it is a low-cost airline, comfy legroom plus good in-flight service. They offer a menu with many options to eat in flight, and I consider they have really good prices, and they can get cheaper if you can pay in Colombian Peso due to the exchange tax. If you want to have more extra space in the seat you can pay $20 in-flight or COP 60.000. I recommend Wingo if you don't have a really big budget and if you don't care about having entertainment for international flights.",True,Boeing 737-800,Solo Leisure,Economy Class,Bogota to Havana,December 2019,3,5,,4,5,,True,
