header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""think twice before booking Belavia""",1,2021-02-10,"Мою супругу летящую сегодня транзитом через Минск не выпустили из аэропорта даже со справкой отрицательного результата Covid, так что ей придется ночевать в аэропорту. Несмотря что это разрешается постановлением совмина РБ N 624. Так что хорошо подумайте перед покупкой авиабилетов Belavia через Минск. My wife travelling on transit Belavia flights via Minsk was just not allowed to exit the airport, even with negative Covid test, so has to sleep in the airport tonight. This is in a contraction with the resolution N 624, regulating border control during pandemic period. So think twice before booking Belavia tickets via Minsk.",True,,Business,Economy Class,London to Minsk ,February 2021,1,1,"<span class=""star fill"">1</span>",1,1,,1,False
"""taken my money and ignored me""",1,2020-09-08,"Flew with this airline a few times and each time was OK. Then in May 2020 i booked a ticket from Kazakhstan back to the UK via Minsk. They then cancelled the flight a couple of days before due to COVID. I followed instructions and applied for a refund/credit for the price I paid which was just less than 300 Dollars. I filled in the appropriate document and sent it along with the eticket, a copy of my passport etc. I have since emailed them multiple times. It is now September and I have not heard a single thing from them they have just taken my money and ignored me. Disgraceful.",True,,Solo Leisure,Economy Class,Nursultan to Gatwick via Minsk,December 2019,4,4,"<span class=""star fill"">3</span>",3,1,,,False
"""asking for money rebooking flights""",2,2020-06-23,Not Verified |  Poor customer service. Covid has made life miserable for all of us. Belavia does not care about government restrictions and recommendations. Only company asking for money rebooking flights because of Covid and not caring about any government restrictions and recommendations. Extra fees are sent to be paid by email link and needs to be paid in 5 hours.,False,,Couple Leisure,Economy Class,Helsinki to Minsk,June 2020,,,,,1,,,False
"""overall it's a decent product""",7,2020-06-08,"Minsk to Gatwick. The airport in Minsk looks like it has been renovated recently and it was modern and efficient. Boarding was slightly delayed but we got to Gatwick on time. The aeroplane was fairly comfortable and you get a bit more room in an Embraer which has a 2x2 seating configuration. The food and beverages were quite good and the aeroplane had some cool branding featuring a tank-based computer game that was developed in Belarus. Cabin crew were a little gruff and could have been warmer and more welcoming, but overall it's a decent product and good value for money.",True,Embraer 195,Solo Leisure,Economy Class,Minsk to Gatwick,October 2019,4,3,,4,5,,,True
"""good value for money""",7,2020-06-08,I was travelling from London to Minsk via Amsterdam for a holiday in Belarus. I just about made my connection and the boarding process was efficient and ground crew friendly. The Embraer was quite roomy inside because there are only two seats to a row. The staff spoke English but not well and the level of friendliness and customer service was adequate but lower than you would find in a western airline. We arrived in Minsk a little bit ahead of schedule and I thought the airport there seemed modern and efficient. The food and drink on board were quite good. The airline is good value for money and their online booking process was very clear and easy to use.,True,Embraer 195,Solo Leisure,Economy Class,Amsterdam to Minsk,September 2019,4,3,,4,5,,,True
"""Staff was really nice""",9,2020-01-09,"Tel Aviv to Minsk. Amazing flight, no delays, we boarded quickly, clean aircraft, really comfy seats and the food was great - choice between sausages and beef and we got a waffle, cherries, bread with the the meal. Staff was really nice, no complaints.",True,Boeing 737-800,Family Leisure,Economy Class,Tel Aviv to Minsk,December 2019,5,5,,5,5,,,True
"""this flight was rather nice""",8,2019-12-12,"Moscow Domodedovo to Minsk. My previous experience with this airline was quite negative, but this time, there were almost nothing critical to complain on. The procedure of online booking and check in was smooth and quick, recently Belavia introduced low-cost tariffs (without checked baggage, etc) which allowed to make prices more reasonable. Ground procedures in Domodedovo were rather slow but this is not an airline's fail. On-board experience was great - I was lucky to get modern aircraft because Belavia still operates some ancient Boeing 737 Classic but this time it was a new B738 instead. Cabin crew were awesome. There was even a meal service (ham/cheese sandwiches) despite the flight is just 1h long. What was rather disappointing - bussing to terminal instead of jet bridge both in DME and MSQ. Maybe they have a reason for this, but in both airports I saw a lot of vacant jet bridges. Also - cabin was very cramped like in low-cost carriers. Possibly they are managing to cut costs in such a way. I criticize Belavia often for 'cosmic' prices on European destinations, for old aircraft, for monopoly on flying to MSQ from several destinations (especially European), for 'Soviet-style' of management that one can face sometimes - but this particular flight was rather nice.",True,Boeing 737-800,Business,Economy Class,Moscow to Minsk,December 2019,4,5,,3,5,,,True
"""Very bad reputation""",1,2019-12-05,Gatwick to Minsk. I had to change ticket and they charged €50 euro for per ticket but never gave me back the price difference. It’s not only that I had sent them 4 emails but no reply from customer service. Very bad reputation.  Avoid this airline by any cost.,True,,Family Leisure,Economy Class,Gatwick to Minsk,October 2019,1,3,,1,1,,,False
"""airport Belavia employees really rude""",5,2019-09-26,"Saint Petersburg to Minsk. So first hosts was good, no problem about them. But in airport Belavia employees was really rude. Same week I had 2 more flights with Delta and Air France and did not have any problem like this. I will never flight with Belavia anymore.",True,,Solo Leisure,Economy Class,Saint Petersburg to Minsk,September 2019,2,3,,1,2,,1,False
"""A very pleasant flight""",9,2019-08-27,"Minsk to Gatwick. A very pleasant flight. Boarding was quick, the aircraft was clean and the seating was 3+3. Leg room was adequate. The flight took off on time and landed on time. Meal service consisted of a standard hot meal with soft drinks and tea or coffee. No alcohol was offered. This was a short 2 1/2 hrs flight and so the meal was very good. There was no in-flight entertainment.",True,Boeing 737-800,Solo Leisure,Economy Class,Minsk to Gatwick,August 2019,4,4,,4,4,,,True
