header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""totally not worth it""",2,2020-03-29,"Bangkok to Moscow with Rossiya Airlines. Not the worst airline I flown with, but far from good. For the money they charge, service should've been much better. Food was average, seat comfort was none. Didn't get any sleep. Plane was packed, overcrowded, and even in these conditions the price for the ticket was outrageous. Because of that virus situation, it was the only airline flying and they knew it, so the price was unreasonable. I'm pretty disappointed, mostly because of how much money I've spent on this ticket, totally not worth it.",True,Boeing 777-300ER,Solo Leisure,Economy Class,Bangkok to Moscow,March 2020,1,3,,3,1,,False,
"""great service, nice food""",10,2019-10-23,"From Prague to Saint Petersburg, great service, nice food, professional group, price of the ticket was higher than competitors but worth it, highly recommended.",True,A319,Solo Leisure,Economy Class,Prague to Saint Petersburg,July 2019,5,4,,5,5,,True,
"""highly recommended""",10,2019-10-23,"Flying from Saint Petersburg to Prague, Rossiya is providing an excellent service, punctuality in time . Professional cabin crew working so hard, they accept Aeroflot points, highly recommended. I believe the company should be at least categorized as a 3-Star airline.",True,A319,Solo Leisure,Economy Class,Saint Petersburg to Prague,July 2019,5,5,,5,5,,True,
"""no complaints about Rossiya""",7,2019-01-03,"Moscow to Bangkok. Rossiya fly some of Aeroflot's long haul flights with ex-Etihad Boeing 777's. Their concept is strange. They still have an old personal entertainment system but it only gives you a route map. Really. Instead they have an inflight wifi-system, but to be able to use it, you need to download Rossiya app before the flight (wifi is only for the system, it's not connected to the WWW). They do not have power sockets is economy class and remember your own headphones as well. Our flight was on time. No complains. Food was ok, nothing fancy. They serve you two free meals with basic drinks (no alcohol). This will keep your belly full all flight. I've used many airlines, and I have no complaints about Rossiya. Ticket was cheap, plane was comfy and clean, flight was on time, service was ok (basic Russian style) and they didn't lose our bags. Good value! Just remember what i told you about the entertainment system.",True,Boeing 777-300,Couple Leisure,Economy Class,Moscow to Bangkok,December 2018,4,3,"<span class=""star fill"">2</span>",4,4,,True,
"""no consistent business class product""",6,2018-12-16,"Denpasar to Moscow. Hard product ok as the aircraft has been flying for Emirates before with angled seats providing acceptable comfort. Huge screen, but only showing airshow. IFE works on your personal device through a dedicated app. Selection of movies rather limited. Streaming with some issues during the flight. Catering on level of premium economy. Some choices, but very basic food. Wine available - one white and one red, basic quality. No snacks between the two meals on a 13 hour flight (nuts only). Crew trying to do their best, very friendly. Overall no consistent business class product - huge room for improvement. Value for money below average.",True,Boeing 777-300ER,Couple Leisure,Business Class,Denpasar to Moscow,December 2018,4,3,"<span class=""star fill"">3</span>",4,2,,True,2
"""friendly staff won me over""",9,2018-10-24,Gatwick to St Petersburg. I was slightly apprehensive about travelling with Rossiya Airlines but need not have been! This was full flight from Gatwick to St. Petersburg on an A319. The plane had seen better days but was clean. When I checked in I asked for an aisle seat and was denied one. Boarding was very quick and I soon found myself in a rather uncomfortable seat for the just over 30 min flight. The cabin crew were very nice people and efficient. The service included a complimentary sandwich and drink which was appreciated. I plan to visit Russia again in August and will gladly use this airline. The friendly staff won me over. Disembarkation was via a bus transfer to the main terminal.,True,A319,Solo Leisure,Economy Class,Gatwick to St Petersburg,October 2018,2,5,,4,4,,True,
"""pleasantly surprised by the product""",8,2018-10-08,"VKO-AER. Overall, pleasantly surprised by the product. Online check-in via Aeroflot’s website was quick and efficient. Vnukovo airport is clean, spacious and comfortable with lots of Rossiya’s check-in counters and assistance desks. The aircraft was new and clean, although legroom was a bit tight, seats themselves were very comfortable. Cabin crew were quick, efficient and friendly. Free food included a nice sandwich, tea / coffee, juices and Coke. You could also purchase a nice craft beer with snacks. Overall, a very pleasant experience for a middle, discount-sector airline.",True,Boeing 737-800,Business,Economy Class,Moscow to Sochi,October 2018,4,4,,4,5,,True,
"""comfortable seats""",9,2018-09-19,"From Prague to Saint Petersburg and back, new aircraft Airbus A319, comfortable seats with a nice legroom space, cabin crew were polite, friendly and helpful. Rossiya Airlines is really good and I can say that they are much better than many other European Airlines.",True,A319,Solo Leisure,Economy Class,Prague to Saint Petersburg,September 2018,5,5,,5,5,,True,
"""All in all a nice flight""",6,2018-09-12,"Simferopol to Moscow Vnukovo. As I understood, this flight is executed on a wide-body aircraft in summer, this time it was Boeing 777-300. The flight itself was good, the aircraft was rather old but very well-maintained, seat width and pitch are really big, cabin crew was awesome: very polite, professional and understanding. Departure and arrival on time, the boarding process started an hour prior to departure - so the passengers had to sit in the plane for an extra hour. The queues for check-in were rather long, I prefer they to open more check-in counters. IFE is present but not working, but their journal is really interesting - I spend almost the whole flight reading it. Food includes a cup of water/tea/coffee and a sandwich, I considered it quite tasty this time. All in all, a nice flight but I have to decrease my rating because it was heavily overpriced.",True,Boeing 777-300,Solo Leisure,Economy Class,Simferopol to Moscow Vnukovo,September 2018,5,5,"<span class=""star fill"">1</span>",2,3,,True,
"""strongly not recommended""",1,2018-08-08,"I flew Rossiya on a business trip Moscow to St.Petersburg return. First leg of the trip was OK, but the second one was terrible. First, they changed the seat, from 6D to 22D, unannounced. I first found out about it at boarding there a girl clerk (not smiling) bluntly crossed with a pen seat number printed out on a boarding pass and wrote down a new one at the rear of the plane. To my complaint she barked out; plane change, when I insisted, big aviation safety guy, who was loitering at the boarding desk apparently doing nothing but entertaining the girl, started to threaten me that he would put me off the the flight if I don't accept the seat change. Great experience for those who long for good old USSR style service! Otherwise strongly not recommended!",True,A320,Business,Economy Class,St.Petersburg to Moscow,August 2018,1,1,,1,1,,False,
