header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""airline does not even have the courtesy""",1,2022-11-09,The original flight was suppose to depart from Johor at 9am and was initially delayed to 11.45am. Then delayed to 1.15pm and again to 3.15pm. THE airline does not even have the courtesy to inform via email or sms of the delayed. By right that many hours of delay should come with at least a meal voucher. No explanation given.,True,,Solo Leisure,Economy Class,Johor Bahru to Penang,November 2022,1,,,1,1,,False,
"""efficiency is maximised""",7,2022-06-26,"The biggest selling point for this flight is that it flies between the two smaller airports of the most frequent international flight route in the world, hence efficiency is maximised. True to its promise, the small airports made for a much quicker screening and security process, and my entire door-to-door journey from KL to Singapore (from hotel in KL to second home in Singapore) took just 3 hours and 10 minutes. The flight itself at 65 minutes was rather uneventful, flying an ATR means a lot of compromises, such as barely functioning air-conditioning, smaller seat pitch, a shorter ceiling, much smaller lavatories, etc, which was somewhat uncomfortable, but is a price I would still be willing to pay for the efficiency of the total journey.",True,ATR 72-500,Business,Economy Class,Kuala Lumpur Subang to Seletar Singapore,June 2022,2,4,,5,4,,True,
"""Never flying with them again""",1,2022-05-23,"They charged us 150 RM ($35 USD) each to add our middle names to the ticket. The same cost as the actual flight tickets. I’ve never encountered this with any other airline, and it’s such a blatant money grab. The flight itself wasn’t overly comfortable either, but for a 30 minute trip I don’t mind. Never flying with them again after the experience with customer service.",True,,Couple Leisure,Economy Class,Penang to Langkawi,May 2022,2,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""polite and professional""",8,2020-01-13,"Subang to Singapore with Firefly. As departure airport is a small airport with little traffic, pushback was quick and flight took off on time, and landed before time. Light refreshments in the form of a snack and a drink were served. There were only 2 cabin crew on this short flight and small aircraft, whom were polite and professional.",True,ATR 72,Solo Leisure,Economy Class,Subang to Singapore,January 2020,3,4,,4,4,,True,
"""cabin crews were attentive""",7,2019-12-09,"Kota Bahru to Subang. This was my second time on Firefly, the first was the journey from SZB to KBR earlier in the day. The flight was delayed, supposed to depart at 8.45 pm, but only by 9.30 pm that the plane left the airport. Notwithstanding, the flight was okay all the way to SZB. The cabin crews were attentive and landing was smooth.",True,ATR72-500,Business,Economy Class,Kota Bahru to Subang,December 2019,4,5,,4,3,,True,
"""I don’t care attitude""",2,2019-06-10,Kota Bharu to Kuala Kumpur. This is connecting flight from Kota Bharu to Kuala Lumpur (code sharing with Malaysia Airlines on to Osaka). I don’t care attitude of the staff at the counter.,True,,Solo Leisure,Economy Class,Kota Bharu to Kuala Kumpur,June 2019,3,3,,1,1,,False,
"""didn't respond to my emails""",1,2019-01-17,"Kuala Lumpur to Singapore. The airline changed my departure airport and informed me in an email with the subject ""Firefly Travel Itinerary"". No ""changed itinerary"", ""new itinerary"", ""updated itinerary"" just plain ""Firefly Travel Itinerary"". The email also contained no indication that anything had changed. As I was already traveling with limited email access and I had receive multiple emails over the preceding months with the same subject, without changes, I only discovered the changed airport at check-in and has to book a second hotel near the new airport losing my money on the first. Customer service didn't respond to my emails either.",True,,Couple Leisure,Economy Class,Kuala Lumpur to Singapore,December 2018,1,1,,1,1,,False,
"""flight was amazing""",10,2018-11-17,Not Verified | Singapore to Subang. The flight was amazing. Food and beverages very generous for such a short flight. Seat is decent. Cabin crew are frendly. Landing is very smooth. Merchandises are very pretty and cheap. Definitely fly with them again.,False,ATR72-500 (9M-FYL),Family Leisure,Economy Class,Singapore to Subang,November 2018,4,5,"<span class=""star fill"">3</span>",4,5,,True,
"""onboard service was courteous""",9,2018-09-24,"SIN-IPH-SIN on 19 and 22 Sep 2018. Check-in at both airports was quick and simple. The free 20kg allowance for checked-in luggage was useful, given the lack of overhead bin space in the ATRs. Boarding was orderly and both flights departed slightly ahead of schedule. The remote stands used by Firefly at Changi Airport are near the runway, so the taxiing time prior to takeoff was minimal. The onboard service was courteous, with the nice bonus of a light snack and drink. The cabin was slightly more cramped and noisy than that of a jet aircraft, but the seats were well-padded and more than adequate for the 1h 40min flying time. Both aircraft were rather worn, but the seats, window shades and overhead bins functioned without issue. Arrival was a few minutes early both ways, with passengers arriving at Changi Airport being dropped off at a special gate a few metres away from immigration at the same level. For the price paid (about SGD 210 per person return), Firefly offered service at a level over and above my expectations for a regional airline.",True,ATR72-500,Family Leisure,Economy Class,Singapore to Ipoh,September 2018,3,5,,5,5,,True,
"""staff on board was nice""",10,2018-06-09,Singapore to Ipoh. What a surprise: first time using this airline and I was very happy. The staff on board was nice The snack for such a short time fight was excellent,True,ATR,Couple Leisure,Economy Class,Singapore to Ipoh,June 2018,4,5,,5,5,,True,
"""continue to support Firefly""",10,2017-09-26,"✅ Verified Review |  Penang to Subang. I was having an accident a month ago, I was walking slowly with my walking pole. There was a Firefly duty manager who noticed me and came to me if I needed assistance. He arranged a wheelchair and two assistants to help me. These two young men were really helpful, they even help me to arrange a Grab car at the kiosk. They even waited for the driver at the arrival hall and help me to load my 2 bags to the cab. Thank you Firefly and the 2 young men. Yes, I'll continue to support Firefly.",False,,Business,Economy Class,Penang to Subang,September 2017,5,5,,5,5,,True,
"""be using Firefly again""",9,2017-07-16,✅ Verified Review |  A convenient flight from Singapore to Kuala Lumpur. Flight into Subang is convenient as the airport is smaller than KLIA and closer to Kuala Lumpur city. Check in was easy and service on board efficient and friendly. A small snack and a drink offered for no extra charge. This gesture is highly appreciated as this is rarely seen in short haul flights in Europe. I will be using Firefly again.,False,,Solo Leisure,Economy Class,Singapore to Subang,June 2017,3,5,,4,5,,True,
"""convenient way to travel""",9,2017-07-16,"✅ Verified Review |  Subang to Penang, a convenient way to travel at a very competitive price. Check in at Subang airport was easy and security queue was quick. Service onboard was friendly and a small snack and a drink provided for no extra charge. Check in was slightly delayed on the return flight from Penang but the agent was apologetic and the rest of the trip went smoothly.",False,,Solo Leisure,Economy Class,Subang to Penang,June 2017,3,5,,4,5,,True,
"""a no frills flight""",7,2017-06-05,✅ Verified Review |  The one-hour flight from Subang airport in Kuala Lumpur to Singapore is a no frills flight. A snack and drink is offered. A useful tip: passengers are boarded from the rear of the aircraft. The last 3 rows are designated as preferred seats because you are the first to get off the aircraft at your destination.,False,ATR-42,Solo Leisure,Economy Class,Kuala Lumpur to Singapore,June 2017,3,3,,3,3,,True,
"""poor management""",3,2016-12-19,"✅ Verified Review |  Penang to Subang. We have been informed by the crew mentioned that the flight been delayed due to the engineer who supposed to sign the document is absent and we have to wait another 45 minutes, due to ethical and poor management. We can accept any delay due to technical problem, but not this excuse. We regret to express our frustration for the mistake (not present to work) by one single engineer.",False,,Business,Economy Class,PEN to SZB,December 2016,3,3,,2,1,,False,
"""avoid like the plague""",1,2016-10-20,"✅ Verified Review |  Booked flight from Koh Samui to Subang in August, and this was cancelled October 2nd, by text message. Said if I wanted to discuss, to call Malaysia - I am in the UK. Text said the fare would be refunded 16th October. This was already unacceptable. Booking a replacement flight cost me double the money as it was booked closer to the time, plus calling Malaysia call centre for Firefly was very expensive. Worse was to follow. After Failfly refused to compensate me, they failed to refund me. They are now saying the refund will take 30 days. Avoid like the plague. Unreliability beggars belief.",False,,Couple Leisure,Economy Class,USM to SZB,October 2016,,,,1,1,,True,
"""avoid them if possible""",1,2016-09-20,"✅ Verified Review |  Krabi to Penang. Risky to book a flight with Firefly. I was called a day before the flight, saying it has been cancelled. Firefly offered to put me on a flight a few days later, but does anyone traveling really have a few extra days to wait for a flight? Not really a viable option in my opinion. In total, I ended up losing $450 due to the last minute flights and travel plans I needed to book with only a day's notice in order to make it to a wedding on time. Overall, I found Firefly has very poor customer service. They were unwilling to reimburse any expenses incurred as a result of their last minute cancellation. I'd avoid them if possible.",False,,Couple Leisure,Economy Class,KBV to PEN,September 2016,,,,1,1,,False,
"""highly recommended""",9,2016-06-21,"✅ Verified Review |  Flew Alor Setar to Subang. Have flown with Firefly numerous times before so thought it was about time I wrote a review of their service. Firstly I love travelling with them due to the airport they are based in which is near Kuala Lumpur city centre at Sultan Abdul Aziz Shah Airport, Subang. The airport is small, which makes the experience that much better. An early morning flight means leaving 30-40 mins before the flight as long as I have checked in online. ALso love the fact if I haven't checked in I can also check in the return flight on the outbound sector, saves so much time. Boarding is usually 5-10 mins before stated departure time, which can make some new flyers with them a little jittery. One of the things that strikes me with Firefly is that I have yet to see a male flight attendant and I have to admit being surprised at the number of female pilots flying for this airline, kudos to them. The plane is a small ATR plane and a drink and snack is provided on the short flight. The seat and toilets are very clean. Flight Attendants speak very good english and are very professional. Have had around 20 flights with them in the last 3 years and have yet to complain (there it goes, just as I say it), highly recommended.",False,ATR72,Business,Economy Class,AOR to SZB,May 2016,4,5,,4,4,,True,
"""keep flying this cute airline""",10,2016-05-19,"✅ Verified Review |  Flew with Firefly on 3 sectors in one day. Firefly notified me by email a month earlier on changes of flight time. To my surprise, they called me 3 days before my flight to remind me the changes. Overall, I love the idea of taking small plane. Everything goes very smooth and fast, from check-in, boarding and taxing etc. Firefly provides more than enough refreshment and drinks onboard. Usually they offered 2 types of refreshment, but on the mid-day flight, they offered three options. Curry puff was the best! Seat quite cramped on -600 plane, but comfy on their old version ATR72-500. Cabin crew professional, well-groomed and approachable. This is my first time to see male cabin crew on Firefly.  Too bad it was just a short flight. Will keep flying this cute airline. Hopefully they could revive the jet service.",False,ATR72-600,Solo Leisure,Economy Class,KBR to PEN,May 2016,4,5,,5,5,,True,
"""crew were friendly""",9,2016-04-27,"✅ Verified Review |  First time flying on Firefly and on a ATR 72 from Johor Bahru to Subang. Crew were friendly, flight left on time and got into Subang on time. Ground Crew were friendly. We were offered little snacks - for a short flight, there were 3 options which surprised me. The plane looked a bit tired but really, its only a 1 hour flight.",False,ATR-72,Family Leisure,Economy Class,JHB to SZB,April 2016,4,5,,5,5,,True,
"""not use this airline again""",2,2016-03-22,"I have flown with Firefly in the past and rated them very highly. However, during my most recent trip from Penang to Krabi, my suitcase was badly damaged during the flight and can no longer be used. I reported the problem upon retrieving the suitcase at Krabi airport and completed the complaint form. The staff who dealt with the matter promised that Firefly would contact me to arrange reimbursement but no one has been in touch and, nearly a month later, no one from Firefly's head office has had the courtesy to respond to any of my emails. Will not use this airline again.",False,,Solo Leisure,Economy Class,PEN to KBV,February 2016,2,3,,1,3,,False,
"""no complaints at all""",9,2016-02-11,"Subang to Langkawi. This was my first time travelling on Firefly and I am very pleased! Getting to check-in and then to the gate was hassle free and the flight was smooth all the way. It was a one hour flight so no IFE but refreshments were served well by a friendly cabin crew. Seats and cabin was clean and comfortable, all in all no complaints at all. Good job on Firefly and may they keep up the good effort!",False,,Family Leisure,Economy Class,SZB to LGK,February 2016,5,5,,4,4,,True,
"""professional and attentive""",8,2016-01-24,"Firefly is a very good low-cost airline. Flying from Kuala Lumpur to Kuala Terengganu the the ticket was not very expensive, the airplane quality was good with high standard of cleaniness and comfortable seats. The plane was less noisy than I expected for a propellor airplane. During the flight we were served a complimentary drink and food (I had a curry samosa). Cabin staff was extremely professional and attentive. The big drawback of this airline is the number of flights cancelled - on the way to Kuala Terengganu our flight was cancelled and we were put on a later flight. The day I returned from Kuala Terengganu, out of five daily flights, three were cancelled, one retimed. It seems that the last flight of the day is the most reliable. Despite being a very good quality low-cost airline, it might be unsuitable to those who have time constraints.",False,ATR72,Business,Economy Class,KUL to TGG,January 2016,4,5,,4,4,,True,
"""great value for money""",9,2015-12-30,"Check-in process was quick and efficient. The crew were friendly and offered free refreshments for the short journey. On my outbound journey, the weather was very poor but the pilot kept us informed about the situation (as SZB was temporarily closed due to poor visibility) but eventually did get us to the destination. Pilots for both legs were professional and landing was soft. Being able to avoid the hassle of long queues and a shorter travel distance from KL as compared to KL International (KUL), it was great value for money to obtain a ticket that is cheaper than flying SIN-KUL. All these considered, I am happy to fly with Firefly again in the future if flying through KL International is not a must.",False,ATR 72,Solo Leisure,Economy Class,SIN to SZB,December 2015,4,4,,5,5,,True,
"""crew always been professional""",10,2015-12-02,"Kuala Namu to Subang, and this is my sixth flight on Firefly and each experience has been wonderful. We departed Kuala Namu (Medan) ahead of schedule and landed in Subang 30 minutes ahead of schedule. I like the 2x2 seating arrangement. The crew has always been most professional.",False,ATR72-600,Solo Leisure,Economy Class,KNO to SZB,November 2015,4,5,,5,4,,True,
"""great little airline""",8,2015-10-08,Subang to Penang and Firefly is a great little airline. No fuss but great value for money and frequency to its destinations.,False,,Business,Economy Class,Subang to Penang,October 2015,3,4,,4,5,,True,
Firefly customer review,8,2015-08-05,This is the second time I've flown Firefly. Great little airline with friendly flight attendants. The cabin was very clean and the flight deck crew kept us well informed. The ticket prices are cheaper if you book on their website.,False,ATR-72,Family Leisure,Economy Class,Krabi to Penang,July 2015,3,4,,3,4,,True,
Firefly customer review,9,2015-07-09,"Used this airline for the first time June 19 for a flight between Subang airport and Kota Bharu. The staff on-board were friendly and I couldn't believe they served a snack and drinks for a 1 hour flight. The only negative point was that the back of my seat wouldn't stay in an upright position and would slowly recline back. Other than that, I was happy with my choice of airline.",False,ATR-72,Couple Leisure,Economy Class,Subang to Kota Bharu,June 2015,3,5,,4,5,,True,
Firefly customer review,8,2015-02-06,13/1/2015 Firefly from Penang to Krabi. On time with boarding with little fuss. Soya or fruit juice and peanuts were refreshments offered which was enough for the short flight. Great to connect so easily between the two points of Penang and Krabi.,False,,,Economy Class,,,5,5,"<span class=""star fill"">3</span>",,5,,True,
Firefly customer review,10,2014-10-08,Love this airline! 20kg baggage included. We got to airport early and were able to change to earlier flight no problems. Snacks and drink provided on plane and loveliest staff both on ground and onboard. Very nice new clean and spacious plane. Wish more airlines were like these guys!,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,10,2014-07-31,We flew from Singapore to Subang on 24th July. Everything was fine! The flight was on time. Everyone boards a bus from a ground level departure gate at Changi. That gate area is air-conditioned and comfortable. There is a toilet there if you need it. Onboard you are served a drink and peanuts or a cake. Before you know it you are flying over KLIA and then over to Subang. That is a small terminal perfectly situated for people staying in Shah Alam Subang PJ  Bangsar or KL Sentral areas. We stayed in Bangsar and got a taxi voucher in the airport for RM 30. I also bought a sim card there. So though small it has all you need to get you on your way. By the way the duty free shop in the terminal has some good prices!,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,10,2014-06-08,"I flew with two friends on Firefly from Penang to Kota Bharu. The service on board was excellent: welcoming staff and a light snack (cookies) and drink. This is a good airline and I do highly recommend. A snack with a drink were serving during a 50"" flight. Bravo and please go on with a dedicated customer service!",False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,9,2014-04-23,Flight Subang to Penang on 20th April was on time and crew were friendly even though flight was full. The last flight I took before this departed early in the morning and it was a rush about 6-7 flights departing with around 5 mins gap. The airport needs to add more gates and improve signage to the aircraft. Firefly staff did the best they could and even managed a quick smile. The latest flight took place mid morning and it was not as hectic on departure as the early morning one. Departure from Penang was ok gate was far from the counters and one level down but the aircraft is right in front of the gate! If you are travelling ex-Penang don't go to the gate too early as there is absolutely nothing down there. Prices seem to be lower than before. I remember thinking that the fares were high when I flew them last year but the last few trips were around the $100 (ringgit not USD) mark which is OK.,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,5,2014-04-19,In 2008 we flew from Penang to Langkawi and were overall satisfied with the flight (short delay). So in December 2013 we decided to book again for a flight from Bangkok to Kota Bharu. In January they called to switch the dates of our flight because the Monday flight was cancelled. In April they called again to cancel the flight destination because of the political situation in Bangkok. This seems a bit strange to me since other airlines still fly out of Bangkok. I think it's more economical reasons. Now I have to wait 30 days to get my money back and book a flight through KL that is almost three times as expensive. So beware before you book with them.,False,,,Economy Class,,,,,,,4,,False,
Firefly customer review,9,2013-08-21,SZB-Subang-Penang return trip: Superb trips clean aircraft on time. Flight attendants were very helpful and appreciate the light refreshments which were factored into the bill. The trip back was even better because we were given the very front seats at no extra cost. I was travelling with my parents who are senior citizens and the ground staff were very alert and upon looking at the I.Cs I gave her at the check in counter she quickly asked if they needed help getting to the aircraft. When I said they were very fit she double checked if they were okay being seated right in front because they had 'to walk a bit further' in a plane which is actually very small. I found it a bit amusing but the politeness and concern is what matter most. Will definitely fly again. The fact that it is based in Subang is also a bonus point for me.,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,,2013-07-11,Flew last week from Subang to Singapore. Return flight from Singapore was delayed 2 hours. Today I am travelling from Subang to Singapore on flight FY3515. Flight delayed again for 1 hour. Reason given by desk staff was delay with arrival from Singapore. It is worse than a low cost airline but the price is not low cost. Expensive yet terrible service.,False,,,Economy Class,,,,,,,1,,False,
Firefly customer review,8,2013-04-28,"USM-PEN. Quick check in was able to use the Bangkok Airways ""lounge"" in the airport free wifi drinks and cookies. Flight just over an hour in an ATR-72 turboprop looked fairly new seats comfortable enough for such a short flight. Bumpy ride due to thunderstorms in the area pilots did a good job flying around them as a result arrived slightly late. Overall good service. Would fly with them again.",False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,9,2013-02-21,Recently flew SIN-SZB (Subang) for the first time on Firefly. Excellent choice of timings and departure is from Terminal 2 Changi. Comfortable flight in a propeller plane with a snack of nuts or muffin with juice or soya milk served. The best part is arriving at Subang and in 15 mins after landing I was in the taxi to KL with my luggage. The journey also took only 25 mins to downtown - a far cry from KLIA. Would really use it anytime on this sector.,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,8,2012-12-06,A great airline for local travel - their flights from Subang mean a 20-30 min cab ride from central KL rather than going to the main airport terminal. Flew SZB to PEN - short flight but the cabin crew were there with a snack. Left perfectly on time.,False,,,Economy Class,,,,,,,4,,True,
Firefly customer review,8,2012-08-20,10/8/12 I flew SZB to PEN. It was a short and pleasant flight there was a snack and refreshments served at no cost cabin staff were pleasant and attention was paid to other passengers storing their bags appropriately. SZB was an easy point of departure the airport being simple and easy to manage there was a slight delay in take off and passengers were informed of proceedings.,False,,,Economy Class,,,,,,,4,,True,
