header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""Absolutely no complaints""",10,2022-11-20,"Flight left delayed however Air Canada informed us early enough via email and text so that we could leave for the airport later. Plane was clean, all classes fully booked but boarding went nevertheless smoothly and orderly, cabin crew was excellent/superb and to my surprise food was well presented and good. Even deplaning - which in Toronto is at times plagued by delays - went without a hitch. Absolutely no complaints.",True,,Couple Leisure,Business Class,Miami to Toronto,November 2022,5,5,"<span class=""star fill"">4</span>",5,5,,True,
"""Changed the time 5 times""",1,2022-11-18,Flight was delayed. Changed the time 5 times before it finally departed. The captain was saying different reason as to what the information texted to the passengers.,True,,Solo Leisure,Economy Class,Vancouver to Winnipeg,November 2022,1,2,"<span class=""star fill"">1</span>",1,1,,False,
"""our worst experience ever""",1,2022-11-15,"Not Verified |  This was our worst experience ever. Air Canada did not do its job well. The flight was just sitting on the runway for an hour at the Toronto airport. When we booked the flight and given the itinerary, it was just a 45 minutes technical stop over at London for which we were not required to offboard the aircraft. It was announced that we need to offboard and there is a lay over of 2.5 hours. We had to go through all the security checkins again. They did not start boarding until 25 minutes and then when we asked, they said it’s delayed for 2.5 hours due to technical issues. Again until 35 minutes before the scheduled time they did not start boarding. The staff at the gate did not have any clues about flight time. So many people missed connecting flight from Mumbai. Our bags did not arrive at Mumbai airport. Overall the whole flight experience was a big mess. Air Canada needs to show a responsible behavior and notify customers in advance if they already have such plans of extended pay over.",False,,Family Leisure,Economy Class,Toronto to Mumbai via London,November 2022,3,3,"<span class=""star fill"">3</span>",2,1,,False,
"""absolute worst customer service""",1,2022-11-15,"Not Verified |  The absolute worst customer service. Will never fly with Air Canada again. We were going from Vancouver to Toronto and our flight was canceled a few hours before the flight and we were put on another flight 7 hours later, which meant we lost 7 hours of our vacation, 5 of us had taken days off work which we could have worked, by the time we reached rental cars were closed, we didn’t get the hotel rooms we had wanted, and missed some of your planned events for that day as got to the hotel at 5am. I have contacted air Canada several times via calls and email and received 1 computer email giving a percentage off the next flight within 2 years for 4 people (even though we were 5). I have been requesting to speak to a representative for 4 months and still have not heard back.",False,,Family Leisure,Economy Class,Vancouver to Toronto,July 2022,1,2,"<span class=""star fill"">1</span>",1,1,,False,1
"""there is no reaction at all""",1,2022-11-14,"We booked a flight from Terrace CA to Zurich via Vancouver departure on the 17 September and arriving on 18 September. Flight number AC8440 (YXT to YVR) and AC882 (YVR to ZRH). While checking in at the airport in Terrace on 17 September we were told that the flight from Vancouver to Zurich has been canceled without upfront information. This resulted in the situation that we had to travel via Frankfurt to Zurich and arriving 10 hours later in Zurich as originally planned. In addition, we booked Economy Premium Seats for additional costs but were not delivered with Premium Seat class. I reached out to customer care on 17 September 2022 via Air Canada homepage, on customer care hotline on 24 October 2022 and via e-mail to customer care on 25 October 2022. As of today, there is no reaction at all.",True,,Solo Leisure,Premium Economy,Terrace to Zurich via Vancouver,September 2022,1,2,"<span class=""star fill"">1</span>",1,1,,False,1
"""I will never fly again with them""",1,2022-11-14,"I travelled from Charlottetown, PEI to Dallas via Montreal. My first experience was pretty good. My return flight was Dallas Fortworth to Charlottetown via Toronto Pearson Airport. My dallas flight experience was good. My troubles started when flight to Charlottetown from Toronto got delayed and later got cancelled. I received a message that my Charlottetown flight got cancelled. To know my options I approached a Air Canada personnel near the gate. That person suggested to contact Customer relations on Level 2 near escalators. I waited in que for 2 hours and want to know my options. One more personnel came to us that Customer relations at that place were overwhelmed and We need to see another customer support team on Level 3 at Toronto Pearson Airport. Me and some other folks came to see Level 3 customer support team as instructed and Customer support team said to us that they are not aware why we are standing in line. Before making this announcement, we waiting in line for almost 1 hour. When it is my turn, I asked the front desk attendant what are my available options as I need to attend work tomorrow. If I get refund, I would like to make a reservation with another carrier. She yelled at me and said that they don't handle refunds and I should email or contact online. I went online where I made my initial reservation and It doesn't give me an option to cancel the flight. Instead it checked me in for another flight on the next day without my approval. In the website, it clearly says ""If you are at the airport, see a customer service personnel and they will gladly help with changes"". They made me speak with a manager and his advise was that I have only one option. My next flight was more than 12 hours. They didn't offer hotel rooms or food vouchers. Instead they suggested me to reserve a hotel room and they will refund up to $300. They said Air Canada ran out of hotel rooms in big city like Toronto but as a individual I should be able to book room on my own. I should make my own to and fro arrangements from the airport to the hotel room. I felt disappointed for purchasing a expensive ticket with them. They treat their customers like shit and has no respect. If they delay your trip, you should be fine with their decisions even if it means that you can attend your job and lose your pay. Very unprofessional, very rude and pathetic customer service. I will never fly again with them.",True,,Solo Leisure,Economy Class,Dallas to Charlottetown via Toronto,November 2022,3,3,"<span class=""star fill"">3</span>",1,1,,False,3
"""Never using this airline again""",1,2022-11-14,"Not Verified |  This airline lost both my husband and my checked bags and they never made it Iceland! We had to spend about $1,000 USD on clothing in Reykjavik to survive the weather. Then, after we were home they found my husband’s basic black travel bag that was full of stuff he had already replaced. I never got my bag with irreplaceable items.  Air Canada is only allowed to compensate $1,600USD. I got a check finally, 4.5 months later. But honestly I’d rather have my belongings. Never using this airline again.",False,,Couple Leisure,Economy Class,Montréal to Reykjavik,June 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""I would fly on Air Canada again""",9,2022-11-14,"Flown Air Canada from Seoul (ICN) to NYC (LGA), however, despite so many negative reviews, the service attention by the crew members were high quality and excellent. Very casual and yet professional and courteous. The business class pods were very comfortable and clean, nice sleeping pads and blankets and plush pillow and lots of movie selections. The quality of food and presentation was not impressive with not much flavor though ample enough to fill you up. Drinks were plenty. The lighting in the business cabin was relaxing. Flight was diverted to Montreal due to heavy fog in Toronto but the pilots and the crews were right on providing updates frequently which avoided passengers frustrations. I would fly on Air Canada again and recommend those to try it out.",True,,Family Leisure,Business Class,Incheon to New York via Toronto,November 2022,5,5,"<span class=""star fill"">4</span>",3,4,,True,
"""hostile staff at the boarding gate""",1,2022-11-11,"Horrible experience, first paid in advance for our food only to find out none of it was offered and of the 9 choices we had only two were available. Then we had our gate changed across the airport last minute and as it was announced we rushed across the entire airport only to be met with hostile staff at the boarding gate. It was terrifying. Thankful to be on the plane and get back home but will making it a priority to avoid this airline in the future by all means necessary.",True,,Family Leisure,Economy Class,Toronto to Vancouver,November 2022,2,2,"<span class=""star fill"">3</span>",1,1,,False,1
"""extremely dissatisfied with Air Canada""",1,2022-11-11,"I am extremely dissatisfied with Air Canada. Besides the flight attendants themselves on the plane, the rest of the experience was awful. It began when my friend accidentally put down my nick name, ""Chase"" instead of Charles on my boarding pass. When we attempted to change, we ended up having to ""upgrade"" all 3 tickets for over $3500 and we didn't even get ""upgraded"" seats. I understand that is an error on our side, but I find it absurd that it cost everyone that much for one name change and  that we couldn't just upgrade one ticket instead of all 3. Also, the agent I spoke with on the phone was very rude, as was his supervisor. After I was told that everything was clear and I was good to go with my flight. I was woken up in the middle of the night (the morning of our flight) and told that I needed to get up and send more documents over. Next, while we were at the airport, the customer service agents at the desk were rude from checking in our bags, to the service desk in the terminal. Our flight was delayed twice (understandable), but when we approached the counter to ask about our connection that we were going to miss, we were told, ""go sit down, we have to go on our break right now"" and they two agents grabbed their stuff and walked off. We were left not knowing what was going on at the gate because the screen at the gate still read the previous flight's info the entire time we were sitting at the gate.",True,,Business,Economy Class,Chicago to Vancouver,November 2022,1,5,"<span class=""star fill"">4</span>",1,1,,False,4
