header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""Worst company ever""",1,2022-11-01,"Worst company ever. For flight with 4.15h 1 small glass of plastic tasting water. I asked if I can by something, no, not an option. Very rude crew. Haven't seen in my life so bad attitude and they lost my bag with all my necessary things.",True,,Business,Economy Class,Amsterdam to Tbilisi,October 2022,2,1,,1,1,,False,
"""musty plastic tasting water""",2,2022-10-17,"Not Verified |  The total customer service onboard was one third of a cup of musty plastic tasting water. No food, no snacks, not even the opportunity to buy anything. No announcements about transit (we were continuing on to Birmingham). We were all bussed off the plane and ended up at Passports. Told the official we were in transit. She wasn't interested. The next hour was a back and forth of security, immigration, cleaners, rude assistants which resulted in several people missing their connections and us having to run for 10 minutes to scramble onto our flight. I'm 67.",False,,Couple Leisure,Economy Class,Tbilisi to Amsterdam,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""they are now ignoring me completely""",1,2022-08-11,"Terrible experience. Missed my connecting flight because of their huge delay. They then sent me to Vienna anyway where I was stuck for 2 nights. They said I could just speak to the desk that didn’t exist. No one helped and I had to end up paying huge amounts for hotel and transfers. Lots of other people in the same situation, they are now ignoring me completely and offering no compensation.",True,,Solo Leisure,Economy Class,Tbilisi to Paris via Vienna,August 2022,1,1,,1,1,,False,
"""don't care about passengers""",1,2022-07-27,"Flight Vienna to Tbilisi was delayed for 2.5 hours, as a result i missed my second Flight home. They work very slow and don't care about passengers, even on board, no food or rttention There were no available flights on the next days and i have to stay in Tbilisi until 4th August.",True,,Solo Leisure,Economy Class,Vienna to Tbilisi,July 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""a bad advertisement for Georgia""",1,2022-06-03,"I bought a ticket with Georgian airways (251,2 €). They cancelled the flight one month in advance, but I found it out by myself, as they did not contact me first. I asked them what to do. They sent me a false ticket (flight not existing), and then they stopped answering me. Finally, they never helped me to find a solution. I had to buy a new ticket at the last moment with another company in order to fly to Georgia (I went with friends). so I had to pay an expensive ticket (> 300 €). Since that time, I wrote them several times and I never got an answer. I am starting to be desperate to get back my money. What a bad experience and a bad advertisement for Georgia country.",True,,Solo Leisure,Economy Class,Paris to Tbilisi,April 2022,,,,,1,,False,
"""Ground service is non-existent""",1,2022-05-08,"If you want to fly cheap, go for it. But beware: planes are 99% late. Ground service is non-existent (like priority boarding. Don't book any extra service, you only will be disappointed.",True,,Solo Leisure,Economy Class,Tbilisi to Vienna,May 2022,2,2,,1,1,,False,
"""Never flying with them again""",1,2022-02-05,"Not Verified | No food (only water) offered on a 5 hour flight, it's a disgrace. Also not allowing hand luggage for a child to be checked in for free when with other airlines we've been offered that. Charging ridiculous 130 euro to check in a bag at the airport.  Airline magazine at the airplane 2 years old (from 2020). They don't want to do anything for their passengers, just find easy way to take money. Never flying with them again.",False,,Family Leisure,Economy Class,Tbilisi to Amsterdam,February 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""waiting for the refund for more than a year""",1,2021-11-26,"Have been waiting for the refund for more than a year. My flight was supposed to be in September 2020. But it was canceled. I started to contact Georgian Airlines and in the first months, I did not receive a response from the airline at all. Then after continued pinging, they respond to me that they will refund my money and asked for my bank details. I provided this information on 11th September 2021 and then on the 15th of September, they promised that funds will be transferred within 15-20 business days. On the 22nd of October, I asked them by email about my refund. They answer that it will take a little more time. After 40 working days had passed I wrote them again on 9th of November. Since then they are not answering my emails with compliance. They are completely ignoring me. It is normal for Georgian Airlines representatives to ignore you or finish the conversation in the middle. They make promises on a regular basis and don't keep them.  None of the provided dates are accurate.  They are just holding up the money for no reason. I think that such actions are inappropriate. I don’t recommend to anyone to buy tickets at this company. You will just lose your money and get a lot of problems.",True,,Couple Leisure,Economy Class,Tel-Aviv to Tbilisi,November 2021,,,,,1,,False,
"""They have the worst support ever!""",1,2021-08-16,"Not Verified |  They have the worst support ever! No online option for cancelling a ticket. When I wrote to them to cancel the ticket, they answered me once with the options. When I have told them what to do, they have not replied again. I tried to call them various times, but each time after 5 minutes the call is being ended because nobody picked up.",False,,Solo Leisure,Economy Class,Berlin to Tblisi,August 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""I still haven't received the refund""",1,2021-07-26,"Not Verified |  Flight was cancelled due to Covid measures in Georgia. Understandably, of course. Everything was clearly communicated up front. However, afterwards the communication with the customer service, the claims department and the Amsterdam department were horrible. No one could tell me exactly how I could claim my refund, whereas it was clearly stated that I was elligable. Now, more than a year later, I still haven't received the refund or a clear message about the way this should be (or should have been) handled. The email-contact is very vague and they keep telling me they'll check for updates and then I don't receive any follow up. Terrible service overall.",False,,Solo Leisure,Economy Class,Amsterdam to Tbilisi,August 2020,,,,,1,,False,
