header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""the airline doesn’t have consistency""",7,2022-10-12,"There was a 20 minutes delay due to late arrival. Boarding was done with bus at very remote location. The aircraft a little overused. Seats were standard Euro Business that had better days. Safety presentation was done with dropdown screens; the first row left screen was not operating. Welcome was professional but not friendly. After departure service started which was consisted of a box with local produced packed products. There was a selection of drinks and sparkling wine. At the end coffee was offered which were 2 spoons of coffee and hot water – nothing special. No IFE app. At Dubrovnik had to bus transfer to the terminal had to pass through passport control, print your boarding pass and go through screening again. No connecting passengers’ service. Lounge at DBV was small and selection of food was 3 different kinds of sandwiches. Boarding to DH4 was done by bus but this time crew was much friendlier. Service was much better, asked if wanted second round of drinks and same coffee was presented perfect. Pity that the airline doesn’t have consistency.",True,A319 / DH4,Couple Leisure,Business Class,Frankfurt to Athens via Dubrovnik,October 2022,3,4,,1,4,,True,
"""The service was terrible""",3,2022-07-12,"The flight was fine but the staff is totally careless. During the flight they were quite rude and after, I had to contact them for some information and they took more than a week to reply and they asked about the flight info 3 times. The service was terrible!",True,,Solo Leisure,Economy Class,Copenhagen to Zagreb,July 2022,3,2,"<span class=""star fill"">1</span>",1,2,,False,1
"""not particularly friendly""",1,2021-11-04,"My flight was canceled without any explanation. While the communication was fast, we were only given a choice of a ridiculously long layover for the first flight and a two days delayed return flight which was not acceptable. It didn't seem like they actually tried to help us and were not particularly friendly.",True,,Couple Leisure,Economy Class,Amsterdam to Sarajevo via Zagreb,December 2020,1,1,,1,1,,False,
"""the most horrible flight experience""",1,2020-09-28,"Unfortunately this was the most horrible flight experience in years : at the airport the check in started with delay later on they let us wait in a small corridor with seats for 6 people - I immediately with cod some services are reduced but what Croatia Airlines did was simply scandalous - everybody did receive 25 cl of still water - nothing else ; As soon the fasten seat belts sign was switched off, immediately the FA did close the curtain of the pantry in front of the cabin - obviously to eat and drink by themselves - sounds of opening cans with soda's were heard and there was a smell of coffee. The restroom in front op the plane normally for business class passengers remained unavailable during the entire flight - people were rudely sent way to the rear end of the plane. One of the FA very rudely threw some papers she did not need on empty side aside me. The only item this airline did was taking away the money of the business class passengers. FA were very unfriendly as well.",True,A319,Business,Business Class,Dubrovnik to Frankfurt,September 2020,2,1,,1,1,,False,
"""I never received a refund""",1,2020-08-21,"Croatia Airlines has a codeshare with Turkish Airlines so my ticket from Istanbul to Zagreb was paid to Croatia Airlines. The flight on June 19 2020 was canceled but I never received a refund. I requested the refund several times and I always got a vague answer that the refund is not possible at this time. I wanted to warn other travelers not to purchase tickets with Croatia Airlines at this time when the country is placed on UKs red list because the refund with this company seems impossible. I received refunds related to Covid 19 from British Airways, Pegasus and Turkish Airlines. It seems that only Croatia Airlines is not issuing the ticket refund.",True,,Solo Leisure,Economy Class,Istanbul to Zagreb,June 2020,,,,,1,,False,
"""cash refund would not be made""",1,2020-06-04,"Cancelled flight and only offered voucher or rebooking. I selected voucher, but EU requires cash refund also be offered. On contacting Croatia Airlines they insisted that because a voucher was selected then cash refund would not be made.",True,,Solo Leisure,Economy Class,Zagreb to Vienna via Bucharest,March 2020,,,,,1,,False,
"""flights were on time, uneventful""",7,2019-12-21,"Sarajevo to Amsterdam via Zagreb. Both flights were on time, uneventful, and included a small snack bag. First leg was on a Q400 turboprop, second on an A320. Both planes looked to be in good condition. Zagreb gate staff were strict on cabin luggage size and weight so some bags had to be checked at the gate. The last flight landed on the distant Polderbaan runway in Amsterdam and was a 25 minute taxi to the gate but that's not Croatia Airlines' fault. Overall cheaper than Lufthansa.",True,Q400 / A320,Business,Economy Class,Sarajevo to Amsterdam via Zagreb,December 2019,4,4,,4,4,,True,
"""very bad in every respect""",1,2019-08-15,"Rome to Sarajevo via Zagreb. The shame of airlines, boorish staff, rude, rude, endless delays, service on board non-existent, tiny turboprop aircraft where you can't even bring your trolley bag on board. Croatia Airlines, very bad in every respect. I was also denied a glass of carbonated water because you could only give in business.  Never again with them, first and last time. La vergogna delle compagnie aeree, personale cafone, maleducato, sgarbato, ritardi infiniti, servizio a bordo inesistente, aerei minuscoli a turbo elica dove non puoi neanche portare il trolley a bordo. Croatia Airlines, pessima sotto ogni punto di vista. Mi è stato negato anche un bicchiere di acqua gassata perché solo in business si poteva dare. Oltre la vergogna, Mai più con loro, prima e ultima volta.",True,bombardier,Solo Leisure,Economy Class,Rome to Sarajevo via Zagreb,August 2019,2,1,,1,1,,False,
"""no-frills airline delivers as planned""",8,2019-08-15,"Zagreb to Dubrovnik. A320 aircraft which is  comfy, friendly service, experience at the airport was smooth, website is very easy to use and allows for online check-in and seat selection easily with mobile (iPhone Wallet) Boarding Pass, etc.. Pre-flight email notifications for check-in and flight info were very useful. Service on-board friendly and flight was on-time. I had a technical question on my booking after the flight and was able to find the customer service email address directly on Croatian Airlines website and email them. A customer rep replied in perfect English within a couple of hours with all the details. Overall no-frills airline but delivers as planned, with up-to-date digital platform and the experience was very smooth for a very competitive price.",True,A320,Business,Economy Class,Zagreb to Dubrovnik,July 2019,4,4,,4,5,,True,
"""Avoid at all costs""",1,2019-08-05,"Split to Munich. Avoid at all costs. My boyfriend and I had ONE checked luggage under his name ( you are allowed one free checked bag per person). We each had a carry on as well that we had no issues with when we travelled to our destination. However, on our way home, my boyfriend was hauled aside and forced to check in his carry on for a whopping $400!!  Because they claimed it was “too big”  was a normal size) now, they could have checked it in under my name free of charge since I had no checked bag under my name (I’m entitled to one free one) but they refused, and instead scammed my boyfriend for $400. The only reason he paid was because we were close to missing our flight. The representative at the Munich airport (this happened in split) was appalled at what had happened to us and assured us that we were treated wrongly and to issue a complaint against Croatia airlines. They still refuse to refund his money and claim they can’t do anything since he already paid.",True,,Couple Leisure,Economy Class,Split to Munich,August 2019,1,1,,1,1,,False,
