header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""flight attendants were all very friendly""",9,2021-03-08,"Not Verified |  Very nice cabin, comfortable seats and good entertainment systems. The food tasted very good and there was enough food for the flight length. The flight attendants were all very friendly except 1 steward. (Plane: 7T-VJA, Date: 8 July 2019).",False,A330-202,Family Leisure,Economy Class,Montreal to Algiers,April 2020,4,3,"<span class=""star fill"">4</span>",4,3,,True,
"""Very bad service""",2,2019-12-26,"Not Verified |  Paris to Oran. Very bad service for an extremely expensive price. The plane cabin was dirty, the seats uncomfortable. The cabin crew were incompetent and very haughty. Take this airline only when absolutely necessary. If you choose to spend your vacation it is a very bad choice. Unfortunately this company puts our country to shame",False,,Family Leisure,Economy Class,Paris to Oran,July 2019,2,1,"<span class=""star fill"">1</span>",1,2,,False,1
"""checked in luggage was lost""",1,2018-08-03,"Amman to Barcelona via Algiers. I would not recommend this airlines at all. During my trip from Amman to Barcelona through Algiers, all my checked in luggage was lost, and it has not been found since. I submitted two claims, but the airline never got back to me (not answering phone or email).",True,,Solo Leisure,Economy Class,Amman to Barcelona via Algiers,June 2018,3,3,,1,1,,False,
"""service onboard was excellent""",9,2018-07-19,"London to Algiers. There was a slight delay, but the service onboard was excellent. Clean, very nice food and friendly personnel. Very pleased with the whole experience. Would fly Air Algerie again.",True,Boeing 737,Solo Leisure,Economy Class,London to Algiers,July 2018,5,5,"<span class=""star fill"">4</span>",5,5,,True,3
"""Aircraft is old and dirty""",1,2018-03-25,"Algiers to Paris, the worst airline ever. Aircraft is old and dirty. Flight time was delayed and postponed. The check in process at counter is very slow. The only efficiency thing is their system down time. The staff is not well trained etc.",True,,Business,Economy Class,Algiers to Paris,March 2018,1,1,,1,3,,False,
"""My luggage did not come in""",1,2017-10-18,"✅ Verified Review |  Bamako to Algiers. A 21:15 flight was delayed around 21:30. This was the first we heard anything. At around 22:30 we were told the plane would take off the next day. We were fed by 23:00. Around 00:00 shuttles started to a hotel. I got yelled at by airline personnel while boarding a shuttle. The last of us got to the hotel around 2:30 where we were dropped off with no information. The hotel was absolutely horrid. The hotel personnel shared no flight information so around noon the next day I asked for a number for the Air Algerie personnel who'd made the reservation. He picked up after about 3 calls and told me not to call back. Around 17:00 we were told to be ready to depart at 00:00. Around 23:40 2 shuttles came. There was a mad, unorganized rush to board the shuttles because there wasn't enough space. I got pushed and shoved but left behind. One shuttle left the hotel without having its door closed. Around 00:30 another shuttle came and I managed to get on. After standing in line at the airport for an hour I got a new boarding pass. I was assured that the luggage that I had handed over the previous day would be on the plane. Service on the flight was fairly decent. Plane landed around 8:00 and took off fine. The seat was absolutely filthy, however, and the bathroom was disgusting. My luggage did not come in. I tried to report my luggage as lost but was told I could not because I had no baggage claim tickets (they'd been taken by the airline when I got my new boarding pass). I was told to come back the next morning at 3:00. I got yelled at again while reporting the luggage lost.  Another passenger said that a plane from Bamako was coming in at noon and we should wait so I did. luggage came in around 12:30.",False,Boeing 737,Solo Leisure,Economy Class,Bamako to Algiers,October 2017,2,3,,1,1,,False,
"""Excellent flight""",10,2017-06-23,"✅ Verified Review |  Excellent flight, good service with hearty meal (starter main course dessert tea and coffee) Duty service on board. A generous pitch for economy class seats. Note the delay at departure due to the closure of Orly airport and the flights diverted to Paris CDG.",False,A330-200,Solo Leisure,Economy Class,Algiers to Paris,March 2017,5,5,,4,5,,True,
"""Very good flight""",10,2017-06-23,"✅ Verified Review |  Paris to Algiers. Very good flight, excellent catering, clean plane, but crowded. The cabin is spacious for a 737, room for the legs, comfortable seat. Very good meal for a 2 hour flight. The crew is listening. Only complaint, the windows were dirty.",False,Boeing 737-800,Solo Leisure,Economy Class,Paris to Algiers,March 2017,5,5,,4,5,,True,
"""service is very bad""",1,2017-05-23,"✅ Verified Review |  Algiers to Montreal. The service is very bad, actually, there is nobody to whom to talk my flight was supposed to be on Tuesday at 12;40, But we flight at 1830 cause a strike. The food was  inedible. I missed my connection in Montreal to Toronto (knowing I bought my ticket 160$) And for sure, no one from Air Algerie in Montreal to receive us. I spent the night in the airport. I will never ever take this company again.",False,,Solo Leisure,Economy Class,Algiers to Montreal,May 2017,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""staff are a mixed bunch""",3,2017-01-17,"✅ Verified Review |  Flew Air Algerie from Oran to Paris. I do not understand where this airline got 3 stars from, 1 should be more appropriate. The cleanliness, or rather lack of, is a major issue. The newer planes especially are already really dirty (food crumbs everywhere, seats are not cleaned and toilets a disgrace). Staff are a mixed bunch, some are friendly but others have never heard of politeness or friendliness. Languages spoken are Arabic and French, you can forget about English. Food is just acceptable, nothing more. Flights are usually not on time (especially flights later in the day). Legroom is, in fact, acceptable.",False,Boeing 737-800,Business,Economy Class,ORN to ORY,January 2017,2,1,,2,2,,False,
