header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""they lost a customer already""",1,2022-11-20,"The plane hasn’t taken off yet and I already know this is mediocre airline. The flight was delayed more than one hour because of some mechanic problem, which doesn’t make me happy, who wants to fly on a plane with mechanical problems. Also, you check the dimensions of you personal item and it meets the measurements, when you arrive to the gate they asked you to fit the bag in square, and mine did not fit, so I had to pay $100. I only hope is a smooth flight, but they lost a customer already. Keep taking advantage to whom pay you. It is really sad these so called “low cost” airlines exists what a shame",True,A320,Couple Leisure,Economy Class,Atlanta to Las Vegas,November 2022,1,2,,1,1,,False,
Frontier Airlines customer review,1,2022-11-20,"People were forced to either pay the 100$ carry on fee or throw away enough things to let their bag fit in the space without forcing it. Plane was switched an hour after scheduled flight time and different gate assigned. No services or compensations for any of the inconvenience. No in flight entertainment, just pure trash.",True,A320,Couple Leisure,Economy Class,Las Vegas to Salt Lake City,November 2022,1,2,,1,1,,False,
"""charged $100 for my case""",1,2022-11-20,"Extremely rude staff at the airport! I was charged $100 for my case that fit into their box because ""you can't stuff it in like that"". Ridiculous!",True,,Solo Leisure,Economy Class,Chicago to Newark,November 2022,1,1,,1,1,,False,
"""Worst customer service""",1,2022-11-19,Worst customer service starting from luggage check-in till end. What is the point of having staff if we need to do all the check-in process. Never flying in this airline again. Gate changed too and flight was delayed. Highly not recommended to anyone.,True,,Couple Leisure,Economy Class,Las Vegas to Dallas Ft Worth,November 2022,1,1,,1,1,,False,
"""I’ve been hung up on four times""",2,2022-11-19,"Let’s start with I have been trying to get a hold of a representative either chat or telephone and to my surprise no luck. I’ve been hung up on four times, no one has ever answered my chats. So how do you fix something if you can’t even get ahold of anyone.",True,,Family Leisure,Economy Class,Denver to Dallas,November 2022,1,5,,2,2,,False,
"""I am so unbelievably frustrated""",1,2022-11-19,"Had the flight canceled due to mechanical issues. Understandable to cancel. I swapped my ticket to go from DFW to DEN then DEN to PHX. However, I asked for a hotel voucher to go rest since I have nowhere to go and my flight is now nine hours away. I have a spinal issue where I am in extreme pain constantly and would like to lie down and feel better. Still over 4 hours have passed and have not received one. Spoke with the front desk agents that were very nice. However, their superior has been ignoring their messages and calls. I’m sitting here writing the review right now as I am still waiting for something which will be completely worthless at this point. I am so unbelievably frustrated with how the superiors behave towards their customers by completely ignoring them when there are cancellations. It seems they don’t care one bit about the people that fly with them. If I could have gotten another ticket with a refund I would have. However, I bought the ticket over a month ago for a cheap price and now the flights were 5-10 times the price I originally paid. It shouldn’t be my problem to solve when they have issues and if they can’t accommodate things quickly or efficiently I shouldn’t be made to suffer. I understand this happens sometimes but there should be some better protocols than we will refund you the small amount you paid or change your flight for you and you’re on your own for anything after that point. It’s just ridiculous to be going through this especially when someone is suffering from a medical condition and can’t do anything but wait in the airport or pay for my own hotel room.",True,,Solo Leisure,Economy Class,Dallas to Phoenix,November 2022,1,1,,1,1,,False,
"""haven't returned my voucher""",2,2022-11-19,"I have booked my flight through Frontier last December and the flight got cancelled, they gave me a voucher for that amount, I have booked my flight again with the voucher and had to cancel due to unforeseen circumstances, they haven't returned my voucher and haven't returned back my credit card pay",True,,Solo Leisure,Economy Class,Portland to Orlando,December 2021,1,1,,1,1,,False,
"""never had an issue with this bag""",1,2022-11-18,I usually have had great experiences while flying Frontier but this was the worst experience I have ever had with an airline. My bag fit in the personal item container before boarding and I was charged 100$ when it clearly fit in the sizing slot. I have never had an issue with this bag in the past on Frontier. The seat had crumbs on it and the window was greasy and covered in finger prints from the person before. There was no way that the plane was cleaned before the flight. I wanted to talk someone at the front desk for Frontier at MSP about the issues but the front desk was closed. Absolutely ridiculous.,True,,Solo Leisure,Economy Class,Denver to Minneapolis,November 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""Worst airline in existence""",1,2022-11-17,Not Verified | Worst airline in existence. 3 days on hold for 2 hours to be hung up on by their automated line. Submitted a call back from chatbot got the call back as I should have been next - waited on hold another 40 minutes before I hung up. Messaged on fb and twitter as directed - no response. Hello bankruptcy - goodbye Frontier,False,,Business,Economy Class,Texas to Orlando,October 2022,1,2,,1,1,,False,
"""Really bad customer service""",1,2022-11-17,"Not Verified |  Really bad customer service and cancelation terms. Be careful if you want to cancel your ticket, they will show you an amount it will cost you on the webpage, but its not the amount they will take - and they don't do anything for you at customer service. They don't even answer you",False,,Solo Leisure,Economy Class,Washington to Las Vegas,November 2022,,,,,1,,False,
