header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""The flight was quite good""",8,2022-11-16,"The flight was quite good, the friendliness of the ground and air staff was very good. Quite satisfied with the flight this time. Thank you Top Choice for domestic options. Penerbangan yang cukup baik, keramahan Staff darat dan Udara sangat baik. Cukup Puas dengan penerbangan kali ini. Terima kasih. Pilihan Utama untuk pilihan domestik.",True,A320,Business,Economy Class,Medan to Denpasar Bali via Bandung,October 2022,3,4,,4,2,,True,
"""Uneventful flight""",6,2022-09-28,"Uneventful flight, lucky not having had any delay. Definitely this airline is the better (if not best) option when flying low cost in Indonesia, also related to safety. Don’t expect anything, even not a glass of water (when flying cheapest fare). Little seat pitch though.",True,A320,Couple Leisure,Economy Class,Jakarta to Lombok,September 2022,2,2,,4,5,,True,
"""found the customer service extremely good""",8,2022-09-27,"Not Verified |  First time using this airline and pleasantly surprised. Compared with other low-cost airlines, I have found the customer service extremely good. Knowing that the flight was delayed by a few hours, the staff did everything they could so I didn't miss my connection with another airline (Scoot) at Penang airport. I was surprised, cause usually airlines don't care since you are using another airline afterwards. In this case, they arranged for a staff to pick me up straight from the plane to the boarding gate. He helped me skip all the queue at customers etc. Without their help I would have missed my flight 100%. Thanks again! Also, unlike other low cost airlines, this one is not tacky and actually quite classy. The hostesses are also very pretty! However the plane was very late so I can only give 8/10",False,,Solo Leisure,Economy Class,Medan to Penang via Singapore,September 2022,5,5,,5,5,,True,
"""indicate free baggage allowance""",1,2022-09-20,"On their website they indicate free baggage allowance for international flights up to 20kg. The airline staff at the airport would not accept this and instead charged me 420 Malaysian ringgit (~£84) for the 15kg baggage, which was more than my actual flight ticket. I tried to dispute but they weren’t helpful at all. Then in-between going to a cash point (because yes they don’t accept card) to get the money and pay for it, they increased the fee by another 15 ringgit. They claimed the fee/kg increased when I left.",True,,Solo Leisure,Economy Class,Kuala Lumpur to Jakarta,September 2022,2,2,,1,1,,False,
"""should be postponed or worse cancelled""",1,2022-07-03,"The flight delayed for 2 until 3 hours due to operational issue. After delayed that long, it ended up with changing the plane by saying the initial plane was broken and cannot be used for now. I mean, if you really know that the plane would not be able to operate, please immediate change the plan without giving false hope for the customer that long. Every people has their own plans with their times. Something that we can do on time, should be postponed or worse cancelled by this. Very harmful.",True,,Business,Economy Class,Jakarta to Palembang,July 2022,1,1,,1,1,,False,
"""Arguably the best LCC in Indonesia to date""",9,2022-06-06,"Yogyakarta YIA to Jakarta CGK onboard QG9779. The light load of this flight means that the check in was done in a very fast manner, and the check-in staff dealt with our tickets and bags fairly quickly. The applaudable part of it was that the check-in staff was very conscientious. Knowing that our seats were assigned randomly, she willingly and proactively offered us to get a seat in the same row. That was very nice of her. Boarding commenced on time and I was welcomed by the crew. Once again, the light load of this flight meant that social distancing was possible - the cabin crews started moving several passengers who have asked for a seat change to seats A and F only so that a very safe distance was created. Seat was comfortable, well sanitized, and so did the cabin. There were not much to do in this short hop as we took off and landed relatively on-time. Overall, I can see why Citilink is rated as a 4-star airline and a 5-star airline for COVID-19 handling. Special praise goes to the crews and the ground staff of this airline for being conscientious, friendly, proactive, and smart. Arguably the best LCC in Indonesia to date.",True,Airbus A320,Family Leisure,Economy Class,Yogyakarta Kulon Progo to Jakarta Soekarno-Hatta,April 2022,4,5,,5,4,,True,
"""cabin crew were friendly""",10,2021-04-07,My flight with Citilink was actually great even though it was 40 minutes late due to operational issue (It is very rare because Citilink is always on time). The cabin crew were friendly and the seat is comfortable enough. The legroom is fine.,True,,Solo Leisure,Economy Class,Surabaya to Jakarta,April 2021,5,5,,5,5,,True,
"""taking passengers time for granted""",2,2020-11-10,"Not Verified |  Flight booked for 9.10 am. Changed by airlines to 12.40 pm. Actual departure time 1.40 pm and no info from anywhere for the delay. Airlines taking passengers time for granted. Non serious airline. If you value time, never go for Citilink.",False,A320,Couple Leisure,Economy Class,Jakarta to Yogyakarta,November 2020,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""non-reliable in terms of timeliness""",2,2020-11-10,"Not Verified |  Pathetic service in terms of punctuality. No info from staff. For a journey time of 1 hour, flight delayed by 2 hours and yet no info anywhere. Absolutely non-reliable in terms of timeliness.",False,A320,Couple Leisure,Economy Class,Yogyakarta to Jakarta,November 2020,1,1,"<span class=""star fill"">1</span>",1,2,,False,1
"""asked me to process the voucher refund""",1,2020-09-21,"During the pandemic the flight was not allowed to depart, so i decided to call Citilink for the refund and continue the process starting from April 2020 until now. The refund center remain silent and no response from May 2020 until now. I also asked on April 2020 if my refund can be change to voucher or reschedule but the answer is no because I have been proceed with refund process. but on August 2020 when I follow up the refund process, they give me the answer that the don't know how the refund will be done so they asked me to process the voucher refund. honestly if they told me during April 2020, I will directly process the voucher refund. but that time they said you can not process the voucher refund because I already process the money refund. So right now Citilink only silent and waiting for me to change from money refund to ticket refund.",True,,Family Leisure,Economy Class,Jakarta to Denpasar,May 2020,,,,,,,False,
"""make a refund for the flight""",1,2020-05-25,"They changed the schedule and suggest us to make a refund for the flight. I made refund for 7 people of my family since Feb 2020. They said that the refund had been processed in 4 April 2020, but until now the money not yet credited to my card account. The last chat on 24 May 2020, they said that we must waiting 30-60 business days until the money come.",True,,Family Leisure,Economy Class,Surabaya to Denpasar,February 2020,,,,,3,,False,
