header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""Concerned about the COVID safety of this flight""",2,2020-10-13,"Concerned about the COVID safety of this flight. Passengers were requested in English, to board by seat row numbers e.g 1-4, 1-8, 1-12 etc, which is sensible. Unfortunately the majority of the passengers were young Khmer men who do not understand English. The consequence was serious overcrowding in the tunnel. I was trapped there shoulder to shoulder with other passengers for at least 10 minutes. To compound my concerns, I understand that Khmer people returning to Cambodia are not required to obtain a COVID negative test prior to flying, unlike foreigners such as myself. In addition to the poor boarding process, the plane was almost full and being a short haul flight the seats were small and close together. Despite SilkAir being owned by Singapore airlines, they gave not adopted the high standards operated by Singapore Airlines. One must also question the wisdom of serving a meal where masks are of course removed, on a flight with only a 100 minute duration.",True,,Business,Premium Economy,Singapore to Phnom Penh,October 2020,2,3,,1,4,,False,
"""it turned out okay""",8,2020-06-11,"I came from Japan and had a transit connection in Singapore, this was my first flight with Silk Air. As much as I looking forward to it, I have a less expectation on it, and it turned out okay. If I could choose my connecting flight, I would rather stay with SQ to Bali. The plane was rather old and dull, and the seat wasn't look inviting. There was no inflight entertainment and luckily just around 3 hours flight, they provided the newspaper and wifi connection just doesn't work. The breakfast was a delight and I wouldn't speak higher for the experience.",True,Boeing 737-800,Solo Leisure,Economy Class,Singapore to Bali,March 2020,4,5,,5,4,,False,
"""responded promptly and courteously""",10,2020-04-02,"Hiroshima to Kuala Lumpur via Singapore. This is a review of a flight that was cancelled due to COVID-19. At first they changed the departure airport to FUK. This was unacceptable since it is a long was from HIJ. So I asked them for a full refund for all flights. Despite what must have been an incredibly busy and stressful time for them and their staff, they responded promptly and courteously to all communications, including calling me in Japan from Singapore. The refunds were duly processed with no debate as to whether the change from HIJ to FUK was reasonable or not. Well done to them for their excellent service under trying circumstances for everyone. Put the service of some other airlines to shame. And, guess what, when this is all over and we can start flying again, this is an airline I will definitely think highly of - even though I never got on their plane.",True,,Couple Leisure,Economy Class,Hiroshima to Kuala Lumpur via Singapore,April 2020,,,,,5,,True,
"""Comfortable, good service""",10,2020-03-27,"Singapore to Yangon. On-time departure from Changi terminal 2. The economy cabin felt clean and the crew were friendly. My expectation was for a basic and efficient service which was we got. This was an evening flight so we had a basic dinner which was okay, as good if not better than the Premium Economy meal from Melbourne to Singapore. Same wine Sauvignon Blanc. This time no other option so I opted for the red. Comfortable, good service, no complaints.",True,A319,Couple Leisure,Economy Class,Singapore to Yangon,March 2020,4,5,"<span class=""star fill"">4</span>",1,5,,True,
"""Long check-in queue""",8,2020-03-07,"Makassar to Singapore.  Crowded flight, Long check-in queue and time. The take-off is smooth Great service, a good meal. The flight attendant is great.",True,A320-200,Family Leisure,Economy Class,Makassar to Singapore,December 2019,4,5,"<span class=""star fill"">4</span>",3,4,,True,
"""not recommend using Silkair""",2,2020-02-29,"Am supposed to be on a flight on MI346 from Singapore to Penang on 28 Feb 20, 7.55am. After waiting for 30 minutes, was updated that plane is waiting for the engineering crew to check on some system fault, though it is not a risk for flight. The crew then served us some snacks to appease some of the angry customers and as I bite into the Old Chang Kee curry puff, the cover was already soggy and very nasty for consumption! At about 9.50am they told us that the system cannot be rectified and got us to another plane at gate E6 which is all the way to the other side of the airport. The flight is now delayed to depart at 10.45am. A good 3 hours has been wasted and thus affected my medical appointment. I do not recommend using Silkair, just go for other budget airlines, it just doe not worth the money paying premium and yet getting such lousy service!",True,Boeing 737,Couple Leisure,Economy Class,Singapore to Penang,January 2020,3,2,"<span class=""star fill"">1</span>",2,2,,False,
"""Pretty decent flight""",9,2020-02-25,"Singapore to Davao. Pretty decent flight with a very well organized crew! Happy to serve and with a smile from crew members. The style of the seats is a bit old fashioned (color of the seats). There is no entertainment on the plane but you can connect to the WiFi and get the movies on your device, but only if you have the SilkAir app! Silk air should let us know in advance before you get a 5:30h flight.",True,A320,Couple Leisure,Economy Class,Singapore to Davao,February 2020,3,5,"<span class=""star fill"">1</span>",4,4,,True,1
"""Worst experience in my life""",1,2020-02-02,"Singapore to Kathmandu. The seat was so dirty and cover was stained. The food I was given was Rice and potato. No veggies no meat no fruits. Is it because Nepal is poor country? Also, no internet and no video surfing in the flight. Worst experience in my life.",False,,Solo Leisure,Economy Class,Singapore to Kathmandu,February 2020,1,2,"<span class=""star fill"">1</span>",3,1,,False,1
"""not recommend this airline""",1,2020-01-11,"Singapore to Cairns. I would not recommend this airline. What a disappointment considering they are affiliated to Singapore Airlines which are great. Firstly the seating feels the way it looks. Must be the worst looking interior, old badly maintained (seat pockets were broken on both flights), the seats were super uncomfortable, the food was terrible and the flights were late on both occasions. Silk Air will not see me again.",True,Boeing 737-800,Family Leisure,Economy Class,Singapore to Cairns,January 2020,1,2,"<span class=""star fill"">1</span>",2,2,,False,1
"""SilkAir is shockingly bad""",3,2019-12-04,"Kuala Lumpur to Singapore. SilkAir flight departed late due to late arrival of incoming flight. When it was time to board, a hoard of people rushed to the gate. The announcement said business class and gold members first but the hoard was clearly neither. Staff did not bother to enforce the boarding process and didn’t even check the boarding passes of most passengers. Boarding of SilkAir is like a bogan fest of people without manners. On board, the seats are old. My seat has basically outworn it’s upholstery. The toilet is tiny and disgusting. Even upon boarding, the toilet smelled like it was full of stale pee. In flight, the plane was blowing hot air until the plane had enough altitude. One drink service of coffee, tea or juice. Overall, SilkAir is shockingly bad. I am glad to hear Singapore Airlines replacing SilkAir.",True,Boeing 737,Business,Economy Class,Kuala Lumpur to Singapore,December 2019,2,4,,5,3,,False,
