header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""refused to refund it""",1,2022-11-03,"I booked a ticket for November, and in October they had a pilot strike. I decided to cancel the flight at the time and rebook it be on a different airline, and what followed was an entire month of trying to reach them via phone, email and finally Whatsapp messenger. The phone call center assured me that I would be refunded for my ticket and to email an address that always returned the messages; the email never responded; the Whatsapp usually responded hours late and didn't give me a chance to respond. Finally on November 3, just nine days before my flight, they cancelled via WhatsApp but refused to refund it, and in addition imposed a $200 fine for cancellation. This is not an airline, it's a money grabbing scheme.",True,,Solo Leisure,Economy Class,Lisbon to Sao Paulo via Luanda,November 2022,,,,,1,,False,
"""Both flights were 3 hours delayed without communication""",1,2022-10-10,"Both flights were 3 hours delayed without communication. First flight delay was because of a fuel stop which apparently happens regularly. The return flights were then even cancelled and there was no alternative route offered via other airlines so that I was stranded 4 days (at the moment 4 days at least) in a shabby hotel in Lisbon. I have checked with real estate agents and am aware of alternative routes with other airlines which TAAG isn't willing to consider. Communication is horrible also. Aircrafts are also poor. Just to give a quick example: there is no TV on any of the flights I've been on - not even in business class. Not that this matters that much but it explains the quality in general. Overall experience 0/10 and I will never fly with them again. Horrible, horrible, horrible.",True,,Business,Business Class,Cape Town to Lisbon via Luanda,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""the worst airline""",1,2022-09-20,"Not Verified |  TAAG Angola is the worst airline. We didn’t even receive headphones to enjoy the entertainment, a pillow or a blanket for our flight. Not to mention how disappointing the airport is in Luanda, there is no toilet paper & no soap. The disabled bathroom and changing room for babies is an absolute disgrace. I will never do this.",False,,Couple Leisure,Economy Class,Madrid to Luanda,September 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""Very disappointed customers""",1,2022-08-24,"Not Verified |  We travelled to Lisbon in business class and were horrified that airlines still use such old aircraft.  The flights from and to Jnb were despicable to say the least. The seats arm rests glued to keep them together, seats torn. We couldn't believe our eyes. The crew were unprofessional with no customer care. On the flights from Luanda to Lisbon and back they had new aircraft but the crew couldn't even operate the TV so no entertainment throughout. No complimentary toiletries for business class. Worse still our baggage was lost. We called Lisbon lost and found office everyday and sent endless emails to no avail as no calls got answered and emails got no response. Out of the blue we received an email at the very end of our 17 day holiday telling us our luggage was in Lisbon. We collected our luggage and checked it in again immediately to return home. At least we should be grateful that although we had no clothing, toiletries, shoes, medication our luggage was found. TAAG need to get a face lift by upgrading your equipment, retire your ancient staff, train the new staff and provide better customer care and better lost and found service. Very disappointed customers.",False,,Business,Business Class,Johannesburg to Lisbon via Luanda,August 2022,2,1,,3,3,,False,
"""most warming and welcoming experience""",8,2022-08-23,"Hesitant to have booked with this airline due to some unfavorable reviews I’ve read. And I can now confirm I will recommend TAAG. The Airbus and the Boeing were both clean, and had much more space than competitors. Food was served efficiently, and the drinks were provided in excess. The transfer in Angola was a bit of a challenge due to the language barrier, so make sure you listen to announcements and your watchful of movings. Inflight entertainment is limited to other competitors, but this wasn’t a make or break for us. Everyone we made contact with in this trip were proud Africans, and after being in Europe for 6 weeks flying with TAAG was the most warming and welcoming experience.",True,,Couple Leisure,Economy Class,Lisbon to Johannesburg via Angola,August 2022,4,4,"<span class=""star fill"">3</span>",3,5,,True,3
"""they have a long way to go""",5,2022-08-09,"An hilarious mixed bag. The aircraft from Cape Town to Luanda was so old, I was expecting it to flap its wings. The service, mediocre. The business class lounge at the Luanda airport was a pleasant surprise The aircraft from Luanda to Lisbon was a most impressive very wide comfortable one As soon as we were air born, the half empty business class filled up with guests from economy class. This was a first from my many years of flying. No menus, nor in flight magazine or entertainment of any kind, and obviously no ear phones or amenity kits. The meal served was tasty, but the tray arrived with paper serviettes and plastic knives forks cups and ""glasses"", if you believe it! If you decide to fly TAG business class, best you have a sense of humor and realize they have a long way to go, as it is beyond comprehension!",True,Boeing 737-700 / 777-300,Solo Leisure,Business Class,Cape Town to Lisbon via Luanda,June 2022,2,1,,2,4,,True,
"""Service was friendly""",7,2022-05-21,"Not Verified |  We flew with TAAG from  Cape Town. As of a few days ago, passengers in transit no longer need to do the mandatory rapid covid test at airport in Luanda.  Cape Town to Luanda is 3.5 hours in an older 737-700. Food was ok, not bad. Service was friendly even with a full flight. No inflight entertainment system. Arriving in Luanda we had to take the rapid test in a hanger. The process takes around 30-60 minutes depending how full flights are. For our return flight (2 weeks later) they thankfully stopped this mandatory testing. You just need to show your negative RT-PCR test (not older than 72 hours of flight). It does not matter if you’re vaccinated or not, the PCR test is all they want to see. Rapid covid tests are not permitted for leaving SA or Portugal. Ground staff are well informed. The wait at Luanda airport was long around 5 hours before boarding the next flight close to midnight. We flew TAAG 5 years ago so coming back to Luanda we had an idea what to expect. In short it’s a chaotic basic airport with little to offer except expensive drinks and food. There are even strange flea market type stalls selling traditional African items. Admittedly the airport has been upgraded a bit, now offering a duty free store and more open seating. This time we stayed in the Pall lounge using our Lounge Key Visa benefit. The lounge is basic but comfortable. They give you a few vouchers to exchange for drinks or toasted sandwiches. At least it is airconditioned. The flight to Lisbon was on a modern 777-300ER with a 3-3-3 seating with some of the best leg room I’ve experienced. At 1.86m tall, I still had plenty room in front of my knees. At present their inflight entertainment system has been turned off. This did not bother us, as at midnight you don’t really want to watch movies…the flight is only 7 hours to Lisbon so sleep comes in handy for a full day ahead. Shortly after take off, they bring you dinner. We had a choice of beef or bacalhau (fish) which was actually quite tasty. The toilets were clean on all flights. Breakfast was also served around 90 minutes before landing in Lisbon. Coming back to Cape Town was only a 2.5 hours transit at Luanda so quite convenient. To go back to SA you don’t need a PCR test if you are vaccinated. If not vaccinated then you have to do the test which is quite expensive around 80euros. All 4 flights there and back were perfectly on time, some even landed earlier than stated. Luggage allowance. Most tickets now cover you for 2 x 23kg bags in economy. Masks have to be worn on all flights except when eating but not heavily enforced. TAAG does not come close to Middle East airlines in terms of inflight entertainment, but the short overall flying time combined with a lower airfare works well for us, especially compared to options on other airlines which take much longer and cost a lot more.",False,,Couple Leisure,Economy Class,Cape Town to Lisbon via Luanda,May 2022,3,4,"<span class=""star fill"">1</span>",4,4,,True,
"""an awful experience""",4,2020-01-23,"Our inbound and outbound TAAG airline flights, i.e. Lison to South Africa on the 4th December to South Africa to Lisbon on the 16th January 2020 was an awful experience. We will definitely not be flying with this airline in the near future. Our outbound flight was not full and there were a fair amount of empty seats on requesting if we could move to an empty three-seater, he showed no interest in assisting us at all. The food option was terrible and our wine was past its sell-by date. Not once after the meal had been served did we get asked if we required any further drinks etc. Once the meal was served the staff disappeared. Our TV screens did not work 100% and had poor sound. When we arrived in JHB my husband's luggage had been left behind in Luanda which he then received a full two days later. On querying this with Menzies Aviation missing baggage we got absolutely nowhere, in fact, we still waiting for their response! Our inbound flight on the JHB to Luanda leg, two of the toilets were not working just behind us so we had to use the toilets at the extreme back of the plane. On the Luanda to Lisbon's leg the TV screens in the middle section of the plane where we sat were not working at all, on querying this with the steward in our section he said he could move us only to ignore us once the plane had taken off. We sat for 7 hours watching the passengers in the section of the plane in front of us watching their TV screens. I like to watch movies and my husband likes to listen to music.",True,,Couple Leisure,Economy Class,Lisbon to Luanda via South Africa,January 2020,3,2,"<span class=""star fill"">1</span>",3,4,,False,1
"""Will not use them again""",3,2020-01-18,"Cape Town to Sao Paulo via Luanda. It's a shame to see new, well-spaced between seats airplanes being treated so badly and so poorly maintained. The staff are rude, a On this flight the entertainment system did not work and despite complaints the staff did not even restart the system. The seats are dirty and it's obvious that no maintenance is done. Will not recommend this airline. Will not use them again.",True,,Couple Leisure,Economy Class,Cape Town to Sao Paulo via Luanda,January 2020,2,1,"<span class=""star fill"">1</span>",3,3,,False,1
"""worst airline experience""",2,2019-07-20,"Johannesburg to Rio de Janeiro via Luanda. This was my worst airline experience ever. It  started a few weeks before the flight with out flight being cancelled. Travelstart confirmed that this happens quite often. The layover in Luanda was dreadful and the airline staff were rude. The ground staff in Rio were exceptionally rude and refused to speak English even though we heard them speak English to an elderly passenger in the queue before us. Our return flight was on an ancient plane. When i asked for a second drink on the eight hour flight, I was told that they did not serve more than one alcoholic drink. Neither my partner nor I had on-board screens that worked.",True,,Couple Leisure,Economy Class,Johannesburg to Rio de Janeiro via Luanda,May 2019,1,1,"<span class=""star fill"">1</span>",1,2,,False,1
