header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""no customer service""",1,2022-10-07,"Horrible. Always huge delays, no customer service. Worth paying a little more for an alternative airline (not batik or super air jet as they are the same group and just as bad).",True,,Business,Economy Class,Denpasar to Kendari,October 2022,1,1,,1,1,,False,
"""usual non-existing service""",4,2022-10-03,"Being re-booked on this flight I was not really thrilled by the option given as definitely Lion Air isn’t my favourite airline. One of the reasons is the poor seat-pitch one gets. Must admit I was pleased to get an emergency exit seat, with lots of place to stretch out. Moreover, I was excited to fly on a Boeing 737-900ER, which is not common (though Lion Air has many of them). With the usual non-existing service (nor offer to sell onboard) I noticed an elevated number of flight attendants. Though flight was quite turbulent, we landed safely.",True,Boeing 737-900ER,Solo Leisure,Economy Class,Lombok to Jakarta,September 2022,3,1,,2,2,,False,
"""worst customer service experience""",1,2022-08-19,"Not Verified |  This is the worst customer service experience I have ever had in my life. They should be banned from running their business. I had a flight scheduled for 630PM to CGK booked for Lion Air on august 17th. The night before the flight they sent me telling me the flight had been cancelled with no information on the new departure. I started to worry, I ended up going to sleep and at around 10am the sent me the schedule for the new flight. It was leaving at 7:15pm but from another airline Super Air Jet. So we arrived at the airport on-time and waited for boarding at 6:45pm - we didn’t board until 7:20pm and didn’t take off til 7:45pm. By the time we landed in CGK our connecting international flight had already boarded and was leaving. We were left stuck til 2:40pm the next day.",False,,Couple Leisure,Economy Class,Denpasar to Jakarta,August 2022,,,,1,1,,False,
"""worst flight experience with Lion Air""",1,2022-08-12,Never again! I had my worst flight experience with Lion Air. After more than 16h of flight from Paris to Jakarta. The flight from Jakarta to Bali had several hours of delay. No information provided.,True,,Solo Leisure,Economy Class,Jakarta to Bali,August 2022,1,1,,1,1,,False,
"""this airline really scrapes the bucket""",1,2022-07-08,Avoid this airline at all costs. They will cancel flights and not provide any information or alternative. Basically will abandon you at whatever airport they wish with no information or help. I guess you get what you pay for but this airline really scrapes the bucket.,True,Boeing 737,Business,Economy Class,Makassar to Denpasar,July 2022,1,2,"<span class=""star fill"">1</span>",1,1,,False,1
"""the worst customer service""",1,2022-06-21,"This airline has the worst customer service. When my flight got cancelled, I was told by the travel agent to contact their Customer service (CS) not knowing that Lion replaced it with a different carrier at the same time. The CS rep didn’t tell me this so I changed my flight to another with different timing. After knowing that I could actually take a flight at the same time I contacted CS again but was told that I had to pay the prevailing charges because they can only change free of charge 1x. The worst was when I tried to file a complaint - instead of assisting - a different rep made issues of semantics - saying I asked the wrong questions - hence I got the wrong answer. Isn’t it their job to give info and enlighten as well as assist inconvenienced customers?? Safe to say I may never use their services again.",True,,Couple Leisure,Economy Class,Semarang to Jakarta,June 2022,2,2,"<span class=""star fill"">1</span>",1,2,,False,1
"""Filthy airplane, delays""",4,2022-06-13,"Filthy airplane, delays, and no whatsoever interaction with the crew besides welcome and goodbye. Horrible check-in (disorganised), after boarding a delay without any explanation, with people sporadically walking in (even after take off time was well beyond), no one to be seen during the 1,5 hr flight (not to buy some water, not to mention proactively offering something). To top it the disgraceful luggage collection at Soekarno Hatta Airport, which takes ages and truly is something they should be ashamed of.",True,Boeing 737-900ER,Couple Leisure,Economy Class,Denpasar to Jakarta,June 2022,1,1,,1,3,,False,
"""fare is far from low cost""",1,2022-05-13,"You literally can expect to be always delayed with Lion Air. When it’s not, it’s going to surprise you like never before. I understand that this is a low cost airline, but Lion Air’s fare is far from low cost. It costs a minimum £50 to fly 1.5h from Jakarta to Denpasar.  I need to arrive 2h before my flight but I’d have to wait for this airline to ruin my day?  I know sometimes it’s inevitable as Lion Air serves routes that other airlines don’t, but oh my goodness, it’s just not worth it.",True,Boeing 737-900,Solo Leisure,Economy Class,Jakarta to Denpasar,May 2022,1,2,,1,1,,False,
"""avoid at all costs""",1,2022-05-09,"Worst company ever, avoid at all costs. Loaded a full plane with passengers on a delayed schedule. Machine and air conditioning were not functioning. Temperatures were beyond belief. Kept everyone on the plane in those conditions for 30 minutes with no respect for wellbeing of passengers. Crew acted like they knew nothing. Captain made no announcement. Proceeded to offload everyone and then provided no info for 30 minutes. Plane had technical issues and was unable to depart. Passengers were made to wait for a new plane.",True,,Business,Economy Class,Yogyakarta to Jakarta,May 2022,1,1,,1,1,,False,
"""has bad flight management""",1,2021-12-12,"Not Verified |  Lion has bad flight management. They changed the schedule so many times without confirmation and I have to cancel my flight then choose another flight for a suitable schedule. Really disappointed, do not use this airline because it is really inconsistent.",False,,Business,Economy Class,Jakatrta to Surabaya,December 2021,1,1,"<span class=""star fill"">1</span>",1,2,,False,1
"""many problems await you if you book your flight with Lion Air""",1,2021-11-13,"My flights actual departure was 1 hour late, but the airline said nothing about the delay. Passengers were confused and tired waiting at the gate. On our ticket, the departure gate was D3. But without any announcement, the gate was changed to D7. I almost boarded the wrong flight (the flight from D3 was JT22, but my flight was JT42. Both heading to Denpasar, but JT22 delayed for 3 hours.). After boarding, there were 2 passengers yelling and arguing because their seat was the same. Poor communications is not only a Lion Air problem. Poor ground management, poor baggage handling, and many more problems await you if you book your flight with Lion Air.",True,Boeing 737-900,Solo Leisure,Economy Class,Jakarta to Denpasar,November 2021,2,1,,1,1,,False,
"""They sold me a fake ticket""",1,2021-08-20,Booked a ticket from Bali to Jakarta departing at 7am. But there is not flight until 10am same day. They sold me a fake ticket. Missed my meeting and lost my money.,True,,Business,Economy Class,Bali to Jakarta,June 2021,,,,1,1,,False,
"""go with anyone else but Lion Air""",1,2021-08-11,"Dreadful in every sense of the word. Two flights were summarily canceled by text message in the last ten days: No apology, no reason given. Lion Air cares nothing for their passengers and customer service is non-existent. Quite apart from having our flights canceled, we paid 1.3J for PCR tests (that's about £77 each) which were then rendered useless. If you have a choice who to fly with, go with anyone else but LionAir.",True,,Couple Leisure,Economy Class,Denpasar to Kupang,August 2021,1,2,,1,1,,False,
"""transfer you mid sentence""",1,2021-08-01,"The airline cant even inform you anyway through texts or emails if a flight has been cancelled. Called customer service and when it was something they didn't understand, they automatically transfer you mid sentence while you are talking and then you have to wait 10 -20 minutes for a new operator.",True,,Solo Leisure,Economy Class,Labuan Bajo to Denpasar,July 2021,2,3,,1,1,,False,
"""manages to constantly disappoint""",1,2021-06-02,"Lion Air manages to constantly disappoint even when expectations are extremely low after flying with them from time to time the last four years. Planes are often canceled and almost always delayed by hours. Information is scarce and the unfortunate personnel is constantly stressed to make the best of a horribly managed airline. All other airlines in Indonesia are better. At the very least you would expect to get to where you are going, this is not always the case with lion air as they frequently cancels flights, and good luck getting refunds. If they do fly that day you can expect a delay of 1-6 hours. Again forget any compensation (which they are legally required to provide). During this inevitable delay, expect to get zero information. I'd literally go to the counter and ask if the plane will be on time 20 min before and they say yes. When I ask if the plane has arrived yet they do not know, and when they check it's still somewhere else. I then ask when it will arrive to this airport and the staff would then sms or WA the ground staff of the previous airport asking when the plane left. When the plane do arrive at the airport it will have missed any slot it was allocated and get allocated a gate on the other side of the airport. Due to low prices lion air is the only airline trafficking some destinations. Try to avoid always, pay triple to do so if you can, it's always worth it.",True,,Business,Economy Class,Denpasar Bali to Jakarta,June 2021,1,2,,1,2,,False,
"""Very bad refund policy""",1,2020-05-04,"Denpasar to Bangkok. Very bad refund policy due to Covid19, my flight has been canceled but Lion air refused to refund, only give a voucher valid 1 year. I do not plan to flight for 1 year so it is useless. Spent hours with customer service for nothing. Bad experience.",True,,Couple Leisure,Economy Class,Denpasar to Bangkok,May 2020,,,,,1,,False,
"""Good airline for a budget flyer""",10,2020-04-24,"I was going with Lion Air on 17th April 2020. As usual, fast check in and punctual both departures and arrival.  Got a window seat on a 737-800 at 15F. The flight went smoothly and it was my first flight with Lion air having a flight entertainment. It uses air-Fi but still in a limited service for playing games and watching film only and couldn't browse from search engine like chrome. I wished they improve more so we can operate your internet browser and social media when in flight. The flight took me on time at arrival airport. Good airline for a budget flyer.",True,Boeing 737-800,Solo Leisure,Economy Class,Semarang to Batam,April 2020,5,5,"<span class=""star fill"">3</span>",4,5,,True,4
