header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,wifi_and_connectivity,recommend
"""Seating was awful""",1,2022-11-03,This is the worst airline I have used they are the Ryanair of long haul. We were a party of 36 we pre-booked seats at a cost of £100 for the round trip. Food was poor. Seating was awful. Entertainment was shocking no latest films some of their offers were 15 years old. WiFI not working.,True,A350,Family Leisure,Economy Class,Mauritius to London Heathrow,October 2022,1,4,"<span class=""star fill"">1</span>",1,1,,1,False
"""the cabin became very stuffy""",9,2022-09-04,"Not Verified |  The flight was fine and on time. I had only one concern shared by many co travellers: the air conditioning is not working or set properly. The inside of the cabin became very stuffy. We did ask during the first flight to have the temperature set lower but it was still far too hot and uncomfortable. The seats are also very close, making it extremely uncomfortable to eat.",False,,Couple Leisure,Economy Class,Johannesburg to Mauritius,September 2022,1,3,"<span class=""star fill"">4</span>",4,4,,,True
"""I would recommend this airline""",6,2022-05-15,"Overall quite pleasant experience in business class seat 2A. Two hours late leaving Heathrow due to a technical issue caused by the push-back truck, no fault of Air Mauritius. During that time, the air steward and stewardess came around with more champagne and small a packet of snacks, and kept us updated. Once airborne, the service started promptly with delicious meals and attentive service from the air steward. The catering out of Heathrow is delicious and a lot better than coming from Mauritius. The catering from Mauritius needs improving. Seat is quite spacious, however I found it quite hard when sleeping. British Airways business class seats are more comfortable and have better padding. I only managed to get a few hours’ sleep. Perhaps Air Mauritius should provide a mattress-topper like to put on top of the seat to provide more padding as they do in other airlines as part of their turn-down service. The air steward was very polite and addressed me by name. No wifi was available on that particular aircraft. The air steward said that it was the only Airbus A350 of the fleet which didn’t have wifi. I would recommend this airline. The cabin product could be better but the cabin staff makes up for it.",True,A350,Solo Leisure,Business Class,London Heathrow to Mauritius,May 2022,3,4,"<span class=""star fill"">3</span>",3,3,,,True
"""Worst airline experience ever""",1,2022-05-14,Worst airline experience ever. Flight delayed by 6 hours. No announcements at all. Staff not sharing a clear picture of the scenario. Made to wait in queue for a small food packet and bottle of water for 40 minutes. Total waste in management as the staff serving food packets on ground is not aware of the situation.,True,A330,Couple Leisure,Economy Class,Mauritius to Mumbai,May 2022,3,3,"<span class=""star fill"">3</span>",1,1,,1,False
"""the service was amazing.""",10,2022-05-11,"Not Verified |  I am very impressed and pleased by Air Mauritius. The aircraft was very modern and well equipped, and the service was amazing. I have never experienced so welcoming and attentive service during a flight. Additionally the food was amazing. I usually do not enjoy meals on flights that much but this time it was delicious. Well done! I am hoping to fly with you guys again one day.",False,,Couple Leisure,Economy Class,"Mauritius to Paris, France",May 2022,5,5,"<span class=""star fill"">5</span>",5,5,,5,True
"""Very good service""",10,2022-05-07,"Very good service, seat is okay. I cant make any remarks because its economy. Good staff and prompt. Airport staff at check in wonderful, kind and speedy, and 30kg checked in baggage + hand luggage.",True,,Couple Leisure,Economy Class,Mauritius to London,May 2022,5,5,"<span class=""star fill"">5</span>",5,5,,,True
Air Mauritius customer review,1,2021-12-28,"Not Verified | Paris to Mauritius. Rows of seats too narrow, no legroom - crammed together like in a cage. WiFi is only offered against payment. Unfriendly staff and not available for night flights. Must have slept by yourself. No food, just something indefinable cold. You got a voucher to get yourself cold food in a shop at CDG airport, and that on a flight of more than 11 hours. Not a normal continental breakfast, but rather something indefinable. The only point of light, the flight captain. Great flight and landing. Airline not recommended. | Sitzreihen zu eng, keine Beinfreiheit - zusammengefercht wie in einem Käfig. WiFi wird nur gegen Bezahlung angeboten. Personal unfreundlich und bei Nachtflug nicht vorhanden. Dürften selbst geschlafen haben. Kein Essen, lediglich etwas undefinierbares Kaltes angeboten. Man bekam einen Gutschein um sich selbst in einem Shop am CDG Flughafen mit Kaltessen zu versorgen, und das bei einem mehr als 11stündigem Flug. Kein normales Koninentalfrühstück, sondern eher etwas undefinierbares Etwas. Einziger Lichtpunkt, der Flugkapitän. Toller Flug und super Landung. Fluglinie nicht zu empfehlen.",False,A350,Couple Leisure,Economy Class,Paris to Mauritius,December 2021,1,1,,3,2,,,False
"""I'm still waiting for a refund""",1,2021-09-04,"My flight was cancelled over a year ago and I'm still waiting for a refund. Appalling customer service, nobody can help, nobody knows anything. I was told that the company is in administration and that I have to wait until early 2022 for a decision on the refund. Despite that, they are still selling flights (as of 04/09/21) and offer refunds on their website, 'Condition of carriage' section. I will certainly never fly with Air Mauritius again.",True,,Solo Leisure,Economy Class,London to Mauritius,October 2020,,,,,1,,,False
"""still fighting for my refund""",2,2021-08-24,In March 2020 my flight from Mahe to Mauritius was cancelled by Air Mauritius so it's 17 months and I am still fighting for my refund.  In their last email I was informed that I have to wait till January 2022 and then they will make their decision regarding my refund. I am not going to risk my money booking my flight with Air Mauritius again.,True,,Solo Leisure,Economy Class,Mahe to Mauritius,September 2020,,,,,1,,,False
"""never use this airline again""",1,2020-12-08,Staffs were not professional and the service on the plane is very poor. The entertainment system don't have much options either.  Online WiFi don't work. Contacted the airline a few times to complain but never got any response back. This speaks volume about there service and how they value there customers. I'll never use this airline again.,True,,Solo Leisure,Economy Class,Paris to Mauritius,December 2020,1,1,"<span class=""star fill"">1</span>",2,3,,1,False
"""a pleasant experience""",7,2020-04-01,"Mauritius to London Heathrow This was an unexpected and emergency flight back home due to the Coronavirus and booked at very short notice following advice from the Foreign and Commonwealth Office in Mauritius due to the Border closures given the situation. In addition, the Kenya Airways / Qatar Airways flights to Nairobi and Doha / Manchester were all cancelled due to the Coronavirus, as the airlines were not flying on these routes, with no availability to travel until at least mid-April (this now appears unlikely as the Mauritius authorities have imposed restrictions). We were informed this was the last commercial flights to UK from Mauritius, so there was no option but to book and look to recoup costs back from Credit Card company give the crisis situation. This was reflected in the cost of the one way ticket to London Heathrow. Never have I seen Sir Seewoosagur Ramgoolam International Airport so deserted and quiet. However check in was easy. Boarding was a little chaotic, as this flight was full (this was a concern as it was impossible to evidence concepts of social distancing in the flight as would be expected given the impact of Coronavirus, though I wore a face mask for majority of the flight). Cabin crew themselves were dressed with appropriate Protective Equipment (PPE) for the 12 hour flight to reduce risks of infection. The flight itself represents an improvement from the last time I travelled with Air Mauritius some 25 years ago !. Cabin crew were kind, friendly and attentive and service has improved. The meals sadly are of poor quality. Lukewarm, with little in the way of decent portion size (though they provided my Vegetarian Special meal). Bread was stale unfortunately, and the dessert was an odd combination of rice and sugary milk ?? Menus were not provided, which is a shame. The inflight entertainment is ok, and the flight map and routing was good. Unfortunately could not connect to the complimentary WIFI online, as it would not recognise my booking details. In summary, definite improvements noted with Air Mauritius which was welcome. The new Airbus A330neo is a lovely aircraft. Pilot gave timely announcements. Sadly the toilets were not being attended to (perhaps more due to some of the ignorant passengers onboard whom have no empathy for the airline or the crew).The only deficits as mentioned was the meal quality, otherwise it was good. A great shame I could not get a connection back to Manchester (due to the Coronavirus, but good a rental car for a quick 3 hour drive to Manchester Airport from Heathrow to collect my car and get back home). I would travel with Air Mauritius again if need be - most likely from Mauritius to destinations such as India, Malaysia and local regional areas such as Reunion Island, Rodrigues and Seychelles. As for long haul, it’s ok, but 12 hours with Air Mauritius is a bit too much and will revert back to Qatar Airways or Emirates for future travel between Manchester and Mauritius. But in summary, a pleasant experience.",True,A330neo,Couple Leisure,Economy Class,Mauritius to London Heathrow,March 2020,4,4,"<span class=""star fill"">4</span>",3,2,,1,True
"""uncomfortable seat""",3,2020-02-10,"Perth to Mauritius. Travelling with Air Mauritius was a nightmare. Need to upgrade to better planes, uncomfortable seat, my lunch/meal was unsatisfactory. Flight supervisor not professional, no smile, with attitude, the other attendants were all amazing.",True,,Family Leisure,Economy Class,Perth to Mauritius,December 2019,1,3,"<span class=""star fill"">2</span>",4,1,,2,False
"""No snacks were offered""",3,2020-02-06,"Mauritius to Perth. I was quite appalled by the quality of both the dinner and breakfast options, and the old movies onboard. For dinner, I had tasteless vegetable, chicken rougaille and rice and for breakfast we had a slice of cake.  No snacks were offered during the flight.",True,A330-200,Couple Leisure,Economy Class,Mauritius to Perth,January 2020,3,2,"<span class=""star fill"">1</span>",2,2,,1,False
"""All in all a great trip""",8,2020-01-26,"London to Mauritius. Excellent experience, even though we diverted to Madagascar. We were nearly landing in Mauritius when the plane diverted to Madagascar due to a cyclone. Air Mauritius provided shuttles to an Ibis hotel, covered all the buffet meals while we were there (and accommodation). There was a lack of shuttle buses so many people had to wait long periods to reach the hotel. We took a taxi and paid ourselves, which was a great idea. The room and food was arranged without us requesting it, so we're grateful for that. Communication was good in terms of catching a flight the next day to Mauritius. Legroom was good on the flight. The food was inedible, which is my only complaint. Airline staff was lovely, friendly and accommodating. All in all a great trip, they handled the delay well and will definitely consider flying with them again.",True,,Couple Leisure,Economy Class,London to Mauritius,January 2020,4,5,"<span class=""star fill"">3</span>",5,4,,,True
"""Very inconsistent service""",5,2020-01-11,"We were supposed to fly on 29th December. Due to a cyclone in Mauritius, the flight was first delayed, then eventually cancelled. Air Mauritius did inform us the first time, but the second time, everyone had already arrived at the airport. We were standing in line when we got notified that the flight was delayed, and then cancelled. Then we were informed at 1 am that the flight is scheduled for the 31st December at midday. We finally went through the boarding gates, took a bus to the aeroplane, and there we were - all standing on the 'runway' outside the aeroplane, waiting to board. We were outside for probably 30 minutes, then sat in the plain for another 40 minutes, without any communication about what is going on. When we finally took off, the captain apologised for the delay, but with no reason as to why. We had to ask the air hostesses every time if we needed something to drink and then they looked at us as if we were asking for something that was not allowed. They were unfriendly to us and not hospitable. When the food arrived, they ran out of the chicken option and only had fish left. My husband's fish was undercooked. When we arrived in Mauritius, we were once again stranded on the runway, without any busses, staff to communicate with or any means of getting into the airport. We were standing around for some time until we finally got picked up by one bus. We waited for more than an hour to get our luggage. On the flight back, although we were delayed by an hour, the service was a lot better. Drinks were offered all the time and the staff was friendly. Very inconsistent service. Air Mauritius did not contact us at all about the delay, asking if we would like to extend our stay or offer any discounts because we have now arrived almost 3 days later and missed out on the short time that we had on the island. Car hire was and accommodation was affected. I understand that this was an act of God, but it's all about customer service.",True,,Couple Leisure,Economy Class,Cape Town to Mauritius,January 2020,3,1,"<span class=""star fill"">3</span>",2,2,,,False
"""never recommend this airline""",1,2020-01-10,Shanghai to Mauritius in August 2019. Our flight from Mauritius to Shanghai was scheduled the day of. They didn't bother to let us know until we were already checked out of our hotel. They did not make any effort to reimburse us for our meals even though we had to stay in Mauritius for an extra day. We had to jump through hoops just to get them to pay for our hotel for an extra night. I would never recommend this airline.,True,,Couple Leisure,Economy Class,Shanghai to Mauritius,September 2019,1,1,,1,1,,,False
"""the worst meals served""",5,2020-01-04,"Mauritius to Mumbai return. The food is ok on departure but they served stale buns. The seats are comfortable and flight attendants are nice and helpful. The flight delay by 1 hr we were sitting in the plane with kids, nothing served until 23.30, our flight were supposed to take off at 21.20. Returning from Mumbai was the worst meals served on this flight. Priority for meals should be given for kids first, not those who ordered.",True,,Family Leisure,Economy Class,Mauritius to Mumbai,December 2019,4,3,"<span class=""star fill"">3</span>",3,3,,1,False
