header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""They Simply cancelled the flight""",1,2021-11-26,They Simply cancelled the flight. Which affects all my vacation plan. No proper response from the airline team. When I tried to change the date of they are asking for fresh payment.,True,,Solo Leisure,Economy Class,Chennai to Colombo,November 2021,,,,,1,,False,
"""I have never had this kind of experience""",1,2021-11-14,"Not Verified |  Pathetic front desk, impolite and worst staff experience at Mangalore airport. Feels like we are approaching a local bus station. Need to review, change your staff or else continue having these arrogant, rude staff. As a frequent flyer on other airlines I have never had this kind of experience.",False,,Business,Economy Class,Mangalore to Mumbai ,November 2021,1,1,,1,1,,False,
"""take 30 days for the refund""",1,2021-08-16,"Worst Airline ever I have come across so far, extremely disappointed with the service. I had to travel to Patna on Monday 09/08/2021 for which the ticket was booked 1 month in advance. The day of travel, I visited the Airport by spending Rs.1000 in Cab for 50kms. After reaching the Airport the authorities said flight has been cancelled by the Airline. It was so shocking for me that how irresponsible the Go First airlines are to not even having basic work ethics about informing the customer about it. I was told they had sent email, now tell me person who need to reach the airport at 8:00 in the morning will sleep by 10pm to wake up early or be waiting and reading the emails and messages till late night. No concern to at least call the customer and inform about the cancellation. Secondly, I was informed at the Go First counter on the same day 09/08/2021, that full amount will be refunded within 5 days which is yet not over for them I think. Today I happened to call them and check the refund status they said it will take 30 days for the refund and will go to MMT then I need to contact them to get the refund and there will be service charges it seems.",True,,Solo Leisure,Economy Class,,August 2021,,,,1,1,,False,
"""treat their passengers like fools""",1,2021-08-05,"I arrived early for my scheduled flight Kochi to Srinagar via Mumbai. It was scheduled at 1030am but I landed at Mumbai 1030. Due to that I couldn't board my flight. The airline clearly knows the landing time and I'm going to miss my connection flight, but I have not received any single call regarding this even your staff could have inform me during checking. I visited the help desk for the issue they said no more flights for today, and tomorrows flight's also cancelled. Next day I booked indigo flight to the destination from my pocket. Go Air is worst airline, they treat their passengers like fools.",True,,Family Leisure,Economy Class,Kochi to Mumbai via Srinagar,August 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,
"""last time I travelled on GoAir""",1,2021-08-03,"I booked a flight on August 2nd for 4 members (Myself, wife, 2 kids). I was very happy to see a fight which was departing early from Bangalore to Jaipur. However 3 days before travel, the flight was rescheduled at 11:30 AM. After a day, It was rescheduled for 11:00 AM. Actually, I booked this flight so that I could reach Jaipur early and then drive from Jaipur to Hanumangarh. One day before the travel, it was rescheduled at 3:30 PM. In the airport, Flight was again delayed and left around 4: 20 PM. Because of this inconvenience, we had to stay in Jaipur and leave next day morning. I had specially spoken to Customer care regarding travelling with 2 small kids and they agreed to put our cabin baggage to checkin baggage as one luggage by hearing about our travel. However, on the airport counter, the lady said i cannot do so and need to speak with customer care. ""Sir, if you have issue, you need to submit a complaint."" From my side, I was totally helpless by hearing from their side. Frankly, they need to have a uniformity regarding their rules and regulation. If they agreed anything through customer support, they need to update that on my booking. Anyways, after a long struggle and repeated requests, they agreed. Personally, This was my first and last time I travelled on GoAir.",True,,Family Leisure,Economy Class,Bangalore to Jaipur,August 2021,2,3,"<span class=""star fill"">1</span>",1,1,,False,1
"""refund pending from January 2020""",1,2021-07-28,"Worst Experience Ever! I am a frequent traveler and this was my second time with this third class airline. Last moment they cancel your flight and no refund at all. No customer support at all. I have my refund pending from January 2020 for the flight which was cancelled from their end, i wrote several emails but no reply.",True,,Business,Economy Class,Delhi to Goa,May 2021,,,,,1,,False,
"""they cancelled my direct flight""",1,2021-07-27,Not Verified |  Worst airline. This is my third experience with the airlines where they cancelled my direct flight and changed it into flight with many stops the day before the flight. Highly unprofessional and confused airlines. Don’t choose to travel by them,False,,Family Leisure,Economy Class,Delhi to Male,July 2021,1,1,"<span class=""star fill"">1</span>",1,1,,False,1
"""No professionalism at all""",2,2021-07-25,"Not Verified |  Worst service ever. Rerouted my direct flight to Lucknow, made my journey 2.5 hours longer, add to that another 1 hour for operational delays. Charged for web check in done online or at the airport both. Bad service. No professionalism at all. No COVID safety precautions. Sprayed disinfectants right next to where passengers were seated. Never flying with GoAir again.",False,,Family Leisure,Economy Class,Pune to Kolkata via Lucknow,July 2021,2,2,,1,1,,False,
"""won't be giving me my partial refund""",1,2021-07-23,Probably one of the worst airlines to travel. They called me 2 hours before my flight to inform me that my flight is canceled when I was on my way to the airport and upon asking for refund they told they won't be giving me my partial refund for the flight that got cancelled by the airline. I'd honestly request everyone not to ever ever travel through GoAir.,True,,Couple Leisure,Economy Class,Goa to Delhi,July 2021,,,,,1,,False,
"""refund not yet received""",1,2021-06-28,"Ticket cancelled Automatically and refund not yet received. Very poor service, no one to answer customer service in UAE and called Indian number many time and wasted my money. I will never use Go Air service in my life.",True,,Solo Leisure,Economy Class,Sharjah to Kannur,May 2021,,,,,1,,False,
