header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""Fundamentally you do get what you pay for""",8,2022-11-19,"I’ve flown Ryanair many times over the years. Fundamentally you do get what you pay for. Therefore I’m reviewing based on its price appropriate. For a 50min I couldn’t complain at all. Left on time arrived a few mins ahead. Small cabin bag, enough for the weekend.",True,,Solo Leisure,Economy Class,Birmingham to Dublin,August 2022,3,3,,4,5,,True,
"""kindness and smile should still be free""",1,2022-11-17,"Even though I am an American, I was offended how rude they were with Serbian people. I fly 50 + flights a year and I have never seen such rudeness.  I found the culture of flight attendants to be rude and pathetic. I know it is a low cost airline, but kindness and smile should still be free.",True,Boeing 737,Family Leisure,Economy Class,Nis to Stockholm,July 2022,1,1,"<span class=""star fill"">1</span>",1,2,,False,1
"""A real nightmare""",4,2022-11-16,"A real nightmare, flight late, no info, just figured out, then hectic boarding in the rain, they made us wait and the plane was not there, in the cold, once the plain got there, a little bit more wait in the rain. Normal flight, when arrive no bus for the 2 group to unboard, when the bus arrived then a long wait for the crew to wrap up and close the plane, the cheap sometimes comes with a price and it is not good.",True,Boeing 737-800,Business,Economy Class,Lisbon to Milan Bergamo,November 2022,2,1,,1,2,,False,
"""started boarding too early2",1,2022-11-10,"Ryanair just spoilt my holidays. They started boarding too early and kept people outside under the rain when the temperature was about 8 degrees during 40 minutes. The airplane wasn't prepared for boarding why? After that 2,5 hours flight like in the fridge. t the end I arrived with a cold and thanks Ryanair you spoil my holiday.",True,,Solo Leisure,Economy Class,Leeds Bradford to Malaga,November 2022,1,2,"<span class=""star fill"">1</span>",1,2,,False,
"""worst I have ever traveled with""",1,2022-11-08,"On the 6th of November, Ryanair charged me 45 euros for a suitcase that supposedly did not meet the measures required for the trip. My suitcase was very small, undersized and fit under the seat. Even so, they made me pay for an extra suitcase. The biggest problem was that I was not given a receipt and payment was made over the phone. They forced me to give my card details to a supposed telephone employee.  They gave me the phone and said I had to give my card details otherwise I would have to leave my suitcase there. In addition to not having received any receipt as proof of payment, they kept my card details which should have been confidential. This is illegal. The antipathy with which they give us information and the menacing air make this company the worst I have ever traveled with. No dia 6 de novembro a ryanair cobrou-me 45 euros por uma mala que supostamente não cumpria as medidas exigidas para a viagem. A minha mala era muito pequena, com o tamanho abaixo do standard e cabia de baixo do assento. Mesmo assim fizeram-me pagar uma mala extra. O problema maior foi que não me deram um recibo e o pagamento foi feito por telefone. Obrigaram-me a dar os dados do meu cartão a uma suposta funcionaria por telefone. Passaram-me o telefone e disseram que tinha que dar os dados do meu cartão senão tinha que deixar ali a minha mala. Para além de não ter recebido nenhum recibo como prova de pagamento, ficaram com os dados do meu cartão que deveriam ser confidenciais. Isto é ilegal. A antipatia com que nos dão informações e o ar ameaçador tornam esta companhia a pior com a qual já viajei.",True,,Couple Leisure,Economy Class,Madrid to Faro,November 2022,1,1,,1,1,,False,
"""Ryanair cabin crew makes me worried as a passenger""",1,2022-11-07,"Ryanair cabin crew makes me worried as a passenger, they seem to be under enormous pressure, anxious, worried, sometimes with unnecessarily alarmed speech, other times with too slow or prostrate diction. The company tries to save on everything even when the passenger asks for a simple receipt for the service provided. The Irish authorities need to be brought to the attention of the EU to comply with consumer rights, particularly in terms of taxation. While Ryanair is largely responsible for stimulating the local economy, the social, tax and environmental cost is also very high. I will continue to complain to the Portuguese Tax Authority for this company to fulfil its obligations, not least because it is very keen to take advantage of national financial funds when available. Boarding on time, unfriendly crew and dirty planes.",True,Boeing 737,Solo Leisure,Economy Class,Madeira to Lisbon,October 2022,1,1,,1,4,,False,
"""completely shocked by this airline""",1,2022-11-06,"When we boarded the aircraft they made us wait over an hour as they found a fault and decided to do a check…the check should have been done before letting people board the aircraft. Firstly we were told that a new aircraft will be ready by 18:00 (the flight was at 14:30). At 18:00 we were told to wait till 21:35, at 21:35 we were told to wait till 3:30AM which after we were asked to wait till 6:10am, 6:10 am there was still no aircraft ready. I asked for an expenses form and no one could help me, the website would not allow me to change my flight free of charge like the email from Ryanair stated and when I asked a staff member for help once again their response was “sorry we can’t help you”, After 10 hours of delay I asked the staff for help with a hotel and their response once again was “sorry we can’t help you if you chose to go it’s at your own experiences” to which I asked if I were to go home and get some sleep and come back an hour before the flight is estimated would I be allowed onto my very delayed flight to which the response I received from the staff was “we don’t know we can’t help you with that” for a £250 flight and a total of 18hours of delay we received a £3 voucher which was not even enough for a coffee and a bottle of water. I was so distressed and upset I decided to cancel my flight and retrieve my bags, just as I thought it couldn’t get worse when I received my luggage back it came ruined and damaged! Once again I asked a staff member for help and I was told “I don’t know take pictures or something I can’t help you”. The two staff members were also very very rude, they were making very nasty comments about the non English speaking passengers who appeared to not understand English, calling your passengers “stupid, annoying and idiotic” is very unprofessional especially when your answer to everything is “I can’t help you I can only show you where the exit doors are”. I am completely shocked by this airline and it’s staff at Bristol airport and will no longer use it and so won’t my friends and family after seeing how the people were treated in this event and the damaged bags that were given back.",True,,Family Leisure,Economy Class,Bristol to Krakow,November 2022,,,,1,1,,False,
"""Overall a decent flight""",7,2022-11-05,"This review relates to my second flight with Ryanair following a trip to Fuerteventura. The check-in staff at Fuerteventura airport were very professional and friendly too. Boarding was something of a mishap as there was no reinforcement of the priority boarding. This caused an upheaval as several passengers, rightly voiced their grievances over this. This was a very full flight including several family groups. The cabin crew were far more professional than on my outbound flight and imposed a strict no nuts regime as a passenger had a nut allergy. One crew member stood out from her peers, who was not only very professional but seemed to go the extra mile to assist an elderly couple and to help a lady who was unwell. This crew member is a great credit to Ryanair and deserves recognition for her professionalism and common sense. During the flight 2 to-buys drinks and snacks rounds were performed and again the crew did very well indeed. Although there was a delay of circa 50 minutes to departure this was communicated very well to the passengers. Disembarkation was quite something as a problem passengers stood up before landing and ignored instructions to sit down. This passenger rudely pushed his away along the aisle and brushed a cabin crew member aside. Astonishingly poor behaviour. The cabin crew should not have to deal with such appalling behaviour. Overall a decent flight. The seats are not very comfortable though!",True,Boeing 737,Solo Leisure,Economy Class,Fuerteventura to Stansted,November 2022,1,3,,3,3,,True,
"""seats were very hard and uncomfortable""",2,2022-11-05,"Stansted to Fuerteventura. Firstly, the airline deserves credit for an easy to use website. Follow the rules and one should be just fine within the remit of budget travel! I checked-in online without any issues and when I arrived at the airport, the priority boarding was largely enforced. The flight had a slight delay but communication was reasonable. Another let down was the poor attitude of two staff members. One lady seemed to do all the work while her colleagues took a back-seat attitude. I had a negative experience when I needed to use the lavatory. I politely asked a male member of the cabin crew if the lavatory was free? I am visually impaired. To my shock the staff member in question sighed and mumbled something in another language without answering my question. Disembarkation was a farce as the abusive woman and her brood pushed to the exit without any of the cabin crew correcting the dangerous behaviour eg standing up and removing bags from the locker before the flight had even properly landed. This was quite distressing for many passengers and a clear danger. Moreover the seats were very hard and uncomfortable and the charge for a soft drink was an outrage!",True,Boeing 737,Solo Leisure,Economy Class,Stansted to Fuerteventura,November 2022,1,1,,3,3,,False,
"""One of the worst airlines I have seen""",1,2022-11-04,"Not Verified |  One of the worst airlines I have seen. There is no coordination among the staff. Initially the flight was at 3:15 pm CET, upon coming 3 hr early to the airport, we found the flight to be departed at 3.53 pm. When we went for the check-in, the staff told wait as the gates weren't announced. And after waiting, when boarding the boarding staff asked to pay for the check fine, which is complete non sense. There is no coordination among the staff. The ground staff are very rude and have no patience to Listen. This unacceptable.",False,,Couple Leisure,Economy Class,Venice to Nuremberg,November 2022,3,3,,1,1,,False,
