header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""flying can be an enjoyable experience""",10,2022-11-20,"Airlink is a high quality airline. I am content with their service and cannot find any fault in them. Used them on a round trip from Namibia to South Africa. The first scene which stood out to me was viewing the plane in real life with the sunbird logo. The food packaging is divine. They had a real life high quality glossy sunbird image on them. First flight I received the “Scarlet-chested Sunbird”. Second time was the “Double-Collared Sunbird.” The birds are admirable in their colourful feathers and exotic designs. For the menu they began by serving a drink, followed by a sub-lunch with the option of coffee or tea. A few minutes later, air hostesses came around offering a drink one last time before the plane’s descent. I am glad they added coffee or tea to the sub-lunch as the lunch alone is not very filling. My first sub-lunch consisted of: rolled smoked turkey slices, creamy honey mustard pasta shells, butternut and feta salad. For dessert, which was my favourite delicacy of the sub-lunch, was the custard and jelly topped with white and brown chocolate shavings. Not sure whether that’s what it actually is, however that is how I would describe it. Final part of dessert is a gourmet fudge which was over sweetened in my opinion. I have a sweet tooth, however this treat was too sweet. My second sub-lunch, I forgot to capture the menu of the second sub-lunch, however I did snap a picture of the food so here’s me writing the meal in my own words: rice, baloney style beef and corn salad. Dessert was the same as the first meal. Food tasted delicious. I appreciate the sub-lunch not being too heavy. Plus the flight is short-lived, therefore a heavy meal is not necessary. To add, they have Schweppes lemonade on board. The refresher towel which came along the sub-lunch was useful in sanitising my hands and dining tray. The Embraer-190 is small but durable.  Return trip I booked a window seat with grand views. It was fascinating viewing the outline of South Africa colliding with the massive blue waters of the Atlantic Ocean, with all the shaping exactly how it’s portrayed in the maps. When flying over Windhoek I gazed through my window and was blown away by the 42 000 feet view of Windhoek’s terrains. Below me was a collection of mountains and shrubs. Airlink is gentle with luggage and cabin crew is polite and hospitable. A free copy of Airlink’s in-flight magazine in the front pocket. There is no in flight entertainment, which is understandable since the flight was short lived. It is worth mentioning if you intend to tag a suitcase along as hand luggage, they will collect it pre-flight and you shall receive it on arrival since the overhead cabins cannot accommodate larger suitcases. Airlink reminded me flying can be an enjoyable experience.",True,Embraer 190,Solo Leisure,Economy Class,Cape Town to Windhoek,November 2022,4,5,,5,5,,True,
"""Nice crew, pleasant flight""",8,2022-11-17,"Very professional and friendly, helpful check-in staff. Flight left Cape Town on time, was amazed that a free dinner (no, NOT a stale sandwich!) and a drink were served (flying time 1:33 hours). Nice crew, pleasant flight, luggage arrived fast in Jo'burg.",True,E190,Solo Leisure,Economy Class,Cape Town to Johannesburg,November 2022,3,4,,5,4,,True,
"""a decent regional airline""",8,2022-10-21,Airlink are a decent regional airline and the staff are pleasant and competent. If you’re travelling in business class on the E190 I’d go for row 2 You get extra leg room or storage space under the seat in front. You can recline the seat without encroaching on the person behind you. The seat has 2 windows albeit slightly misaligned compared to row 1 which only has 1 window. Reasonable snack and a drink. Check in was quick in Windhoek. Downsides no lounge at Windhoek. Buses in departure and arrival with no special transport for C class. Appalling baggage retrieval time at OR Tambo but I don’t know if that’s the airline or the airport.,True,E190,Solo Leisure,Business Class,Windhoek to Johannesburg,October 2022,4,4,,3,4,,True,
"""such a horrible experience""",1,2022-09-27,"Johannesburg to Bloemfontein. I have the worst experience that I have ever had in my life flying any airline. I have been in the same clothes since 4am this morning because of airline's negligence. We have been calling the whole day, we were lied to and told my bag that was offloaded because I was a no show even though I flew on flight that I was booked on. The lady I spoke to in the morning said after she made enquiries, my bag would be on next flight to Bloem that was at 9:20am and would be dropped off at the hotel by 11am, she would contact me. When I realised she had called, we called to check, told another story. I am still being told stories even now, I am filthy, have no luggage, have nothing to wear for the meetings I came for. This is the worst service I have ever gone through and he fact that nobody cares. Only one person tried to be helpful, but poor guy couldn't do anything because he was not where my bag was. Oh my God, this is such a horrible experience.",True,,Business,Economy Class,Johannesburg to Bloemfontein,September 2022,2,3,,1,1,,False,
"""This service must be improved""",1,2022-09-05,"Not Verified |  We transported our pet via Petlounge. Airlink firstly charges double what Comair used to charge and they keep the pet for more than 7 hours. That’s 3 hours before the flight, 2 hour flight time and another 2 hours to deliver the pet to Petlounge. This ‘timing’ is inhumane to any animal. Any human being would not be closed up in a steel box for 7 hours! This service must be improved!",False,,Family Leisure,Economy Class,Cape Town to Johannesburg,September 2022,2,3,,1,1,,False,
"""Very clean, nice staff, on time""",10,2022-09-01,"Very clean, nice staff, on time. If I will compare this airline to European/American 4 star airlines Airlink is much better every way. On such short journey as Johannesburg to Cape Town you will receive a complimentary food, you have checked baggage in price of your standard ticket, you will fly with Embraer with two-two configuration with very friendly and helpful staff (also on-ground). I do recommend.",True,Embraer 190,Solo Leisure,Economy Class,Johannesburg to Cape Town,February 2022,5,5,"<span class=""star fill"">3</span>",5,5,,True,
"""great service and flight""",10,2022-08-09,Not Verified |  Johannesburg to George. Thanks for great service and flight. Will definitely use AirLink again. Great lunch and drinks included and friendly staff.,False,,Couple Leisure,Economy Class,Johannesburg to George,June 2022,4,5,,5,5,,True,
"""experience was very nice indeed""",10,2022-08-01,"Windhoek to Cape Town. Unlike the unfortunate passengers from previous reviews, my experience with Airlink was very nice indeed. We left Windhoek on time, arrived at Cape Town 20 minutes early, great! The windy Windhoek lived up to its name, so that the take-off was quite bumpy - as the captain warned us, so we were prepared, but once we left the cloudy area things got much better and calmer. On that short flight we got excellent service - wine, coffee, and light cold lunch which was actually delicious and nothing on that tray was there without a reason. The luggage was on the carousel faster than we got to it, and it was all over a very pleasant experience, thank you.",True,E190,Couple Leisure,Economy Class,Windhoek to Cape Town,August 2022,5,5,,5,5,,True,
"""I would never recommend Airlink if you are on crutches""",1,2022-07-16,"Not Verified |  I would never recommend Airlink if you are on crutches, walking stick or heaven forbid a wheelchair (they would probably take it from you and make you crawl), as the experience my father went through was pure hell and his already injured leg was in excruciating pain after his flight. When my father arrived at the Cape Town airport he asked for his one crutch to be put in the hold as using both on the plane is very difficult, they staff proceeded to tell him he would have to get it checked as abnormal and made him walk across the airport with no assistance, I wouldn't think trying to help someone on crutches that is in pain would be such a hassle. My sister requested my father to be put in a seat where he could stretch out his leg as it pain horribly when he sits for to long, but no they said to her of course and proceeded to put him somewhere where his leg was crushed thank heavens a kind man offered to swap seats so my father's leg could stretch out no help from the air crew though. When he landed this side I picked him up and the crutch that was put into the hold was stuck into the smallest setting, and it was so stuck I even tried to ask the one airport worker if they could help he could not even get it lose thankfully my uncle was able to use his vice to fix the crutch so my father could again use both instead of the one crutch as he only uses one crutch for short times as using only one hurts his leg far to much. My sister complained to Airlink after his flight about all of this and all they said is they offered a crutch and he refused which he did not as he would have loved a wheelchair as he was in immense pain due to all of this. AirLink obviously looks down on the disabled and when sia personally complains they blame it all on the disabled person, this blatant ableism is sickening I always thought basic compassion and some hint of humanity would win out to help someone who is struggling and in pain but I was horribly wrong.",False,,Business,Economy Class,Cape Town to Johannesburg,July 2022,1,1,"<span class=""star fill"">3</span>",1,4,,False,3
"""The airline refused to refund""",1,2022-07-14,Not Verified |  Terrible experience with this airline. Beware! Our tickets got placed on hold due to Omicron/Covid. The airline refused to refund and are basically requesting the same amount of which I already paid to use the tickets. So they want me to pay double the price per tickets. Customer care is unhelpful and full of excuses just to take clients money.,False,,Family Leisure,Economy Class,Johannesburg to George,July 2022,,,,,1,,False,
"""it was a very pleasant experiences""",9,2022-04-21,"Not Verified |  I really enjoyed my flight. The flight attendant was so lovely, very friendly and helpful. The flight was a breeze, a bit of a rocky landing, but in all it was a very pleasant experiences. I flew early in the morning, the breakfast snack I had, the sliders were so delicious!! Thank you Airlink, you never disappoint.",False,,Solo Leisure,Economy Class,Nelspruit to Johannesburg via Pretoria,April 2022,3,5,,5,5,,True,
"""no updates for stranded passengers""",1,2022-04-10,"Unreliable flight information, no updates for stranded passengers. They treated the delayed flight like nothing. Random swap of aircraft, random breakdown of ferry buses, random announcement with nothing useful from the microphone. The only thing certain is, as a passenger, you will definitely get stranded and have your holiday plan ruined by Airlink.",True,E190,Couple Leisure,Economy Class,Johannesburg to George,April 2022,1,1,,1,1,,False,
"""frustrating to deal with""",1,2022-04-04,"Not Verified | Johannesburg to Hoedspruit. My wife was diagnosed with cancer and required urgent surgery so we needed to cancel our 2 internal flights which came to a total of £420 [ZAR8400]. I emailed Airlink customer services and they told me they required proof which was understandable. I forwarded them a letter from the hospital confirming her admission, a letter from the surgeon explaining that surgery was required urgently and that travel was not possible, but they said that this was not adequate information provided and that we would not qualify for a refund. I was so shocked by their replies, was made to feel like a liar, when we had more serious things to deal with. Would strongly avoid Airlink as they are non-sympathetic, poor customer service, and frustrating to deal with.",False,,Couple Leisure,Economy Class,Johannesburg to Hoedspruit,March 2022,1,1,,1,1,,False,
"""No sympathy for a customer""",1,2022-03-27,"No sympathy for a customer at all. I flew from Durban to Johannesburg had a layover of 2h 15mins before flying to Angola. I had a negative covid results from a government clinic, had sma confirming my results, only to be told that was not allowed. I had to call the lab to send me one with a QR code. While we were waiting for results, the boarding pass closed. Later i asked if they can assist they told me i was supposed to change dates an hour before, but they never suggested that to me, then when i emailed them later, they told me the staff suggested i change the dates and I refused.  I did admit I didn't know that covid results wasn't allowed, as at clinic they assured me it was ok. Customer care is worse. I wouldn't suggest anyone to fly with this airline.",True,,Solo Leisure,Economy Class,Johannesburg to Luanda,February 2022,,,,1,1,,False,
"""state that they allow one free date change""",1,2022-02-25,"On their website they state that they allow one free date change due to covid. I reached out to them 8 days prior to my flight to make the change (since my previous flight was changed too) and they initially confirmed that I can do so for free, just pay the difference in fare. When I accepted it and asked them to proceed with the payment they went completely silent. No response to my emails that I sent daily. No one answered phone calls! 36 hours prior to my flight I made the change myself, paid outrageous difference since the flight was so close and also paid the penalty fee. Reached out to Airlink and asked for the refund, and  they did not reply again!",True,,Family Leisure,Economy Class,Johannesburg to Port Elizabeth,December 2021,1,1,,1,1,,False,
"""could do a lot better to assist passengers""",2,2021-12-18,"Not Verified | What a mission it was to get hold of Airlink to change our tickets! Due to testing positive for Covid, our travelling plans had to change drastically. I held the line for Customer Service for 40 minutes until a rude lady picked up on the other end, sighing with every question I had.  Then came the public holiday so we couldn’t make any name changes or add a minor by ourselves on the website. Luckily I got hold of a very friendly lady the next day to help add a minor, but I still had to send an email for the name change. I phoned Customer Care on Friday at 15:50 and by 16:30 I got cut off. Still no reply to my email (with the address given as the emergency contact). It is the weekend now and Customer Care is closed. How could this be? With Covid we have learned that anything could change any minute, what should a passenger do if they have to change their flight details? Get on the flight even though they have Covid just because they couldn’t change everything on the website and don’t want to loose their money? Come on, Airlink, you could do a lot better to assist passengers affected by Covid.",False,,Family Leisure,Economy Class,Nelspruit to Cape Town,December 2021,,,,,1,,False,
