header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""most stressful experience""",1,2022-09-14,"They cancelled our flight and the next one was more than a day later! They refused to give us any compensation or place to stay which most airlines provide in case of delays and cancellations. On call, which was very hard to get through to, they did not help at all. They said sorry but we can not do anything. Even the refund they did not want to process. It is the worst and most stressful experience with any airline so please do not trust them. They seem to do this often form other reviews which i did not know of before booking.",True,,Solo Leisure,Economy Class,Bangkok via Mumbai,September 2022,,,,,1,,False,
"""don't have any intention to refund my money""",1,2022-07-20,"I booked a ticket on 26th July Phuket to Bangkok. They changed flight time and mailed me. Then I want to cancel my flight and want full refund as per airline norms. But they don't have any intention to refund my money. In fact i tried to call to there call center, no one reply to me. Also tried to call Indian call center. Same reflection. Thai Lion actual a cheater Airline company. They cheated our money. I have sent many many mail to them but didn't get any satisfactory result.",True,,Family Leisure,Economy Class,Phuket to Bangkok,July 2022,,,,,1,,False,
"""most horrible flight in my life""",1,2022-03-21,"Probably one of the most horrible flight in my life. There is just nothing right with this company, from the check-in, delay handling, to security in the cabin and complaint handling. Flight was delayed over 3 hours because of supposedly bad weather conditions, while other airlines were flying just fine for the same routes. Left without ANY updates of confirmed departure time, and more importantly, we were refused the ability to cancel our tickets.  We were not offered any food or drink for our over 3 hours wait in the terminal.  Staff English at the counter was below acceptable, as they were barely able to understand questions in regards to how to deal with my music instrument. Staff on board failed to give instruction in English. I was addressed multiple times in THAI, which I do not speak and I wasn't even given the chance to ask what it meant. Ground staff at arrival (Lost and Found counter) don't speak English at all. Call center (called 18th March 3:20PM) excuses failure to follow laws and basic security and information requirements by ""We are a low cost airline"".",True,Boeing 737-800,Business,Economy Class,Khon Kaen to Don Mueang,March 2022,2,2,,2,1,,False,
"""a pleasant no frills flight""",10,2022-02-25,"This was a pleasant no frills flight, flight was on time, friendly crew, clean aircraft. But what sets this carrier apart from other budget airlines are the 10kg checkin allowance. I can recommend this carrier.",True,Boing 737-900,Solo Leisure,Economy Class,Bangkok to Krabi,February 2022,5,5,,5,5,,True,
"""2 years of waiting for refund""",1,2022-01-29,They cancelled the flight last April 2020. That is 2 years of waiting for refund but I kept getting their response that it is still being investigated since there was huge volume of flights they cancelled. 2 years and still no refund up until now. Modern day thief!,True,,Family Leisure,Economy Class,Yangon to Bangkok,March 2021,,,,,1,,False,
"""worst refund experience""",1,2021-10-30,"Not Verified |  This is the worst refund experience, I ever have. They say only a credit account refund is possible, and you have to redeem within a year. My ticket was on 3 April 2020. And now the pandemic isn't over, there is no flight available from Taiwan to Thailand. However, there are no notice for any refund or extension.",False,,Solo Leisure,Economy Class,Taipei to Thailand,November 2020,,,,,1,,False,
"""I did not receive my money back.""",1,2021-09-20,"I had booked the flight from DMK to TST, at first they had changed my flight and I did not want to change so I decided to cancel it for to route going to TST. Then after that the flight back from TST to DMK had been changed again so I would like to cancelled because I had limited time so it was not convenient for me. I decided to cancelled for both flight and they told us to refund the money within 45 days or it could be a bit late as now there are so many passengers asked for the refund. I understood that so I was waiting patiently until now it's been 9 months, I did not receive my money back. I sent them email and they said it has been processing but do not know when it will come. Totally disappointed. To whom wish to fly with this airline, please consider again before you purchase their ticket because if there is something happened, you will lose your money forever.",True,,Couple Leisure,Economy Class,Bangkok to Trang,February 2021,,,,,1,,False,
"""no intention of providing refunds""",1,2021-02-19,"I had a flight booked in April 2020, which was obviously cancelled. I have emailed and called many times to request some sort of update on my refund, and the response is always the same: ""In regards to your email, your refund is still in process. it takes an unusually long time to process the refunds. Sorry for your inconvenience"". The response never changes and never provides any clear information. I definitely understand the last year has been challenging. However, I also had reservations with two other Thai airlines - one has processed the refund, and the other is at least providing updates and regular communication. At this point, it feels like there is no intention of providing refunds. I recommend booking with any other airline.",True,,Solo Leisure,Economy Class,Dhaka to Bangkok,April 2020,,,,,1,,False,
"""no money and no more contact""",1,2021-01-27,"Flight of march 2020 was (logically) cancelled. We requested a refund, which the system said was being processed and could take up to 45 days. Since then no money and no more contact. Phoned multiple times, waiting time up to an hour and when finally in the call, being pressed away again.",True,,Solo Leisure,Economy Class,Bangkok to Colombo,March 2020,,,,,1,,False,
"""still waiting for refund""",1,2020-12-01,"Like many others, still waiting for refund. Original flight plans was in mid-April but as they was understandably cancelled due to COVID I called them to receive a refund. Very hasty reply call center, was almost not able to finish what I wanted to say. Their waiting time has exceeded 30 min every time. Likely close to 40 minutes. Next call was in beginning of August after sending emails in between, I was told to wait until end of October. That has now passed by over a month and still no information and of course no refund.",True,,Couple Leisure,Economy Class,Bangkok to Osaka,April 2020,,,,,1,,False,
"""never fly with them again""",1,2020-12-01,"Paid extra for seat advanced selection but they changed aircraft type and my seats to something different than what I picked without informing me, only realized the change after boarding the flight. Made a complaint at their ticket office at Don Muang Airport after we landed and was told supervisor would call me to discuss refund. 3 days later and still no call, have tried to contacting call-center and put on hold for 20 mins with no one answering calls. Will never fly with them again and would not recommend them.",True,Boeing 737,Couple Leisure,Economy Class,Chiang Mai to Bangkok,November 2020,1,1,,1,1,,False,
"""they don't refund you""",1,2020-11-13,Bangkok to Bali. I wait for refund more than 215 days They told me with in 45 days you have refund I call 10 time minimum. Send 40 email minimum and still no refund. So watch out when book ticket they don't refund you.,True,,Solo Leisure,Economy Class,Bangkok to Bali,June 2020,,,,,1,,True,
"""Terrible airlines and terrible service""",1,2020-08-24,"Not Verified |  I have been waiting 6+ months for a refund, and they never reply to any emails or enquires. Terrible airlines and terrible service. They have basically taken free money for a service that was never provided. This airline is nothing short of a giant scam. Never will I ever book with Thai Lion Air again, and I will warn every single traveller to avoid this airline at all costs.",False,,Couple Leisure,Economy Class,Bali to Bangkok,April 2020,,,,,1,,False,
"""never take a flight with them again""",1,2020-07-29,"Due to Covid-19, Thai Lion Air notified me the cancellation of my April round trip flight from Taipei to Bangkok but without mentioning any remedy. I had to go to their website to find out the solution. Then I sent 2 emails with photocopy of my e-ticket and passport to request a refund, but got no any response and of course no refund since April. This is the worst airline I have ever experienced, and I will never take a flight with them again.",True,,Solo Leisure,Economy Class,Taipei to Bangkok,April 2020,,,,,1,,False,
"""really fed up and disappointed""",1,2020-07-25,In February 2020 I got email to refund for my ticket Singapore to Bangkok. They said within 45 days will receive but I ‘m been waiting 4 months. In between I tried to contact several time to hotline and email as well but no response. Now I really fed up and disappointed of that they do not keep their word. I will not be customer of that airline again.,True,,Solo Leisure,Economy Class,Singapore to Bangkok,December 2019,,,,,2,,False,
"""This is very poor service""",1,2020-05-04,"Singapore to Bangkok was cancelled due to Covid-19 situation, I had called to Singapore customer service hotline in last February to ask for refund but till now no respond from Thai Lion Air. Worst, the hotline was terminated in March. I've been keep sending emails to Thai Lion Air subsequently but no reply at all. This is very poor service and totally unacceptable. Will never book any Thai Lion Air flight if no refund back to me.",True,,Couple Leisure,Economy Class,Singapore to Bangkok,April 2020,,,,,1,,False,
