header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""It is such a bad service""",5,2022-11-11,Trying this new Lynx Airline. It only started operational this April. Book and fairly cheap flight to Vancouver. Moment got the gate. I was right away ask for payment of my personal item as a carry on baggage. Although my bag is not that big compare to some of passengers of bulky backpack. My personal baggage was a small bag that fits underneath the chair and no need to put in the overhead bin. It is such a bad service and from gate crew giving bad attitude and not even polite to customers. Paying $41.99 carry-on fee that should have been free as personal item. I understand to pay a carry-on if my item is too bulky and big backpack. I have posted a photo of how it looks like under the seat putting my small bag not bulky compare to other big backpacks. I even saw other passenger didn't have to pay extra charge of $41.99 even their personal item is much bigger than mine. Thought to say this in this review as some whom are trying to take this airline could experience similar thing as me.,True,,Solo Leisure,Economy Class,Edmonton to Vancouver,November 2022,3,3,,2,3,,False,
"""Worst experience with this airline""",1,2022-11-08,"Worst experience with this airline, decided to give them a shot and I would not recommend to anyone who may be thinking the same. Flight delayed 6 hours and cited for “safety reasons” to avoid compensating passengers. Did not have the courtesy of providing a $10 voucher for food while waiting (commonly done by other airlines). Wouldn’t recommend and wouldn’t fly again.",True,,Solo Leisure,Economy Class,Calgary to Vancouver,November 2022,,,,1,1,,False,
"""want to compliment all the ground crew""",10,2022-10-18,"I want to compliment all the ground crew, and the flight staff, both coming and going from Toronto to Edmonton on flight Y9502 and Y9501, with all there help with my disabled wife. They even re-arranged the seating for us, so that my wife would be closer to the Lavatory, and they did everything in there power to help her there when she needed. The flight staff did everything to make her feel comfortable on both flights. A big thanks, also to the Captain on our flight to Edmonton, he even went out to go and find ground crew to get my wife seated, now that is service. I wish I knew all there names, as I would mention them here. We left Sept 23rd Y9-502 and return to Toronto Y9-501 Oct12th. I hope the powers that be let them know how much I appreciate all there help on the flights. Will definitely fly with Lynx again when I go out to Alberta.",True,Boeing 737,Couple Leisure,Economy Class,Toronto to Edmonton,September 2022,4,5,,5,5,,True,
"""not worth the saving""",1,2022-10-18,"Very bad airline. Try to avoid it. It not worth the saving. The flight is delayed. The service people shows they do not care. You need to pay for your carry on bag. The definition of free carry on, 6 by 14 by 11. Basically a computer bag. Server staff is rude.",True,Boeing 737,Business,Economy Class,Toronto to Vancouver,October 2022,1,1,"<span class=""star fill"">1</span>",1,1,,False,
"""No customer service help at the airport""",1,2022-10-17,"At first we were pleasantly surprised at the cost of the flight when booking, online reservation went off without a hitch until we received an email a few days later saying our flight was cancelled for no reason. No explanation was provided. An alternate flight was provided for the day after. We made an attempt to call customer service same day to reserve our one way flight. Finally after waiting 1.5 hrs on the phone we got through. Booked our flight and set on our trip. As we get to the airport we realized the flight that was booked was in fact for the original date of yesterday! No customer service help at the airport, no help over the phone and now we’re left stranded in the airport rebooking a flight online at a much higher cost and no form of compensation for the miscommunication. Everything in the airport is third party, and customer service had no consideration for their initial mistake. Needless to say this is the first and absolute last time flying with Lynx. Rather pay more money for consistency with a major airline. I sincerely hope they consider hiring managers for customer service before this airline goes down.",True,,Couple Leisure,Economy Class,Calgary to Toronto,October 2022,1,1,,1,1,,False,
"""Had a great experience""",10,2022-10-14,"Not Verified |  Had a great experience. Flight was early, no issues at all with boarding. Keep in mind they only allow a small carry on and backpack. Crew was very nice. This was the first flight where I could actually be able to fall asleep!",False,,Solo Leisure,Economy Class,Toronto to Calgary,October 2022,3,5,,5,5,,True,
"""I was pleasantly surprised""",9,2022-10-09,"I paid $170 for a round trip from Calgary to Toronto (gone for 5 days) which is a fantastic price. I didn’t have the highest hopes for this airline given the price but I was pleasantly surprised! The flight crew was lovely, the seats were spacious and the same as any other airline. They don’t serve food, pop , etc which is fine I just brought my own. There’s no in flight entertainment which was fine as I downloaded shows in advance. I also totally understand given the price why all this isn’t included, fair trade off. In addition the only thing to keep in mind is they only allow a very small purse or backpack to be brought on free of charge. If you bring a carry on i think its $40 and a checked bag is $100 so the whole point is to avoid that. I had a wonderful experience overall and will 100% be using this airline again!",True,,Solo Leisure,Economy Class,Calgary to Toronto,October 2022,4,5,,5,5,,True,
"""Our flight was cancelled""",1,2022-10-06,Our flight was cancelled by the airline as a result of a crew shortage but they did not make us aware until we arrived at the airport. As a result we needed to pay an unreasonable amount of money to get home that day or wait three days for the flight we were rescheduled on by Lynx. In addition to all of this they are only offering to reimburse half of what we paid. This is my first and last experience with Lynx and I would highly advise against anyone flying with them. I get that they're a ultra discount carrier and this prices may seem appealing but if they're going to cancel your flight without notice leaving you high and dry then it is no longer worth it. I've flown on many other discount carriers and none are even close to as bad and poorly organized as Lynx.,True,Boeing 737,Couple Leisure,Economy Class,Halifax to Hamilton,October 2022,,,,1,2,,False,
"""most irresponsible airline""",1,2022-10-05,"Not Verified | Calgary to Toronto. They are the most irresponsible airline to fly, they change your flights for no reason, they do not answer you for your additional expenses that are caused by them. I have a canceled flight from Toronto to Calgary for 2 additional days paying for hotel food and losing days of work with a budget that was not in my plans. The worst and I will never travel with them again nor will I recommend them to anyone.",False,,Family Leisure,Economy Class,Calgary to Toronto,October 2022,2,3,,1,5,,False,
"""their customer service was not available""",1,2022-10-04,"Well, my friend and I were flying from Calgary to Toronto. Our flight was scheduled to depart at around 7 and we reached the airport very early at around 5. To our astonishment the Lynx check in services told us that our flight got cancelled with zero explanation why, no cancellation email as well. Lynx did not even take the effort to rebook us on to another flight and their customer service was not available. My friend and I had to scramble to find another flight ourselves to Kitchener airport spending an extra 628 dollars in all and not to mention the extra Uber cost that we may incur later. Totally frustrated with this airline, they have zero sense of accountability or professionalism and I will never take this airline again. I wish there was a way to give a negative score to this airline. Absolutely horrendous.",True,,Solo Leisure,Economy Class,Calgary to Toronto ,September 2022,3,2,,1,3,,False,
"""I would highly recommend Lynx Air""",10,2022-10-04,"Not Verified |  Calgary to Kelowna and return, tax in for $147.00. We left Calgary on time and arrived early. Brand new plane, no bells and whistles. No food or beverage service. I would guess to keep the cost down. The only negative, they did change my flight time later the same day as I was checking in. I was sent a notification indicating the change and a hour later was 24 hour check in. Please check the time of departure on your boarding pass once you check in. Over all it was a great experience. I would highly recommend Lynx Air.",False,,Solo Leisure,Economy Class,Calgary to Kelowna,October 2022,5,5,,5,5,,True,
"""this airline is not operationally ready to operate yet""",1,2022-10-03,"Here are the facts from my experience, take it or leave it. My flight was cancelled and I received no email or communication to inform me. This was true for about 100 other people at the airport when I arrived. The airline offered no apology or explanation and rebooked me for 3 days later. We were offered no credit or accommodation to cover this extended travel. I was told that I might be able to get in a flight the following day but the only way to know was to come back to the airport. I waited in line for 45 minutes the next day only to be told there was no record of my flight in the system. The employee at the airport had to call tech support to resolve this but eventually got me on the flight. Based on the line of a hundred people or so I’d guess this also happened to many others. I have never experienced this level of distinction and feel bad for the employees on the front lines who have to deal with this. It is really unfortunate but this airline is not operationally ready to operate yet. I would stay away unless you have the ability to have very flexible travel plans.",True,,Solo Leisure,Economy Class,Hamilton to Calgary,October 2022,1,3,,1,1,,False,
