header,rating,review_date,comment,trip_verified,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,ground_service,value_for_money,wifi_and_connecticity,recommend,wifi_and_connectivity
"""I was horrified by the experience""",1,2022-11-20,"I felt compelled to write this, even though nothing I am going to describe in my recent travel experience hasn't already been written by others. The only thing I can add is that I am shocked that the Department of Transport in the U.S. and the FAA continue to allow Lufthansa to operate with impunity. I have flown Lufthansa for decades, (because I primarily fly on United, and being the Star Alliance partner, inevitably I would be on Lufthansa in the European portion). This month was the first time I traveled outside of the U.S. since the pandemic. I had heard that Lufthansa has completely fallen off the cliff in terms of service, reliability and even general operational adequacy, but I thought, a short 2 hr flight RT between Frankfurt and Madrid, how bad can that get? Their seats booking system is broken, and while we had paid for premium seats over and over again (and promised previous overcharged payments would be refunded, I don't expect to see that refund), we essentially had no premium seat assignments up to the day of departure. Their ground crew was rude and hostile, (e.g. just did not answer my questions, rolled their eyes and smirked with agents next to them, etc.), and the flight crew basically was not present throughout the flight. No service whatsoever on the flight (no snacks, no drinks, I didn't know this is a discount budget airline?). Mobile boarding pass could not be issued at time of check in, I had to line up at airport, at which point, the agent harassed me by insisting on weighing my carryon (they did not insist on doing that for my husband who is White), and said my carryon was 1 kg over, so I had to check it. At least, my luggage did not get lost. I was horrified by the experience. I sent many letters of complaints to the company, I do not expect anyone to respond or compensate.",True,,Couple Leisure,Economy Class,Frankfurt to Madrid,November 2022,2,1,,1,1,,False,
"""far better than expected""",8,2022-11-20,"Not Verified |  The flight experience was very good, far better than expected. Crew friendly, flight on time, food okay if not a little poor, self service of drinks in the galley, movie selection/ entertainment system good: a smooth flight, on par with ANA, which I had flow on the leg Frankfurt-Haneda.",False,,Solo Leisure,Economy Class,Tokyo Haneda to Munich,November 2022,4,4,"<span class=""star fill"">5</span>",5,4,,True,
"""Avoid Lufthansa at any cost""",1,2022-11-19,"We use to love Lufthansa but now it has become the worst airline both on-board and with the worst customer service. No one is ever there to address issues, if they are there they are rude. You can’t talk to a live support. No response to email inquiries. They owe me 250 euros but have not yet reimbursed me. Flight cancellations, delays are very common with no explanation or support. Terrible food on board on international flights. Avoid Lufthansa at any cost.",True,,Couple Leisure,Economy Class,Munich to Nice,September 2022,1,1,"<span class=""star fill"">2</span>",2,1,,False,
"""won't send me the money they owe me""",1,2022-11-18,"They won't send me the money they owe me for something that was their fault. In June 2022 their flight from Bologna to Munich was late and caused me to miss the connection to Toronto. I waited in line for 5 hours and was told they ran out of vouchers and would happily reimburse my overnight expenses which amounted to about $300. I'm a college student and could barely afford to cover that, so I've really needed my money back. But after I went through the email-only customer service process, after 2 months the rep asked for my bank information to send me the money - I responded promptly - and never got the money, almost 4 months later. I sent multiple follow up emails and nobody will respond. There's basically no way to contact them otherwise.",True,,Solo Leisure,Economy Class,Bologna to Munich,June 2022,2,2,,2,1,,False,
"""all in all a good experience""",8,2022-11-18,Nice Flight on time in Business through a mileage upgrade. Cabin crew very nice and attending. Food was quite decent three course Menu and breakfast even though the flight was a late night one. Seats are a bit dated. Yes it’s a full flat bed but seat had some male function and needed to be reset. Also the head part is annoying when sleeping. But all in all a good experience.,True,A340-300,Couple Leisure,Business Class,BOG to FRA,November 2022,3,5,"<span class=""star fill"">4</span>",4,4,,True,
"""business class product is embarrassing""",2,2022-11-18,"Not Verified |  You get what you pay for. Lufthansa crew are always on point, if a little dull, but the business class product is embarrassing. Chaos at the gates, nasty ground staff, no sense of feeling like this could be a fun trip. The food onboard is poor with a single selection, no charging points, no amenities, no pillow or blanket on a late night flight, no entertainment, no recognition of Miles and More status. Just sub-par on every count except price. Well done for making a cheap product feel really cheap.",False,,Couple Leisure,Business Class,London to Tunis via Frankfurt,November 2022,1,3,"<span class=""star fill"">1</span>",1,2,,False,1
"""it was really not worth it""",5,2022-11-18,"We paid for premium economy for the transatlantic flight. Weeks before our departure, we paid for seat reservation as we want to ensure we are seated together and have the window/aisle, 2 seats only - so not to sit beside a fellow passenger). We got an email that our carrier will be changed to Eurowing. 24 hours before our flight I did my on line check in, they moved us to the middle aisle with 3 seater. What is the point of paying for seat reservation, and being moved for no reason at all? This is a rip-off in my opinion, paying already for premium seats, and you need to pay for seat selection! Food from Amman to Frankfurt, Frankfurt to Cairo which is over 4 hours, they gave a stale sandwich. Egypt Air for a short haul flight from Cairo to Jordan, at least provided a cold plate , For the amount of money we paid, it was really not worth it!",True,A340,Couple Leisure,Premium Economy,Frankfurt to Vancouver,November 2022,3,3,"<span class=""star fill"">2</span>",3,2,,False,
"""an Economy Class experience""",1,2022-11-17,"Frankfurt to Keflavík, Iceland in Business Class in an A320neo. Lufthansa's Business Class product within Europe is a joke, a glorified Economy Class. The lack of quality is apparent right away during boarding. Priority boarding is virtually non-existent. This time we were herded into a crowded bus and driven to the aircraft on the tarmac. Then the seating - virtually identical to Economy except with a slightly more legroom and the middle seat left unoccupied. Hardly premium. No inflight entertainment nor WiFi on their A320neo aircraft for a flight over over 3 hours. Why does Lufthansa charge Business Class fare only to provide us an Economy Class experience? This is a case of false advertising.",True,A320neo,Couple Leisure,Business Class,Frankfurt to Keflavík,November 2022,1,3,,2,1,,False,
"""not worth paying for Business Class""",5,2022-11-17,"Bombay to Frankfurt in Business Class in an A340-300. Lufthansa's current fleet to and from Bombay is either the aging A340 or the aging B747-400 aircraft. Both are well past their prime and so is the Business Class seating configuration which is 2-2-2 with no direct aisle access for the passenger by the window. The dated seat design is not in the same class as those offered by rivals such as Qatar, ANA, Singapore Airlines and so on. Where Lufthansa shines is the inflight service which is top notch. The flight attendants are warm and efficient. Currently it is not worth paying for Lufthansa Business Class. The only reason I stick with this airline if the suitability of routing for my needs.",True,A340-300,Couple Leisure,Business Class,Bombay to Frankfurt,November 2022,2,5,"<span class=""star fill"">3</span>",4,4,,False,4
"""extremely small portions of cheap ingredients""",2,2022-11-15,The flight to Frankfurt is short and the service provided in business is a disaster - I cannot describe an apple and muesli with a small bottle of milk as a decent continental breakfast - I was lucky there was some decent breakfast available in the business lounge in Frankfurt the meal served on the flight to Barcelona was also very mediocre - the inflight service on Lufthansa really is declining heavily : extremely small portions of cheap ingredients like boiled beef - and once again my suitcases did not arrive - the ground handling promised a delivery at my hotel in Barcelona at 5 pm unfortunately it was 1 am during the night - I've had it with Lufthansa,True,A321,Business,Business Class,Brussels to Barcelona via Frankfurt,October 2022,2,2,,2,1,,False,
